Unnamed: 0,nct_id,downcase_mesh_term,official_title,brief_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,enrollment,observational_model,intervention_model,time_perspective,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
16,NCT00001730,hypothyroidism,A Dosimetry Study of Radioiodine (131-I) Uptake Following the Administration of Thyrogen and Hypothyroid States During Thyroid Hormone Withdrawal,Study of Radioiodine (131-I) Uptake Following Administration of Thyrogen and Hypothyroid States During Thyroid Hormone Withdrawal.,Hypothyroidism|Thyroid Neoplasms,1999-11-03,,2000-04-30,20.0,,,,Interventional,Completed,Phase 4,National Institutes of Health Clinical Center (CC),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Drug,United States,0.0,120.0,[0-17]|[18-65]|[65 and more],Hypothyroidism,Hypothyroidism,https://clinicaltrials.gov/ct2/show/NCT00001730
17,NCT00001730,thyroid neoplasms,A Dosimetry Study of Radioiodine (131-I) Uptake Following the Administration of Thyrogen and Hypothyroid States During Thyroid Hormone Withdrawal,Study of Radioiodine (131-I) Uptake Following Administration of Thyrogen and Hypothyroid States During Thyroid Hormone Withdrawal.,Hypothyroidism|Thyroid Neoplasms,1999-11-03,,2000-04-30,20.0,,,,Interventional,Completed,Phase 4,National Institutes of Health Clinical Center (CC),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Drug,United States,0.0,120.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00001730
18,NCT00004048,thyroid neoplasms,Phase I/II Radioimmunotherapy With High-Dose 90Y-Labeled Humanized MN-14 Alone or Combined With Doxorubicin and Peripheral Blood Stem Cell Rescue (PBSCR) in Medullary Thyroid Cancer (MTC) Grant Application Title: Radioimmunotherapy of MTC With Y-90 Humanized MN14 Anti-CEA Mab and Doxorubicin,Radioimmunotherapy With or Without Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Patients With Thyroid Cancer,Head and Neck Cancer,1999-12-10,2002-05-31,2002-05-31,30.0,,,,Interventional,Completed,Phase 1/Phase 2,Garden State Cancer Center at the Center for Molecular Medicine and Immunology,Garden State Cancer Center at the Center for Molecular Medicine and Immunology,Garden State Cancer Center|St. Joseph's Hospital and Medical Center,Biological|Drug|Procedure|Procedure|Radiation|Radiation,United States,16.0,80.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00004048
21,NCT00004074,parathyroid neoplasms,A Phase I Trial of Herceptin and Interleukin-12,Interleukin-12 and Trastuzumab in Treating Patients With Cancer That Has High Levels of HER2/Neu,Advanced Adult Primary Liver Cancer|Anaplastic Thyroid Cancer|Bone Metastases|Carcinoma of the Appendix|Distal Urethral Cancer|Fallopian Tube Cancer|Gastrinoma|Glucagonoma|Inflammatory Breast Cancer|Insulinoma|Liver Metastases|Localized Unresectable Adult Primary Liver Cancer|Lung Metastases|Male Breast Cancer|Malignant Pericardial Effusion|Malignant Pleural Effusion|Metastatic Gastrointestinal Carcinoid Tumor|Metastatic Parathyroid Cancer|Metastatic Transitional Cell Cancer of the Renal Pelvis and Ureter|Newly Diagnosed Carcinoma of Unknown Primary|Occult Non-small Cell Lung Cancer|Pancreatic Polypeptide Tumor|Primary Peritoneal Cavity Cancer|Proximal Urethral Cancer|Pulmonary Carcinoid Tumor|Recurrent Adenoid Cystic Carcinoma of the Oral Cavity|Recurrent Adrenocortical Carcinoma|Recurrent Adult Primary Liver Cancer|Recurrent Anal Cancer|Recurrent Bladder Cancer|Recurrent Breast Cancer|Recurrent Carcinoma of Unknown Primary|Recurrent Cervical Cancer|Recurrent Colon Cancer|Recurrent Endometrial Carcinoma|Recurrent Esophageal Cancer|Recurrent Extrahepatic Bile Duct Cancer|Recurrent Gallbladder Cancer|Recurrent Gastric Cancer|Recurrent Gastrointestinal Carcinoid Tumor|Recurrent Islet Cell Carcinoma|Recurrent Malignant Testicular Germ Cell Tumor|Recurrent Mucoepidermoid Carcinoma of the Oral Cavity|Recurrent Non-small Cell Lung Cancer|Recurrent Ovarian Epithelial Cancer|Recurrent Pancreatic Cancer|Recurrent Parathyroid Cancer|Recurrent Prostate Cancer|Recurrent Rectal Cancer|Recurrent Renal Cell Cancer|Recurrent Salivary Gland Cancer|Recurrent Small Intestine Cancer|Recurrent Squamous Cell Carcinoma of the Larynx|Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity|Recurrent Squamous Cell Carcinoma of the Nasopharynx|Recurrent Squamous Cell Carcinoma of the Oropharynx|Recurrent Thyroid Cancer|Recurrent Transitional Cell Cancer of the Renal Pelvis and Ureter|Recurrent Urethral Cancer|Recurrent Vaginal Cancer|Recurrent Vulvar Cancer|Skin Metastases|Small Intestine Adenocarcinoma|Somatostatinoma|Stage IIIA Anal Cancer|Stage IIIA Breast Cancer|Stage III Adenoid Cystic Carcinoma of the Oral Cavity|Stage III Adrenocortical Carcinoma|Stage IIIA Non-small Cell Lung Cancer|Stage IIIB Anal Cancer|Stage IIIB Breast Cancer|Stage III Bladder Cancer|Stage IIIB Non-small Cell Lung Cancer|Stage III Cervical Cancer|Stage III Colon Cancer|Stage III Endometrial Carcinoma|Stage III Esophageal Cancer|Stage III Follicular Thyroid Cancer|Stage III Gastric Cancer|Stage III Malignant Testicular Germ Cell Tumor|Stage III Mucoepidermoid Carcinoma of the Oral Cavity|Stage III Ovarian Epithelial Cancer|Stage III Pancreatic Cancer|Stage III Papillary Thyroid Cancer|Stage III Prostate Cancer|Stage III Rectal Cancer|Stage III Renal Cell Cancer|Stage III Salivary Gland Cancer|Stage III Squamous Cell Carcinoma of the Larynx|Stage III Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage III Squamous Cell Carcinoma of the Nasopharynx|Stage III Squamous Cell Carcinoma of the Oropharynx|Stage III Vaginal Cancer|Stage III Vulvar Cancer|Stage IVA Cervical Cancer|Stage IV Adenoid Cystic Carcinoma of the Oral Cavity|Stage IV Adrenocortical Carcinoma|Stage IV Anal Cancer|Stage IVA Vaginal Cancer|Stage IVB Cervical Cancer|Stage IV Bladder Cancer|Stage IV Breast Cancer|Stage IVB Vaginal Cancer|Stage IVB Vulvar Cancer|Stage IV Colon Cancer|Stage IV Endometrial Carcinoma|Stage IV Esophageal Cancer|Stage IV Follicular Thyroid Cancer|Stage IV Gastric Cancer|Stage IV Mucoepidermoid Carcinoma of the Oral Cavity|Stage IV Non-small Cell Lung Cancer|Stage IV Ovarian Epithelial Cancer|Stage IV Pancreatic Cancer|Stage IV Papillary Thyroid Cancer|Stage IV Prostate Cancer|Stage IV Rectal Cancer|Stage IV Renal Cell Cancer|Stage IV Salivary Gland Cancer|Stage IV Squamous Cell Carcinoma of the Larynx|Stage IV Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage IV Squamous Cell Carcinoma of the Nasopharynx|Stage IV Squamous Cell Carcinoma of the Oropharynx|Thyroid Gland Medullary Carcinoma|Unresectable Extrahepatic Bile Duct Cancer|Unresectable Gallbladder Cancer|Urethral Cancer Associated With Invasive Bladder Cancer|WDHA Syndrome,1999-12-10,2009-02-28,,15.0,,Single Group Assignment,,Interventional,Completed,Phase 1,National Cancer Institute (NCI),National Cancer Institute (NCI),Ohio State University Medical Center,Biological|Biological,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00004074
22,NCT00004074,"adenocarcinoma, follicular",A Phase I Trial of Herceptin and Interleukin-12,Interleukin-12 and Trastuzumab in Treating Patients With Cancer That Has High Levels of HER2/Neu,Advanced Adult Primary Liver Cancer|Anaplastic Thyroid Cancer|Bone Metastases|Carcinoma of the Appendix|Distal Urethral Cancer|Fallopian Tube Cancer|Gastrinoma|Glucagonoma|Inflammatory Breast Cancer|Insulinoma|Liver Metastases|Localized Unresectable Adult Primary Liver Cancer|Lung Metastases|Male Breast Cancer|Malignant Pericardial Effusion|Malignant Pleural Effusion|Metastatic Gastrointestinal Carcinoid Tumor|Metastatic Parathyroid Cancer|Metastatic Transitional Cell Cancer of the Renal Pelvis and Ureter|Newly Diagnosed Carcinoma of Unknown Primary|Occult Non-small Cell Lung Cancer|Pancreatic Polypeptide Tumor|Primary Peritoneal Cavity Cancer|Proximal Urethral Cancer|Pulmonary Carcinoid Tumor|Recurrent Adenoid Cystic Carcinoma of the Oral Cavity|Recurrent Adrenocortical Carcinoma|Recurrent Adult Primary Liver Cancer|Recurrent Anal Cancer|Recurrent Bladder Cancer|Recurrent Breast Cancer|Recurrent Carcinoma of Unknown Primary|Recurrent Cervical Cancer|Recurrent Colon Cancer|Recurrent Endometrial Carcinoma|Recurrent Esophageal Cancer|Recurrent Extrahepatic Bile Duct Cancer|Recurrent Gallbladder Cancer|Recurrent Gastric Cancer|Recurrent Gastrointestinal Carcinoid Tumor|Recurrent Islet Cell Carcinoma|Recurrent Malignant Testicular Germ Cell Tumor|Recurrent Mucoepidermoid Carcinoma of the Oral Cavity|Recurrent Non-small Cell Lung Cancer|Recurrent Ovarian Epithelial Cancer|Recurrent Pancreatic Cancer|Recurrent Parathyroid Cancer|Recurrent Prostate Cancer|Recurrent Rectal Cancer|Recurrent Renal Cell Cancer|Recurrent Salivary Gland Cancer|Recurrent Small Intestine Cancer|Recurrent Squamous Cell Carcinoma of the Larynx|Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity|Recurrent Squamous Cell Carcinoma of the Nasopharynx|Recurrent Squamous Cell Carcinoma of the Oropharynx|Recurrent Thyroid Cancer|Recurrent Transitional Cell Cancer of the Renal Pelvis and Ureter|Recurrent Urethral Cancer|Recurrent Vaginal Cancer|Recurrent Vulvar Cancer|Skin Metastases|Small Intestine Adenocarcinoma|Somatostatinoma|Stage IIIA Anal Cancer|Stage IIIA Breast Cancer|Stage III Adenoid Cystic Carcinoma of the Oral Cavity|Stage III Adrenocortical Carcinoma|Stage IIIA Non-small Cell Lung Cancer|Stage IIIB Anal Cancer|Stage IIIB Breast Cancer|Stage III Bladder Cancer|Stage IIIB Non-small Cell Lung Cancer|Stage III Cervical Cancer|Stage III Colon Cancer|Stage III Endometrial Carcinoma|Stage III Esophageal Cancer|Stage III Follicular Thyroid Cancer|Stage III Gastric Cancer|Stage III Malignant Testicular Germ Cell Tumor|Stage III Mucoepidermoid Carcinoma of the Oral Cavity|Stage III Ovarian Epithelial Cancer|Stage III Pancreatic Cancer|Stage III Papillary Thyroid Cancer|Stage III Prostate Cancer|Stage III Rectal Cancer|Stage III Renal Cell Cancer|Stage III Salivary Gland Cancer|Stage III Squamous Cell Carcinoma of the Larynx|Stage III Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage III Squamous Cell Carcinoma of the Nasopharynx|Stage III Squamous Cell Carcinoma of the Oropharynx|Stage III Vaginal Cancer|Stage III Vulvar Cancer|Stage IVA Cervical Cancer|Stage IV Adenoid Cystic Carcinoma of the Oral Cavity|Stage IV Adrenocortical Carcinoma|Stage IV Anal Cancer|Stage IVA Vaginal Cancer|Stage IVB Cervical Cancer|Stage IV Bladder Cancer|Stage IV Breast Cancer|Stage IVB Vaginal Cancer|Stage IVB Vulvar Cancer|Stage IV Colon Cancer|Stage IV Endometrial Carcinoma|Stage IV Esophageal Cancer|Stage IV Follicular Thyroid Cancer|Stage IV Gastric Cancer|Stage IV Mucoepidermoid Carcinoma of the Oral Cavity|Stage IV Non-small Cell Lung Cancer|Stage IV Ovarian Epithelial Cancer|Stage IV Pancreatic Cancer|Stage IV Papillary Thyroid Cancer|Stage IV Prostate Cancer|Stage IV Rectal Cancer|Stage IV Renal Cell Cancer|Stage IV Salivary Gland Cancer|Stage IV Squamous Cell Carcinoma of the Larynx|Stage IV Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage IV Squamous Cell Carcinoma of the Nasopharynx|Stage IV Squamous Cell Carcinoma of the Oropharynx|Thyroid Gland Medullary Carcinoma|Unresectable Extrahepatic Bile Duct Cancer|Unresectable Gallbladder Cancer|Urethral Cancer Associated With Invasive Bladder Cancer|WDHA Syndrome,1999-12-10,2009-02-28,,15.0,,Single Group Assignment,,Interventional,Completed,Phase 1,National Cancer Institute (NCI),National Cancer Institute (NCI),Ohio State University Medical Center,Biological|Biological,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, follicular",https://clinicaltrials.gov/ct2/show/NCT00004074
23,NCT00004074,"thyroid carcinoma, anaplastic",A Phase I Trial of Herceptin and Interleukin-12,Interleukin-12 and Trastuzumab in Treating Patients With Cancer That Has High Levels of HER2/Neu,Advanced Adult Primary Liver Cancer|Anaplastic Thyroid Cancer|Bone Metastases|Carcinoma of the Appendix|Distal Urethral Cancer|Fallopian Tube Cancer|Gastrinoma|Glucagonoma|Inflammatory Breast Cancer|Insulinoma|Liver Metastases|Localized Unresectable Adult Primary Liver Cancer|Lung Metastases|Male Breast Cancer|Malignant Pericardial Effusion|Malignant Pleural Effusion|Metastatic Gastrointestinal Carcinoid Tumor|Metastatic Parathyroid Cancer|Metastatic Transitional Cell Cancer of the Renal Pelvis and Ureter|Newly Diagnosed Carcinoma of Unknown Primary|Occult Non-small Cell Lung Cancer|Pancreatic Polypeptide Tumor|Primary Peritoneal Cavity Cancer|Proximal Urethral Cancer|Pulmonary Carcinoid Tumor|Recurrent Adenoid Cystic Carcinoma of the Oral Cavity|Recurrent Adrenocortical Carcinoma|Recurrent Adult Primary Liver Cancer|Recurrent Anal Cancer|Recurrent Bladder Cancer|Recurrent Breast Cancer|Recurrent Carcinoma of Unknown Primary|Recurrent Cervical Cancer|Recurrent Colon Cancer|Recurrent Endometrial Carcinoma|Recurrent Esophageal Cancer|Recurrent Extrahepatic Bile Duct Cancer|Recurrent Gallbladder Cancer|Recurrent Gastric Cancer|Recurrent Gastrointestinal Carcinoid Tumor|Recurrent Islet Cell Carcinoma|Recurrent Malignant Testicular Germ Cell Tumor|Recurrent Mucoepidermoid Carcinoma of the Oral Cavity|Recurrent Non-small Cell Lung Cancer|Recurrent Ovarian Epithelial Cancer|Recurrent Pancreatic Cancer|Recurrent Parathyroid Cancer|Recurrent Prostate Cancer|Recurrent Rectal Cancer|Recurrent Renal Cell Cancer|Recurrent Salivary Gland Cancer|Recurrent Small Intestine Cancer|Recurrent Squamous Cell Carcinoma of the Larynx|Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity|Recurrent Squamous Cell Carcinoma of the Nasopharynx|Recurrent Squamous Cell Carcinoma of the Oropharynx|Recurrent Thyroid Cancer|Recurrent Transitional Cell Cancer of the Renal Pelvis and Ureter|Recurrent Urethral Cancer|Recurrent Vaginal Cancer|Recurrent Vulvar Cancer|Skin Metastases|Small Intestine Adenocarcinoma|Somatostatinoma|Stage IIIA Anal Cancer|Stage IIIA Breast Cancer|Stage III Adenoid Cystic Carcinoma of the Oral Cavity|Stage III Adrenocortical Carcinoma|Stage IIIA Non-small Cell Lung Cancer|Stage IIIB Anal Cancer|Stage IIIB Breast Cancer|Stage III Bladder Cancer|Stage IIIB Non-small Cell Lung Cancer|Stage III Cervical Cancer|Stage III Colon Cancer|Stage III Endometrial Carcinoma|Stage III Esophageal Cancer|Stage III Follicular Thyroid Cancer|Stage III Gastric Cancer|Stage III Malignant Testicular Germ Cell Tumor|Stage III Mucoepidermoid Carcinoma of the Oral Cavity|Stage III Ovarian Epithelial Cancer|Stage III Pancreatic Cancer|Stage III Papillary Thyroid Cancer|Stage III Prostate Cancer|Stage III Rectal Cancer|Stage III Renal Cell Cancer|Stage III Salivary Gland Cancer|Stage III Squamous Cell Carcinoma of the Larynx|Stage III Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage III Squamous Cell Carcinoma of the Nasopharynx|Stage III Squamous Cell Carcinoma of the Oropharynx|Stage III Vaginal Cancer|Stage III Vulvar Cancer|Stage IVA Cervical Cancer|Stage IV Adenoid Cystic Carcinoma of the Oral Cavity|Stage IV Adrenocortical Carcinoma|Stage IV Anal Cancer|Stage IVA Vaginal Cancer|Stage IVB Cervical Cancer|Stage IV Bladder Cancer|Stage IV Breast Cancer|Stage IVB Vaginal Cancer|Stage IVB Vulvar Cancer|Stage IV Colon Cancer|Stage IV Endometrial Carcinoma|Stage IV Esophageal Cancer|Stage IV Follicular Thyroid Cancer|Stage IV Gastric Cancer|Stage IV Mucoepidermoid Carcinoma of the Oral Cavity|Stage IV Non-small Cell Lung Cancer|Stage IV Ovarian Epithelial Cancer|Stage IV Pancreatic Cancer|Stage IV Papillary Thyroid Cancer|Stage IV Prostate Cancer|Stage IV Rectal Cancer|Stage IV Renal Cell Cancer|Stage IV Salivary Gland Cancer|Stage IV Squamous Cell Carcinoma of the Larynx|Stage IV Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage IV Squamous Cell Carcinoma of the Nasopharynx|Stage IV Squamous Cell Carcinoma of the Oropharynx|Thyroid Gland Medullary Carcinoma|Unresectable Extrahepatic Bile Duct Cancer|Unresectable Gallbladder Cancer|Urethral Cancer Associated With Invasive Bladder Cancer|WDHA Syndrome,1999-12-10,2009-02-28,,15.0,,Single Group Assignment,,Interventional,Completed,Phase 1,National Cancer Institute (NCI),National Cancer Institute (NCI),Ohio State University Medical Center,Biological|Biological,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, anaplastic",https://clinicaltrials.gov/ct2/show/NCT00004074
24,NCT00004074,"thyroid cancer, papillary",A Phase I Trial of Herceptin and Interleukin-12,Interleukin-12 and Trastuzumab in Treating Patients With Cancer That Has High Levels of HER2/Neu,Advanced Adult Primary Liver Cancer|Anaplastic Thyroid Cancer|Bone Metastases|Carcinoma of the Appendix|Distal Urethral Cancer|Fallopian Tube Cancer|Gastrinoma|Glucagonoma|Inflammatory Breast Cancer|Insulinoma|Liver Metastases|Localized Unresectable Adult Primary Liver Cancer|Lung Metastases|Male Breast Cancer|Malignant Pericardial Effusion|Malignant Pleural Effusion|Metastatic Gastrointestinal Carcinoid Tumor|Metastatic Parathyroid Cancer|Metastatic Transitional Cell Cancer of the Renal Pelvis and Ureter|Newly Diagnosed Carcinoma of Unknown Primary|Occult Non-small Cell Lung Cancer|Pancreatic Polypeptide Tumor|Primary Peritoneal Cavity Cancer|Proximal Urethral Cancer|Pulmonary Carcinoid Tumor|Recurrent Adenoid Cystic Carcinoma of the Oral Cavity|Recurrent Adrenocortical Carcinoma|Recurrent Adult Primary Liver Cancer|Recurrent Anal Cancer|Recurrent Bladder Cancer|Recurrent Breast Cancer|Recurrent Carcinoma of Unknown Primary|Recurrent Cervical Cancer|Recurrent Colon Cancer|Recurrent Endometrial Carcinoma|Recurrent Esophageal Cancer|Recurrent Extrahepatic Bile Duct Cancer|Recurrent Gallbladder Cancer|Recurrent Gastric Cancer|Recurrent Gastrointestinal Carcinoid Tumor|Recurrent Islet Cell Carcinoma|Recurrent Malignant Testicular Germ Cell Tumor|Recurrent Mucoepidermoid Carcinoma of the Oral Cavity|Recurrent Non-small Cell Lung Cancer|Recurrent Ovarian Epithelial Cancer|Recurrent Pancreatic Cancer|Recurrent Parathyroid Cancer|Recurrent Prostate Cancer|Recurrent Rectal Cancer|Recurrent Renal Cell Cancer|Recurrent Salivary Gland Cancer|Recurrent Small Intestine Cancer|Recurrent Squamous Cell Carcinoma of the Larynx|Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity|Recurrent Squamous Cell Carcinoma of the Nasopharynx|Recurrent Squamous Cell Carcinoma of the Oropharynx|Recurrent Thyroid Cancer|Recurrent Transitional Cell Cancer of the Renal Pelvis and Ureter|Recurrent Urethral Cancer|Recurrent Vaginal Cancer|Recurrent Vulvar Cancer|Skin Metastases|Small Intestine Adenocarcinoma|Somatostatinoma|Stage IIIA Anal Cancer|Stage IIIA Breast Cancer|Stage III Adenoid Cystic Carcinoma of the Oral Cavity|Stage III Adrenocortical Carcinoma|Stage IIIA Non-small Cell Lung Cancer|Stage IIIB Anal Cancer|Stage IIIB Breast Cancer|Stage III Bladder Cancer|Stage IIIB Non-small Cell Lung Cancer|Stage III Cervical Cancer|Stage III Colon Cancer|Stage III Endometrial Carcinoma|Stage III Esophageal Cancer|Stage III Follicular Thyroid Cancer|Stage III Gastric Cancer|Stage III Malignant Testicular Germ Cell Tumor|Stage III Mucoepidermoid Carcinoma of the Oral Cavity|Stage III Ovarian Epithelial Cancer|Stage III Pancreatic Cancer|Stage III Papillary Thyroid Cancer|Stage III Prostate Cancer|Stage III Rectal Cancer|Stage III Renal Cell Cancer|Stage III Salivary Gland Cancer|Stage III Squamous Cell Carcinoma of the Larynx|Stage III Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage III Squamous Cell Carcinoma of the Nasopharynx|Stage III Squamous Cell Carcinoma of the Oropharynx|Stage III Vaginal Cancer|Stage III Vulvar Cancer|Stage IVA Cervical Cancer|Stage IV Adenoid Cystic Carcinoma of the Oral Cavity|Stage IV Adrenocortical Carcinoma|Stage IV Anal Cancer|Stage IVA Vaginal Cancer|Stage IVB Cervical Cancer|Stage IV Bladder Cancer|Stage IV Breast Cancer|Stage IVB Vaginal Cancer|Stage IVB Vulvar Cancer|Stage IV Colon Cancer|Stage IV Endometrial Carcinoma|Stage IV Esophageal Cancer|Stage IV Follicular Thyroid Cancer|Stage IV Gastric Cancer|Stage IV Mucoepidermoid Carcinoma of the Oral Cavity|Stage IV Non-small Cell Lung Cancer|Stage IV Ovarian Epithelial Cancer|Stage IV Pancreatic Cancer|Stage IV Papillary Thyroid Cancer|Stage IV Prostate Cancer|Stage IV Rectal Cancer|Stage IV Renal Cell Cancer|Stage IV Salivary Gland Cancer|Stage IV Squamous Cell Carcinoma of the Larynx|Stage IV Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage IV Squamous Cell Carcinoma of the Nasopharynx|Stage IV Squamous Cell Carcinoma of the Oropharynx|Thyroid Gland Medullary Carcinoma|Unresectable Extrahepatic Bile Duct Cancer|Unresectable Gallbladder Cancer|Urethral Cancer Associated With Invasive Bladder Cancer|WDHA Syndrome,1999-12-10,2009-02-28,,15.0,,Single Group Assignment,,Interventional,Completed,Phase 1,National Cancer Institute (NCI),National Cancer Institute (NCI),Ohio State University Medical Center,Biological|Biological,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, papillary",https://clinicaltrials.gov/ct2/show/NCT00004074
25,NCT00004089,thyroid neoplasms,A Multicenter Phase II Study of Intensified Concomitant Chemoradiotherapy for Patients With Anaplastic Thyroid Cancer,Chemotherapy Plus Radiation Therapy in Treating Patients With Previously Untreated Thyroid Cancer,Head and Neck Cancer,1999-12-10,2002-04-30,2002-04-30,,,,,Interventional,Completed,Phase 2,National Cancer Institute (NCI),National Cancer Institute (NCI),"Robert H. Lurie Comprehensive Cancer Center, Northwestern University|University of Illinois at Chicago|University of Chicago Cancer Research Center",Biological|Drug|Drug|Drug|Procedure|Radiation,United States,15.0,80.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00004089
27,NCT00004340,hyperparathyroidism,,Phase II Randomized Study of the Effects of Growth Hormone on Children and Adolescents on Maintenance Dialysis,End Stage Renal Disease|Renal Osteodystrophy,1999-10-18,,,109.0,,,,Interventional,Completed,Phase 2,National Center for Research Resources (NCRR),"National Center for Research Resources (NCRR)|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|University of California, Los Angeles",University of California Los Angeles School of Medicine,Drug|Drug,United States,1.0,18.0,[0-17]|[18-65],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00004340
30,NCT00004351,hypoparathyroidism,,Study of Phenotype and Genotype Correlations in Patients With Contiguous Gene Deletion Syndromes,Angelman Syndrome|Chromosome Abnormalities|DiGeorge Syndrome|Prader-Willi Syndrome|Shprintzen Syndrome|Smith-Magenis Syndrome|Williams Syndrome,1999-10-18,,,20.0,,,,Observational,Completed,,Office of Rare Diseases (ORD),Baylor College of Medicine|National Institute of Neurological Disorders and Stroke (NINDS),Baylor College of Medicine,,United States,0.0,120.0,[0-17]|[18-65]|[65 and more],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00004351
31,NCT00004361,hypoparathyroidism,,Study of the Relationship Between Calcium Levels and Intact Parathyroid Hormone (iPTH) in Adults With Repaired or Palliated Conotruncal Cardiac Defects,"Conotruncal Cardiac Defects|Heart Defects, Congenital|Hypoparathyroidism|Pulmonary Atresia|Pulmonary Valve Stenosis|Tetralogy of Fallot",1999-10-18,,,150.0,,,,Observational,Completed,,Office of Rare Diseases (ORD),Ann & Robert H Lurie Children's Hospital of Chicago|National Center for Research Resources (NCRR),,Drug|Drug,,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00004361
33,NCT00004660,goiter,Phase II Randomized Controlled Study of Sequential Orbital Radiotherapy for Graves' Ophthalmopathy,Randomized Study of Sequential Orbital Radiotherapy for Graves' Ophthalmopathy,Graves' Disease,2000-02-24,1998-01-31,1998-01-31,42.0,,Crossover Assignment,,Interventional,Completed,Not Applicable,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Mayo Clinic|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Mayo Clinic,Radiation|Radiation,United States,30.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT00004660
34,NCT00004660,graves disease,Phase II Randomized Controlled Study of Sequential Orbital Radiotherapy for Graves' Ophthalmopathy,Randomized Study of Sequential Orbital Radiotherapy for Graves' Ophthalmopathy,Graves' Disease,2000-02-24,1998-01-31,1998-01-31,42.0,,Crossover Assignment,,Interventional,Completed,Not Applicable,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Mayo Clinic|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Mayo Clinic,Radiation|Radiation,United States,30.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT00004660
35,NCT00004660,graves ophthalmopathy,Phase II Randomized Controlled Study of Sequential Orbital Radiotherapy for Graves' Ophthalmopathy,Randomized Study of Sequential Orbital Radiotherapy for Graves' Ophthalmopathy,Graves' Disease,2000-02-24,1998-01-31,1998-01-31,42.0,,Crossover Assignment,,Interventional,Completed,Not Applicable,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Mayo Clinic|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Mayo Clinic,Radiation|Radiation,United States,30.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Orbitopathy,https://clinicaltrials.gov/ct2/show/NCT00004660
36,NCT00004660,hyperthyroidism,Phase II Randomized Controlled Study of Sequential Orbital Radiotherapy for Graves' Ophthalmopathy,Randomized Study of Sequential Orbital Radiotherapy for Graves' Ophthalmopathy,Graves' Disease,2000-02-24,1998-01-31,1998-01-31,42.0,,Crossover Assignment,,Interventional,Completed,Not Applicable,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Mayo Clinic|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Mayo Clinic,Radiation|Radiation,United States,30.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT00004660
