id,nct_id,agency_class,lead_or_collaborator,name,new_class
8185546,NCT02586337,INDUSTRY,lead,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Industry
8186316,NCT02577367,OTHER,collaborator,Maimonides Medical Center,Health care Institution
8187232,NCT02567877,OTHER,lead,"University of Colorado, Denver",University
8187233,NCT02567877,OTHER,collaborator,"Charite University, Berlin, Germany",University
8188282,NCT02556216,OTHER,lead,Hannover Medical School,Other
8187790,NCT02561533,OTHER,lead,University of Aarhus,University
8188283,NCT02556216,OTHER,collaborator,University of Jena,University
8110199,NCT03271892,OTHER,lead,"University Health Network, Toronto",University
8110200,NCT03271892,OTHER_GOV,collaborator,Ontario Ministry of Health and Long Term Care,Other
8110201,NCT03271892,OTHER,collaborator,Canadian Cancer Society (CCS),Other
8189026,NCT02549404,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
8188852,NCT02551120,OTHER,lead,University of Aarhus,University
8189029,NCT02549391,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
8189032,NCT02549417,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
8194733,NCT04969926,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8189067,NCT02548715,OTHER,lead,University of Alberta,University
8189631,NCT05225883,OTHER,lead,Hospices Civils de Lyon,Health care Institution
8190560,NCT02539498,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
8191956,NCT05299437,OTHER,lead,Carlo Chiesa,Other
8191957,NCT05299437,OTHER,collaborator,Associazione Italiana per la Ricerca sul Cancro,Other
8193463,NCT05355701,INDUSTRY,lead,Pfizer,Other
7830950,NCT01057732,OTHER,lead,"HaEmek Medical Center, Israel",Health care Institution
8190846,NCT02536287,OTHER,lead,The Second Hospital of Anhui Medical University,Health care Institution
8190858,NCT02535975,OTHER,lead,Yonsei University,University
8191100,NCT05270798,OTHER,lead,Cantonal Hospital Zenica,Health care Institution
8193745,NCT05328076,OTHER,lead,IRCCS San Raffaele,Other
8195224,NCT04731467,INDUSTRY,lead,Famewave Ltd.,Industry
8195161,NCT04760288,INDUSTRY,lead,Hoffmann-La Roche,Other
8194842,NCT04927416,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8195225,NCT04731467,INDUSTRY,collaborator,Bristol-Myers Squibb,Other
8196168,NCT04136912,OTHER,lead,UNC Lineberger Comprehensive Cancer Center,Health care Institution
7559249,NCT05112211,OTHER,lead,Sun Yat-sen University,University
7559254,NCT05110040,OTHER,lead,Sun Yat-sen University,University
7565657,NCT05241834,INDUSTRY,collaborator,"Loxo Oncology, Inc.",Industry
8196169,NCT04136912,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8198022,NCT01947023,NIH,lead,National Cancer Institute (NCI),Government Agency
8196541,NCT03866382,NIH,lead,National Cancer Institute (NCI),Government Agency
8196750,NCT03669432,OTHER_GOV,lead,Tata Memorial Hospital,Health care Institution
8196751,NCT03669432,OTHER_GOV,collaborator,Department of Atomic Energy,Other
7831219,NCT01060982,INDUSTRY,lead,Theraclion,Other
7703254,NCT02702388,INDUSTRY,lead,Eisai Inc.,Industry
7703255,NCT02702388,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
8197896,NCT02208544,OTHER,lead,Radboud University Medical Center,Health care Institution
8197897,NCT02208544,OTHER,collaborator,Dutch Cancer Society,Other
8196567,NCT03841617,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8197508,NCT02867592,NIH,lead,National Cancer Institute (NCI),Government Agency
8197512,NCT02859896,INDUSTRY,lead,Sanofi,Other
8197530,NCT02834013,NIH,lead,National Cancer Institute (NCI),Government Agency
8197689,NCT02568267,INDUSTRY,lead,Hoffmann-La Roche,Other
8197760,NCT02465060,NIH,lead,National Cancer Institute (NCI),Government Agency
8198385,NCT01005654,NIH,lead,National Cancer Institute (NCI),Government Agency
8198159,NCT01660984,NIH,lead,National Cancer Institute (NCI),Government Agency
8198352,NCT01109420,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8198780,NCT00001242,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8198529,NCT00342446,NIH,lead,National Cancer Institute (NCI),Government Agency
8198796,NCT00001160,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8198797,NCT00001159,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7898538,NCT00576836,INDUSTRY,lead,Enzyvant Therapeutics GmBH,Other
7898527,NCT00579527,INDUSTRY,lead,Enzyvant Therapeutics GmBH,Other
7703378,NCT02709889,INDUSTRY,lead,AbbVie,Other
7898539,NCT00576836,NIH,collaborator,National Institutes of Health (NIH),Government Agency
7898540,NCT00576836,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID),Government Agency
7898541,NCT00576836,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
7898542,NCT00576407,INDUSTRY,lead,Enzyvant Therapeutics GmBH,Other
7898543,NCT00576407,NIH,collaborator,National Institutes of Health (NIH),Government Agency
7898544,NCT00576407,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID),Government Agency
7898545,NCT00576407,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
7559355,NCT05229341,OTHER,lead,City of Hope Medical Center,Health care Institution
7898528,NCT00579527,NIH,collaborator,National Institutes of Health (NIH),Government Agency
7898529,NCT00579527,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID),Government Agency
7898530,NCT00579527,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
7559356,NCT05229341,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7703432,NCT02713256,INDUSTRY,lead,Novartis Pharmaceuticals,Other
7527088,NCT02524041,OTHER,lead,Centre Hospitalier Universitaire de Saint Etienne,Health care Institution
7525652,NCT03732495,OTHER,lead,Centre Leon Berard,Health care Institution
8110478,NCT03268785,OTHER,lead,Xijing Hospital,Health care Institution
7527089,NCT02524041,OTHER,collaborator,"University Hospital, Geneva",Health care Institution
7527229,NCT02523209,OTHER,lead,Centre Hospitalier Universitaire de Saint Etienne,Health care Institution
7528014,NCT02515084,OTHER,lead,Centre Henri Becquerel,Other
7527855,NCT02516774,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
7528168,NCT02512978,OTHER,lead,"Chinese Academy of Medical Sciences, Fuwai Hospital",Health care Institution
7528096,NCT02514187,UNKNOWN,collaborator,TRIUMF,Other
7528097,NCT02514187,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
7528098,NCT02514187,UNKNOWN,collaborator,"Natural Resources, Canada",Other
7528093,NCT02514187,OTHER,lead,British Columbia Cancer Agency,Other
7528094,NCT02514187,OTHER,collaborator,Centre for Probe Development and Commercialization,Other
7528095,NCT02514187,OTHER,collaborator,Lawson Health Research Institute,Other
7528169,NCT02512978,OTHER,collaborator,Beijing Municipal Science & Technology Commission,Other
7528170,NCT02512978,OTHER,collaborator,Peking Union Medical College Hospital,Health care Institution
7528171,NCT02512978,OTHER,collaborator,Peking University Third Hospital,Health care Institution
7528172,NCT02512978,OTHER,collaborator,Beijing Anzhen Hospital,Health care Institution
7528173,NCT02512978,OTHER,collaborator,Beijing Chao Yang Hospital,Health care Institution
7528174,NCT02512978,OTHER,collaborator,Beijing Friendship Hospital,Health care Institution
7528175,NCT02512978,OTHER,collaborator,The Luhe Teaching Hospital of the Capital Medical University,Health care Institution
7559785,NCT04412694,OTHER,lead,Medical University of Lodz,University
7529536,NCT02499471,OTHER,lead,Maastricht University Medical Center,Health care Institution
7529445,NCT02500342,OTHER,lead,"University Hospital Inselspital, Berne",Health care Institution
7529446,NCT02500342,OTHER,collaborator,University College Cork,University
7529447,NCT02500342,OTHER,collaborator,University of Lausanne Hospitals,Health care Institution
7530292,NCT02491502,INDUSTRY,lead,Theraclion,Other
7530262,NCT02491567,OTHER,lead,Aristotle University Of Thessaloniki,University
7532119,NCT02472080,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
7899242,NCT01700699,OTHER,lead,University of Salerno,University
7704235,NCT02766283,INDUSTRY,lead,Bayer,Other
7899297,NCT01701349,INDUSTRY,lead,Mateon Therapeutics,Other
7532564,NCT02467244,OTHER,lead,"All India Institute of Medical Sciences, Bhubaneswar",Other
7560645,NCT03488134,OTHER,lead,National Taiwan University Hospital,Health care Institution
7532387,NCT02468921,OTHER,lead,University of Southern Denmark,University
7532388,NCT02468921,OTHER,collaborator,Odense University Hospital,Health care Institution
7533002,NCT02462512,OTHER,lead,Dong Jun Lim,Other
7560691,NCT03122496,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
7560692,NCT03122496,INDUSTRY,collaborator,AstraZeneca,Other
7532866,NCT02464072,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
7532711,NCT02465424,OTHER_GOV,lead,Velindre NHS Trust,Other
7533585,NCT02456701,INDUSTRY,lead,Celldex Therapeutics,Other
7533223,NCT02460328,OTHER,lead,Mahidol University,University
7533586,NCT02456701,OTHER,collaborator,Memorial Sloan Kettering Cancer Center,Health care Institution
7533977,NCT02452073,OTHER,lead,Shengxian Fan,Other
7560917,NCT05103956,OTHER,lead,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,Other
7704273,NCT02768753,OTHER,lead,Jinan Military General Hospital,Health care Institution
7561473,NCT05126706,OTHER,lead,Seoul National University Hospital,Health care Institution
7534832,NCT03298867,INDUSTRY,lead,"Horizon Pharma USA, Inc.",Industry
7535203,NCT02442661,OTHER,lead,"University of Colorado, Denver",University
7535428,NCT02440581,OTHER,lead,"Hartmut Malluche, MD",Other
7535429,NCT02440581,OTHER,collaborator,Wright State University,University
7535430,NCT02440581,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7561374,NCT02203682,OTHER,lead,Sun Yat-sen University,University
7536194,NCT02432599,OTHER,lead,Centre Francois Baclesse,Health care Institution
7536355,NCT02430857,INDIV,lead,Emanuel Amier Diekmann,Other
7536364,NCT02430714,INDUSTRY,lead,"Eisai Co., Ltd.",Industry
7536379,NCT02430584,INDUSTRY,lead,"Progenity, Inc.",Industry
7561506,NCT05126147,OTHER,lead,National Taiwan University Hospital,Health care Institution
7561508,NCT05126108,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
7561561,NCT05124938,OTHER,lead,Sohag University,University
7538273,NCT02410928,OTHER,lead,Diskapi Teaching and Research Hospital,Health care Institution
7537587,NCT02418247,OTHER_GOV,lead,"National Cancer Center, Korea",Health care Institution
7537607,NCT02418390,OTHER,lead,Seoul National University Hospital,Health care Institution
7537683,NCT02417389,OTHER,lead,Istituto Auxologico Italiano,Other
7540178,NCT02390934,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
7562192,NCT03449108,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7562193,NCT03449108,INDUSTRY,collaborator,"Iovance Biotherapeutics, Inc.",Industry
7562194,NCT03449108,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7539448,NCT02398721,OTHER,lead,The University of Hong Kong,University
7539614,NCT02397109,NETWORK,lead,Fondation Ophtalmologique Adolphe de Rothschild,Other
7538180,NCT02412150,OTHER,lead,Chosun University Hospital,Health care Institution
7562233,NCT03131726,OTHER,lead,Lund University,University
7540200,NCT02390739,NIH,lead,National Cancer Institute (NCI),Government Agency
7540807,NCT02384668,OTHER,lead,University of Aarhus,University
7540808,NCT02384668,OTHER,collaborator,Aarhus University Hospital,Health care Institution
7540809,NCT02384668,OTHER,collaborator,Regionshospitalet Silkeborg,Health care Institution
7540810,NCT02384668,OTHER,collaborator,Regional Hospital Holstebro,Health care Institution
7540811,NCT02384668,OTHER,collaborator,Regionshospitalet Horsens,Health care Institution
7540812,NCT02384668,OTHER,collaborator,Randers Regional Hospital,Health care Institution
7540813,NCT02384668,OTHER,collaborator,"Regionshospitalet Viborg, Skive",Health care Institution
7540814,NCT02384668,OTHER,collaborator,Herning Hospital,Health care Institution
7899609,NCT01704586,OTHER,lead,University of Wuerzburg,University
7541504,NCT02378298,OTHER,lead,Göteborg University,University
7541505,NCT02378298,OTHER,collaborator,"Sahlgrenska University Hospital, Sweden",Health care Institution
7540921,NCT02383927,INDUSTRY,lead,"Kura Oncology, Inc.",Industry
7541131,NCT02381925,OTHER,lead,Duke University,University
7541132,NCT02381925,OTHER,collaborator,"University of California, Los Angeles",University
7541133,NCT02381925,OTHER,collaborator,University of Arkansas,University
7541177,NCT02381457,INDUSTRY,lead,"Natera, Inc.",Industry
7541178,NCT02381457,OTHER,collaborator,George Washington University,University
7541179,NCT02381457,OTHER,collaborator,"University of California, San Francisco",University
7541180,NCT02381457,OTHER,collaborator,Montefiore Medical Center,Health care Institution
7541181,NCT02381457,OTHER,collaborator,Children's Hospital of Philadelphia,Health care Institution
7541745,NCT02376088,OTHER,lead,Weikai Hou,Other
7541841,NCT02375451,OTHER,lead,Boston Children's Hospital,Health care Institution
7899610,NCT01704586,OTHER,collaborator,"Deutsche Krebshilfe e.V., Bonn (Germany)",Other
7832416,NCT01074684,OTHER,lead,"National Cancer Institute, Naples",Government Agency
7542012,NCT02373995,OTHER,lead,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",Other
7542013,NCT02373995,UNKNOWN,collaborator,"Cultech Ltd, Port Talbot, UK",Other
7542014,NCT02373995,OTHER,collaborator,Universität Duisburg-Essen,Other
7542015,NCT02373995,UNKNOWN,collaborator,"School of Medicine and School of Biosciences, Cardiff University, Cardiff, UK",University
7542016,NCT02373995,UNKNOWN,collaborator,"IDRA Laboratory, Parco Tecnologico Padano s.r.l, Lodi, Italy",Other
7900016,NCT01709292,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7899815,NCT01707056,OTHER,lead,Medstar Health Research Institute,Other
7899816,NCT01707056,OTHER,collaborator,Georgetown University,University
7900017,NCT01709292,INDUSTRY,collaborator,"Genentech, Inc.",Industry
7900023,NCT01709435,NIH,lead,National Cancer Institute (NCI),Government Agency
7833131,NCT01083550,OTHER,lead,"University Health Network, Toronto",University
7933078,NCT02070211,OTHER,lead,Bambino Gesù Hospital and Research Institute,Health care Institution
7933079,NCT02070211,OTHER,collaborator,National Alliance for Research on Schizophrenia and Depression,Other
7933080,NCT02070211,OTHER,collaborator,Orygen,Other
7542895,NCT02364102,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
7833132,NCT01083550,OTHER_GOV,collaborator,Ontario Ministry of Health and Long Term Care,Other
7833133,NCT01083550,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
7545972,NCT02332135,OTHER,lead,Wenhu Liu,Other
7563124,NCT05130476,OTHER,lead,Odense University Hospital,Health care Institution
7833223,NCT01084356,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
7542943,NCT02363647,OTHER,lead,Icahn School of Medicine at Mount Sinai,Other
7543936,NCT02352766,OTHER,lead,University of Pittsburgh,University
7543937,NCT02352766,OTHER,collaborator,Duke University,University
7543938,NCT02352766,OTHER,collaborator,Johns Hopkins University,University
7543939,NCT02352766,OTHER,collaborator,Ohio State University,University
7543940,NCT02352766,OTHER,collaborator,University of Cincinnati,University
7543941,NCT02352766,OTHER,collaborator,"University of Colorado, Denver",University
7543942,NCT02352766,OTHER,collaborator,University of Pennsylvania,University
7543943,NCT02352766,OTHER,collaborator,"University of Wisconsin, Madison",University
7543944,NCT02352766,OTHER,collaborator,Medstar Health Research Institute,Other
7544459,NCT02347683,OTHER,lead,University of Nebraska,University
7545341,NCT02339142,OTHER,lead,University of British Columbia,University
7545364,NCT02338934,OTHER_GOV,lead,"Penang Hospital, Malaysia",Health care Institution
7545365,NCT02338934,OTHER_GOV,collaborator,"Ministry of Health, Malaysia",Other
7833676,NCT01089335,OTHER,lead,Region Skane,Other
7546235,NCT02329379,OTHER,lead,Sheng-Chiang Su,Other
7705367,NCT04782856,OTHER,lead,Virginia Commonwealth University,University
7547555,NCT04248114,OTHER_GOV,lead,Western Galilee Hospital-Nahariya,Health care Institution
7546803,NCT03838692,OTHER,lead,Antonio Fojo,Other
7546804,NCT03838692,INDUSTRY,collaborator,"Millennium Pharmaceuticals, Inc.",Industry
7834196,NCT01095341,OTHER,lead,Heidelberg University,University
7549105,NCT05088187,OTHER,collaborator,The Netherlands Cancer Institute,Other
7549800,NCT03713671,OTHER,lead,Recep Tayyip Erdogan University Training and Research Hospital,Health care Institution
7549801,NCT03713671,OTHER,collaborator,Hacettepe University,University
7549802,NCT03713671,OTHER_GOV,collaborator,Ankara Education and Research Hospital,Health care Institution
7547933,NCT03139747,OTHER,lead,Thomas Jefferson University,University
7549104,NCT05088187,OTHER,lead,Karolinska University Hospital,Health care Institution
7549374,NCT04988802,OTHER,lead,University Hospital Dubrava,Health care Institution
7834676,NCT01100619,INDUSTRY,lead,Exelixis,Other
7901578,NCT01725113,OTHER,lead,Winthrop University Hospital,Health care Institution
7834918,NCT01103557,OTHER,lead,Pusan National University Hospital,Health care Institution
7834806,NCT01102127,OTHER,lead,Castilla-León Health Service,Other
7834813,NCT01102205,OTHER,lead,Vakif Gureba Training and Research Hospital,Health care Institution
7834893,NCT01103206,OTHER,lead,"University Hospital, Rouen",Health care Institution
7834894,NCT01103206,OTHER_GOV,collaborator,"Institut National de la Santé Et de la Recherche Médicale, France",Other
7901808,NCT01727973,OTHER,lead,Sun Yat-sen University,University
7834715,NCT01101113,OTHER,lead,Seoul National University Hospital,Health care Institution
7834716,NCT01101113,INDUSTRY,collaborator,Jeil-Kirin Pharmaceutical Inc.,Industry
7835153,NCT01106443,OTHER,lead,University of Alberta,University
7902048,NCT01730638,OTHER,lead,Nantes University Hospital,Health care Institution
7902049,NCT01730638,OTHER_GOV,collaborator,"Institut National de la Santé Et de la Recherche Médicale, France",Other
7902050,NCT01730638,INDUSTRY,collaborator,Gilead Sciences,Other
7835111,NCT01105923,OTHER,lead,Brigham and Women's Hospital,Health care Institution
7902569,NCT01736163,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7550334,NCT04472026,OTHER,lead,University of Florida,University
7550335,NCT04472026,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7902849,NCT01739634,INDUSTRY,lead,Salient Pharmaceuticals Incorporated,Other
7902610,NCT01736878,NETWORK,lead,Eanm Research Ltd,Other
7902714,NCT01738243,OTHER,lead,"University of California, Los Angeles",University
7903869,NCT01750593,OTHER,lead,Bezmialem Vakif University,University
7902882,NCT01739972,FED,lead,Walter Reed National Military Medical Center,Health care Institution
7903605,NCT01747512,OTHER,lead,AHS Cancer Control Alberta,Other
7903606,NCT01747512,OTHER,collaborator,Cross Cancer Institute,Other
7902977,NCT01741064,OTHER,lead,Skane University Hospital,Health care Institution
7902978,NCT01741064,OTHER,collaborator,Karolinska University Hospital,Health care Institution
7903347,NCT01744743,OTHER,lead,Fudan University,University
7903348,NCT01744743,OTHER_GOV,collaborator,Shanghai Municipal Science and Technology Commission,Other
7903349,NCT01744743,OTHER_GOV,collaborator,Shanghai Municipal Health Bureau,Other
7903351,NCT01744769,OTHER,lead,Konkuk University Medical Center,Health care Institution
7904450,NCT01757470,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7904376,NCT01756534,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
7904474,NCT01757834,OTHER,lead,University of Washington,University
7904475,NCT01757834,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7938409,NCT02126683,OTHER,lead,National Taiwan University Hospital,Health care Institution
7904807,NCT01761149,OTHER,lead,Central South University,University
7904733,NCT01760421,OTHER,lead,National Taiwan University Hospital,Health care Institution
7906329,NCT01776502,OTHER,lead,Nantes University Hospital,Health care Institution
7906142,NCT01774279,OTHER_GOV,lead,Velindre NHS Trust,Other
7905646,NCT01769157,OTHER,lead,Korea University Anam Hospital,Health care Institution
7905647,NCT01769157,INDUSTRY,collaborator,IlDong Pharmaceutical Co Ltd,Other
7905867,NCT01771523,OTHER,lead,Maltepe University,University
7908517,NCT01800617,INDUSTRY,lead,"Ipe, LLC",Other
7906629,NCT01779817,OTHER_GOV,lead,"University Hospital, Angers",Health care Institution
7906786,NCT01781767,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
7550664,NCT05077865,INDUSTRY,lead,"MyMD Pharmaceuticals, Inc.",Industry
7906801,NCT01781923,OTHER,lead,Duke University,University
7906802,NCT01781923,NIH,collaborator,National Institute of Mental Health (NIMH),Government Agency
7906803,NCT01781923,OTHER,collaborator,Harvard University,University
7906804,NCT01781923,OTHER,collaborator,University of Pittsburgh,University
7907471,NCT01788982,NETWORK,lead,European Organisation for Research and Treatment of Cancer - EORTC,Other
7907516,NCT01789541,OTHER,lead,Karolinska Institutet,Other
7907991,NCT01794676,OTHER,lead,Jersey Shore University Medical Center,Health care Institution
7907992,NCT01794676,OTHER,collaborator,Rutgers University,University
7907993,NCT01794676,OTHER,collaborator,Rutgers Cancer Institute of New Jersey,Other
7836207,NCT01118065,OTHER,lead,Leiden University Medical Center,Health care Institution
7906323,NCT01776385,OTHER,lead,Centre Hospitalier Universitaire de Nice,Health care Institution
7906509,NCT01778400,OTHER,lead,Asan Medical Center,Health care Institution
7836003,NCT01115543,OTHER,lead,Mahidol University,University
7906898,NCT01783002,OTHER,lead,University of British Columbia,University
7906899,NCT01783002,OTHER,collaborator,British Columbia Cancer Agency,Other
7907776,NCT01792492,OTHER,lead,Boston Medical Center,Health care Institution
7908555,NCT01801033,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7908556,NCT01801033,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Other
7909594,NCT01812395,OTHER,lead,S.B. Konya Education and Research Hospital,Health care Institution
7934483,NCT02084732,OTHER_GOV,lead,"Instituto Nacional de Cancerologia, Columbia",Other
7909047,NCT01805856,OTHER,lead,Ito Hospital,Health care Institution
7909347,NCT01809444,OTHER,lead,Sun Yat-sen University,University
7909490,NCT01811199,OTHER,lead,Marmara University,University
7911320,NCT01831869,OTHER_GOV,lead,Shandong Provincial Hospital,Health care Institution
7909653,NCT01813136,OTHER,lead,Centre Leon Berard,Health care Institution
7909654,NCT01813136,INDUSTRY,collaborator,GlaxoSmithKline,Other
7909809,NCT01815021,INDUSTRY,lead,Amorphical Ltd.,Industry
7911201,NCT01830504,OTHER,lead,Hospices Civils de Lyon,Health care Institution
7934841,NCT02088645,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
7934842,NCT02088645,OTHER,collaborator,"Krebsforschung Schweiz, Bern, Switzerland",Health care Institution
7934843,NCT02088645,OTHER,collaborator,"Center for Proton Therapy, Paul Scherrer Institute, Villigen,Switzerland",Other
7934844,NCT02088645,OTHER,collaborator,"University Hospital, Zürich",Health care Institution
7934845,NCT02088645,OTHER,collaborator,University Hospital Freiburg,Health care Institution
7911956,NCT01838629,OTHER_GOV,lead,Weimin Xu,Other
7911470,NCT01833650,OTHER,lead,Cyprus University of Technology,University
7911471,NCT01833650,OTHER,collaborator,Bank of Cyprus Oncology Centre,Other
7911858,NCT01837433,OTHER,lead,Xinqiao Hospital of Chongqing,Health care Institution
7911911,NCT01838031,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
7911912,NCT01838031,OTHER,collaborator,Beijing Municipal Science & Technology Commission,Other
7934919,NCT02089542,OTHER,lead,Sheffield Teaching Hospitals NHS Foundation Trust,Health care Institution
7935049,NCT02090907,OTHER,lead,Isfahan University of Medical Sciences,University
7912098,NCT01840332,OTHER,lead,University of Tartu,University
7912810,NCT01848171,OTHER_GOV,lead,Shandong Provincial Hospital,Health care Institution
7913583,NCT01856920,INDUSTRY,lead,"NantCell, Inc.",Industry
7935297,NCT02094079,OTHER,lead,Birte Nygaard,Other
7913319,NCT01853579,OTHER,lead,"University Hospital Inselspital, Berne",Health care Institution
7913320,NCT01853579,OTHER,collaborator,Leiden University Medical Center,Health care Institution
7913321,NCT01853579,OTHER,collaborator,University of Bern,University
7913584,NCT01856920,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7914381,NCT01865838,OTHER,lead,"National Cancer Centre, Singapore",Other
7914064,NCT01862510,OTHER,lead,University of Vermont,University
7837203,NCT01129492,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
7837204,NCT01129492,OTHER_GOV,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo,Other
7837205,NCT01129492,OTHER_GOV,collaborator,Conselho Nacional de Desenvolvimento Científico e Tecnológico,Other
7837206,NCT01129492,OTHER_GOV,collaborator,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior.,Other
7914382,NCT01865838,OTHER,collaborator,Singapore General Hospital,Health care Institution
7916623,NCT01889134,OTHER,lead,Wroclaw Medical University,University
7915015,NCT01872429,OTHER,lead,Far Eastern Memorial Hospital,Health care Institution
7914653,NCT01868750,OTHER,lead,"David Shonka, MD",Other
7915767,NCT01880203,OTHER,lead,Centre Francois Baclesse,Health care Institution
7915768,NCT01880203,UNKNOWN,collaborator,Fondation avenir,Other
7915769,NCT01880203,UNKNOWN,collaborator,laboratoire Genzyme,Other
7916217,NCT01884649,OTHER,lead,Istanbul Medeniyet University,University
7916302,NCT01885533,OTHER,lead,Newcastle-upon-Tyne Hospitals NHS Trust,Health care Institution
7916303,NCT01885533,OTHER_GOV,collaborator,Cardiff and Vale University Health Board,University
7916304,NCT01885533,OTHER,collaborator,Royal Devon and Exeter NHS Foundation Trust,Other
7916624,NCT01889134,OTHER_GOV,collaborator,"Ministry of Science and Higher Education, Poland",Other
7707040,NCT01821781,OTHER,lead,Washington University School of Medicine,University
7706687,NCT02773667,OTHER,lead,Jena University Hospital,Health care Institution
7917049,NCT01893450,OTHER,lead,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Other
7918423,NCT01907997,OTHER,lead,Yonsei University,University
7921959,NCT01945762,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7919122,NCT01915485,OTHER_GOV,lead,"Instituto Nacional de Cancer, Brazil",Other
7919169,NCT01916018,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
7920257,NCT01927406,OTHER,lead,Stanford University,University
7921001,NCT01935856,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
7936656,NCT02107794,OTHER,lead,Mayo Clinic,Health care Institution
7921909,NCT01945229,OTHER,lead,Karolinska Institutet,Other
7921960,NCT01945762,OTHER,collaborator,Worldwide Clinical Trials,Other
7922774,NCT01954134,OTHER,lead,Cumhuriyet University,University
7936762,NCT02109250,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7923571,NCT01964144,OTHER,lead,Yonsei University,University
7927771,NCT02013479,OTHER,lead,Steen Bonnema,Other
7923966,NCT01969019,OTHER,lead,Ruijin Hospital,Health care Institution
7925335,NCT01985204,OTHER,lead,Swiss Federal Institute of Technology,Other
7937282,NCT02114619,OTHER,lead,Mashhad University of Medical Sciences,University
7937285,NCT02114658,INDUSTRY,lead,Bayer,Other
7926260,NCT01996072,OTHER,lead,University of Pennsylvania,University
7927638,NCT02012231,INDUSTRY,lead,Fore Biotherapeutics,Other
7937105,NCT02112643,OTHER,lead,Columbia University,University
7937106,NCT02112643,UNKNOWN,collaborator,International Thyroid Eye Disease Society,Other
7926106,NCT01994200,OTHER,lead,Jewish General Hospital,Health care Institution
7926107,NCT01994200,INDUSTRY,collaborator,"Genzyme, a Sanofi Company",Other
