,id,nct_id,agency_class,lead_or_collaborator,name,new_class
1912,7898545,NCT00576407,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
1913,7559355,NCT05229341,OTHER,lead,City of Hope Medical Center,Health care Institution
1914,7898528,NCT00579527,NIH,collaborator,National Institutes of Health (NIH),Government Agency
1915,7898529,NCT00579527,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID),Government Agency
1916,7898530,NCT00579527,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
1917,7703378,NCT02709889,INDUSTRY,lead,AbbVie,Other
1918,7559356,NCT05229341,NIH,collaborator,National Cancer Institute (NCI),Government Agency
1919,7703432,NCT02713256,INDUSTRY,lead,Novartis Pharmaceuticals,Other
1920,7527088,NCT02524041,OTHER,lead,Centre Hospitalier Universitaire de Saint Etienne,Health care Institution
1921,8110478,NCT03268785,OTHER,lead,Xijing Hospital,Health care Institution
1922,7525652,NCT03732495,OTHER,lead,Centre Leon Berard,Health care Institution
1923,7527089,NCT02524041,OTHER,collaborator,"University Hospital, Geneva",Health care Institution
1924,7527229,NCT02523209,OTHER,lead,Centre Hospitalier Universitaire de Saint Etienne,Health care Institution
1925,7528096,NCT02514187,UNKNOWN,collaborator,TRIUMF,Other
1926,7527855,NCT02516774,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
1927,7528097,NCT02514187,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
1928,7528098,NCT02514187,UNKNOWN,collaborator,"Natural Resources, Canada",Other
1929,7529536,NCT02499471,OTHER,lead,Maastricht University Medical Center,Health care Institution
1930,7528014,NCT02515084,OTHER,lead,Centre Henri Becquerel,Other
1931,7528168,NCT02512978,OTHER,lead,"Chinese Academy of Medical Sciences, Fuwai Hospital",Health care Institution
1932,7528169,NCT02512978,OTHER,collaborator,Beijing Municipal Science & Technology Commission,Other
1933,7528170,NCT02512978,OTHER,collaborator,Peking Union Medical College Hospital,Health care Institution
1934,7528171,NCT02512978,OTHER,collaborator,Peking University Third Hospital,Health care Institution
1935,7528172,NCT02512978,OTHER,collaborator,Beijing Anzhen Hospital,Health care Institution
1936,7528173,NCT02512978,OTHER,collaborator,Beijing Chao Yang Hospital,Health care Institution
1937,7528174,NCT02512978,OTHER,collaborator,Beijing Friendship Hospital,Health care Institution
1938,7528175,NCT02512978,OTHER,collaborator,The Luhe Teaching Hospital of the Capital Medical University,Health care Institution
1939,7559785,NCT04412694,OTHER,lead,Medical University of Lodz,University
1940,7528093,NCT02514187,OTHER,lead,British Columbia Cancer Agency,Other
1941,7528094,NCT02514187,OTHER,collaborator,Centre for Probe Development and Commercialization,Other
1942,7528095,NCT02514187,OTHER,collaborator,Lawson Health Research Institute,Other
1943,7530262,NCT02491567,OTHER,lead,Aristotle University Of Thessaloniki,University
1944,7529445,NCT02500342,OTHER,lead,"University Hospital Inselspital, Berne",Health care Institution
1945,7529446,NCT02500342,OTHER,collaborator,University College Cork,University
1946,7529447,NCT02500342,OTHER,collaborator,University of Lausanne Hospitals,Health care Institution
1947,7532119,NCT02472080,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
1948,7530292,NCT02491502,INDUSTRY,lead,Theraclion,Other
1949,7899242,NCT01700699,OTHER,lead,University of Salerno,University
1950,7704235,NCT02766283,INDUSTRY,lead,Bayer,Other
1951,7899297,NCT01701349,INDUSTRY,lead,Mateon Therapeutics,Other
1952,7532564,NCT02467244,OTHER,lead,"All India Institute of Medical Sciences, Bhubaneswar",Other
1953,7560645,NCT03488134,OTHER,lead,National Taiwan University Hospital,Health care Institution
1954,7532711,NCT02465424,OTHER_GOV,lead,Velindre NHS Trust,Other
1955,7532387,NCT02468921,OTHER,lead,University of Southern Denmark,University
1956,7532388,NCT02468921,OTHER,collaborator,Odense University Hospital,Health care Institution
1957,7533002,NCT02462512,OTHER,lead,Dong Jun Lim,Other
1958,7560691,NCT03122496,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
1959,7560692,NCT03122496,INDUSTRY,collaborator,AstraZeneca,Other
1960,7532866,NCT02464072,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
1961,7533585,NCT02456701,INDUSTRY,lead,Celldex Therapeutics,Other
1962,7533223,NCT02460328,OTHER,lead,Mahidol University,University
1963,7533586,NCT02456701,OTHER,collaborator,Memorial Sloan Kettering Cancer Center,Health care Institution
1964,7533977,NCT02452073,OTHER,lead,Shengxian Fan,Other
1965,7560917,NCT05103956,OTHER,lead,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,Other
1966,7704273,NCT02768753,OTHER,lead,Jinan Military General Hospital,Health care Institution
1967,7561473,NCT05126706,OTHER,lead,Seoul National University Hospital,Health care Institution
1968,7534832,NCT03298867,INDUSTRY,lead,"Horizon Pharma USA, Inc.",Industry
1969,7535203,NCT02442661,OTHER,lead,"University of Colorado, Denver",University
1970,7535428,NCT02440581,OTHER,lead,"Hartmut Malluche, MD",Other
1971,7535429,NCT02440581,OTHER,collaborator,Wright State University,University
1972,7535430,NCT02440581,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
1973,7561374,NCT02203682,OTHER,lead,Sun Yat-sen University,University
1974,7536194,NCT02432599,OTHER,lead,Centre Francois Baclesse,Health care Institution
1975,7536355,NCT02430857,INDIV,lead,Emanuel Amier Diekmann,Other
1976,7561506,NCT05126147,OTHER,lead,National Taiwan University Hospital,Health care Institution
1977,7536364,NCT02430714,INDUSTRY,lead,"Eisai Co., Ltd.",Industry
1978,7536379,NCT02430584,INDUSTRY,lead,"Progenity, Inc.",Industry
1979,7561508,NCT05126108,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
1980,7561561,NCT05124938,OTHER,lead,Sohag University,University
1981,7537607,NCT02418390,OTHER,lead,Seoul National University Hospital,Health care Institution
1982,7537683,NCT02417389,OTHER,lead,Istituto Auxologico Italiano,Other
1983,7537587,NCT02418247,OTHER_GOV,lead,"National Cancer Center, Korea",Health care Institution
1984,7562192,NCT03449108,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
1985,7538180,NCT02412150,OTHER,lead,Chosun University Hospital,Health care Institution
1986,7538273,NCT02410928,OTHER,lead,Diskapi Teaching and Research Hospital,Health care Institution
1987,7562193,NCT03449108,INDUSTRY,collaborator,"Iovance Biotherapeutics, Inc.",Industry
1988,7562194,NCT03449108,NIH,collaborator,National Cancer Institute (NCI),Government Agency
1989,7539448,NCT02398721,OTHER,lead,The University of Hong Kong,University
1990,7562233,NCT03131726,OTHER,lead,Lund University,University
1991,7539614,NCT02397109,NETWORK,lead,Fondation Ophtalmologique Adolphe de Rothschild,Other
1992,7541504,NCT02378298,OTHER,lead,Göteborg University,University
1993,7540921,NCT02383927,INDUSTRY,lead,"Kura Oncology, Inc.",Industry
1994,7541131,NCT02381925,OTHER,lead,Duke University,University
1995,7541132,NCT02381925,OTHER,collaborator,"University of California, Los Angeles",University
1996,7541133,NCT02381925,OTHER,collaborator,University of Arkansas,University
1997,7541177,NCT02381457,INDUSTRY,lead,"Natera, Inc.",Industry
1998,7541178,NCT02381457,OTHER,collaborator,George Washington University,University
1999,7541179,NCT02381457,OTHER,collaborator,"University of California, San Francisco",University
2000,7541180,NCT02381457,OTHER,collaborator,Montefiore Medical Center,Health care Institution
2001,7541181,NCT02381457,OTHER,collaborator,Children's Hospital of Philadelphia,Health care Institution
2002,7540178,NCT02390934,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
2003,7540200,NCT02390739,NIH,lead,National Cancer Institute (NCI),Government Agency
2004,7540807,NCT02384668,OTHER,lead,University of Aarhus,University
2005,7540808,NCT02384668,OTHER,collaborator,Aarhus University Hospital,Health care Institution
2006,7540809,NCT02384668,OTHER,collaborator,Regionshospitalet Silkeborg,Health care Institution
2007,7540810,NCT02384668,OTHER,collaborator,Regional Hospital Holstebro,Health care Institution
2008,7540811,NCT02384668,OTHER,collaborator,Regionshospitalet Horsens,Health care Institution
2009,7540812,NCT02384668,OTHER,collaborator,Randers Regional Hospital,Health care Institution
2010,7540813,NCT02384668,OTHER,collaborator,"Regionshospitalet Viborg, Skive",Health care Institution
2011,7540814,NCT02384668,OTHER,collaborator,Herning Hospital,Health care Institution
2012,7541505,NCT02378298,OTHER,collaborator,"Sahlgrenska University Hospital, Sweden",Health care Institution
2013,7899609,NCT01704586,OTHER,lead,University of Wuerzburg,University
2014,7541841,NCT02375451,OTHER,lead,Boston Children's Hospital,Health care Institution
2015,7541745,NCT02376088,OTHER,lead,Weikai Hou,Other
2016,7899610,NCT01704586,OTHER,collaborator,"Deutsche Krebshilfe e.V., Bonn (Germany)",Other
2017,7832416,NCT01074684,OTHER,lead,"National Cancer Institute, Naples",Government Agency
2018,7542012,NCT02373995,OTHER,lead,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",Other
2019,7542013,NCT02373995,UNKNOWN,collaborator,"Cultech Ltd, Port Talbot, UK",Other
2020,7542014,NCT02373995,OTHER,collaborator,Universität Duisburg-Essen,Other
2021,7542015,NCT02373995,UNKNOWN,collaborator,"School of Medicine and School of Biosciences, Cardiff University, Cardiff, UK",University
2022,7542016,NCT02373995,UNKNOWN,collaborator,"IDRA Laboratory, Parco Tecnologico Padano s.r.l, Lodi, Italy",Other
2023,7900016,NCT01709292,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
2024,7899815,NCT01707056,OTHER,lead,Medstar Health Research Institute,Other
2025,7899816,NCT01707056,OTHER,collaborator,Georgetown University,University
2026,7900017,NCT01709292,INDUSTRY,collaborator,"Genentech, Inc.",Industry
2027,7900023,NCT01709435,NIH,lead,National Cancer Institute (NCI),Government Agency
2028,7563124,NCT05130476,OTHER,lead,Odense University Hospital,Health care Institution
2029,7833223,NCT01084356,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
2030,7542943,NCT02363647,OTHER,lead,Icahn School of Medicine at Mount Sinai,Other
2031,7543936,NCT02352766,OTHER,lead,University of Pittsburgh,University
2032,7543937,NCT02352766,OTHER,collaborator,Duke University,University
2033,7543938,NCT02352766,OTHER,collaborator,Johns Hopkins University,University
2034,7543939,NCT02352766,OTHER,collaborator,Ohio State University,University
2035,7543940,NCT02352766,OTHER,collaborator,University of Cincinnati,University
2036,7543941,NCT02352766,OTHER,collaborator,"University of Colorado, Denver",University
2037,7543942,NCT02352766,OTHER,collaborator,University of Pennsylvania,University
2038,7543943,NCT02352766,OTHER,collaborator,"University of Wisconsin, Madison",University
2039,7543944,NCT02352766,OTHER,collaborator,Medstar Health Research Institute,Other
2040,7933078,NCT02070211,OTHER,lead,Bambino Gesù Hospital and Research Institute,Health care Institution
2041,7933079,NCT02070211,OTHER,collaborator,National Alliance for Research on Schizophrenia and Depression,Other
2042,7933080,NCT02070211,OTHER,collaborator,Orygen,Other
2043,7542895,NCT02364102,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
2044,7833131,NCT01083550,OTHER,lead,"University Health Network, Toronto",University
2045,7833132,NCT01083550,OTHER_GOV,collaborator,Ontario Ministry of Health and Long Term Care,Other
2046,7833133,NCT01083550,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
2047,7545341,NCT02339142,OTHER,lead,University of British Columbia,University
2048,7544459,NCT02347683,OTHER,lead,University of Nebraska,University
2049,7545364,NCT02338934,OTHER_GOV,lead,"Penang Hospital, Malaysia",Health care Institution
2050,7545365,NCT02338934,OTHER_GOV,collaborator,"Ministry of Health, Malaysia",Other
2051,7546235,NCT02329379,OTHER,lead,Sheng-Chiang Su,Other
2052,7545972,NCT02332135,OTHER,lead,Wenhu Liu,Other
2053,7705367,NCT04782856,OTHER,lead,Virginia Commonwealth University,University
2054,7547555,NCT04248114,OTHER_GOV,lead,Western Galilee Hospital-Nahariya,Health care Institution
2055,7833676,NCT01089335,OTHER,lead,Region Skane,Other
2056,7546803,NCT03838692,OTHER,lead,Antonio Fojo,Other
2057,7546804,NCT03838692,INDUSTRY,collaborator,"Millennium Pharmaceuticals, Inc.",Industry
2058,7549800,NCT03713671,OTHER,lead,Recep Tayyip Erdogan University Training and Research Hospital,Health care Institution
2059,7549105,NCT05088187,OTHER,collaborator,The Netherlands Cancer Institute,Other
2060,7547933,NCT03139747,OTHER,lead,Thomas Jefferson University,University
2061,7549104,NCT05088187,OTHER,lead,Karolinska University Hospital,Health care Institution
2062,7549374,NCT04988802,OTHER,lead,University Hospital Dubrava,Health care Institution
2063,7549801,NCT03713671,OTHER,collaborator,Hacettepe University,University
2064,7549802,NCT03713671,OTHER_GOV,collaborator,Ankara Education and Research Hospital,Health care Institution
2065,7901578,NCT01725113,OTHER,lead,Winthrop University Hospital,Health care Institution
2066,7834196,NCT01095341,OTHER,lead,Heidelberg University,University
2067,7834806,NCT01102127,OTHER,lead,Castilla-León Health Service,Other
2068,7834676,NCT01100619,INDUSTRY,lead,Exelixis,Other
2069,7834715,NCT01101113,OTHER,lead,Seoul National University Hospital,Health care Institution
2070,7834716,NCT01101113,INDUSTRY,collaborator,Jeil-Kirin Pharmaceutical Inc.,Industry
2071,7834813,NCT01102205,OTHER,lead,Vakif Gureba Training and Research Hospital,Health care Institution
2072,7834893,NCT01103206,OTHER,lead,"University Hospital, Rouen",Health care Institution
2073,7834894,NCT01103206,OTHER_GOV,collaborator,"Institut National de la Santé Et de la Recherche Médicale, France",Other
2074,7901808,NCT01727973,OTHER,lead,Sun Yat-sen University,University
2075,7550334,NCT04472026,OTHER,lead,University of Florida,University
2076,7902048,NCT01730638,OTHER,lead,Nantes University Hospital,Health care Institution
2077,7902049,NCT01730638,OTHER_GOV,collaborator,"Institut National de la Santé Et de la Recherche Médicale, France",Other
2078,7902050,NCT01730638,INDUSTRY,collaborator,Gilead Sciences,Other
2079,7835111,NCT01105923,OTHER,lead,Brigham and Women's Hospital,Health care Institution
2080,7834918,NCT01103557,OTHER,lead,Pusan National University Hospital,Health care Institution
2081,7835153,NCT01106443,OTHER,lead,University of Alberta,University
2082,7550335,NCT04472026,NIH,collaborator,National Cancer Institute (NCI),Government Agency
2083,7902610,NCT01736878,NETWORK,lead,Eanm Research Ltd,Other
2084,7902569,NCT01736163,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
2085,7902977,NCT01741064,OTHER,lead,Skane University Hospital,Health care Institution
2086,7902849,NCT01739634,INDUSTRY,lead,Salient Pharmaceuticals Incorporated,Other
2087,7902714,NCT01738243,OTHER,lead,"University of California, Los Angeles",University
2088,7902882,NCT01739972,FED,lead,Walter Reed National Military Medical Center,Health care Institution
2089,7902978,NCT01741064,OTHER,collaborator,Karolinska University Hospital,Health care Institution
2090,7903347,NCT01744743,OTHER,lead,Fudan University,University
2091,7903348,NCT01744743,OTHER_GOV,collaborator,Shanghai Municipal Science and Technology Commission,Other
2092,7903349,NCT01744743,OTHER_GOV,collaborator,Shanghai Municipal Health Bureau,Other
2093,7903351,NCT01744769,OTHER,lead,Konkuk University Medical Center,Health care Institution
2094,7903605,NCT01747512,OTHER,lead,AHS Cancer Control Alberta,Other
2095,7903606,NCT01747512,OTHER,collaborator,Cross Cancer Institute,Other
2096,7904450,NCT01757470,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
2097,7903869,NCT01750593,OTHER,lead,Bezmialem Vakif University,University
2098,7904376,NCT01756534,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
2099,7904474,NCT01757834,OTHER,lead,University of Washington,University
2100,7904475,NCT01757834,NIH,collaborator,National Cancer Institute (NCI),Government Agency
2101,7905646,NCT01769157,OTHER,lead,Korea University Anam Hospital,Health care Institution
2102,7904733,NCT01760421,OTHER,lead,National Taiwan University Hospital,Health care Institution
2103,7938409,NCT02126683,OTHER,lead,National Taiwan University Hospital,Health care Institution
2104,7904807,NCT01761149,OTHER,lead,Central South University,University
2105,7905647,NCT01769157,INDUSTRY,collaborator,IlDong Pharmaceutical Co Ltd,Other
2106,7905867,NCT01771523,OTHER,lead,Maltepe University,University
2107,7906629,NCT01779817,OTHER_GOV,lead,"University Hospital, Angers",Health care Institution
2108,7906142,NCT01774279,OTHER_GOV,lead,Velindre NHS Trust,Other
2109,7906323,NCT01776385,OTHER,lead,Centre Hospitalier Universitaire de Nice,Health care Institution
2110,7906509,NCT01778400,OTHER,lead,Asan Medical Center,Health care Institution
2111,7906329,NCT01776502,OTHER,lead,Nantes University Hospital,Health care Institution
2112,7906786,NCT01781767,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
2113,7836003,NCT01115543,OTHER,lead,Mahidol University,University
2114,7550664,NCT05077865,INDUSTRY,lead,"MyMD Pharmaceuticals, Inc.",Industry
2115,7906801,NCT01781923,OTHER,lead,Duke University,University
2116,7906802,NCT01781923,NIH,collaborator,National Institute of Mental Health (NIMH),Government Agency
2117,7906803,NCT01781923,OTHER,collaborator,Harvard University,University
2118,7906804,NCT01781923,OTHER,collaborator,University of Pittsburgh,University
2119,7907471,NCT01788982,NETWORK,lead,European Organisation for Research and Treatment of Cancer - EORTC,Other
2120,7906898,NCT01783002,OTHER,lead,University of British Columbia,University
2121,7906899,NCT01783002,OTHER,collaborator,British Columbia Cancer Agency,Other
2122,7907516,NCT01789541,OTHER,lead,Karolinska Institutet,Other
2123,7907991,NCT01794676,OTHER,lead,Jersey Shore University Medical Center,Health care Institution
2124,7907776,NCT01792492,OTHER,lead,Boston Medical Center,Health care Institution
2125,7907992,NCT01794676,OTHER,collaborator,Rutgers University,University
2126,7907993,NCT01794676,OTHER,collaborator,Rutgers Cancer Institute of New Jersey,Other
2127,7836207,NCT01118065,OTHER,lead,Leiden University Medical Center,Health care Institution
2128,7909347,NCT01809444,OTHER,lead,Sun Yat-sen University,University
2129,7934483,NCT02084732,OTHER_GOV,lead,"Instituto Nacional de Cancerologia, Columbia",Other
2130,7909047,NCT01805856,OTHER,lead,Ito Hospital,Health care Institution
2131,7908517,NCT01800617,INDUSTRY,lead,"Ipe, LLC",Other
2132,7908555,NCT01801033,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
2133,7908556,NCT01801033,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Other
2134,7909490,NCT01811199,OTHER,lead,Marmara University,University
2135,7909653,NCT01813136,OTHER,lead,Centre Leon Berard,Health care Institution
2136,7909594,NCT01812395,OTHER,lead,S.B. Konya Education and Research Hospital,Health care Institution
2137,7909654,NCT01813136,INDUSTRY,collaborator,GlaxoSmithKline,Other
2138,7909809,NCT01815021,INDUSTRY,lead,Amorphical Ltd.,Industry
2139,7911320,NCT01831869,OTHER_GOV,lead,Shandong Provincial Hospital,Health care Institution
2140,7911201,NCT01830504,OTHER,lead,Hospices Civils de Lyon,Health care Institution
2141,7934841,NCT02088645,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
2142,7934842,NCT02088645,OTHER,collaborator,"Krebsforschung Schweiz, Bern, Switzerland",Health care Institution
2143,7934843,NCT02088645,OTHER,collaborator,"Center for Proton Therapy, Paul Scherrer Institute, Villigen,Switzerland",Other
2144,7934844,NCT02088645,OTHER,collaborator,"University Hospital, Zürich",Health care Institution
2145,7934845,NCT02088645,OTHER,collaborator,University Hospital Freiburg,Health care Institution
2146,7911858,NCT01837433,OTHER,lead,Xinqiao Hospital of Chongqing,Health care Institution
2147,7911470,NCT01833650,OTHER,lead,Cyprus University of Technology,University
2148,7911471,NCT01833650,OTHER,collaborator,Bank of Cyprus Oncology Centre,Other
2149,7911911,NCT01838031,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
2150,7911912,NCT01838031,OTHER,collaborator,Beijing Municipal Science & Technology Commission,Other
2151,7934919,NCT02089542,OTHER,lead,Sheffield Teaching Hospitals NHS Foundation Trust,Health care Institution
2152,7911956,NCT01838629,OTHER_GOV,lead,Weimin Xu,Other
2153,7912098,NCT01840332,OTHER,lead,University of Tartu,University
2154,7912810,NCT01848171,OTHER_GOV,lead,Shandong Provincial Hospital,Health care Institution
2155,7935297,NCT02094079,OTHER,lead,Birte Nygaard,Other
2156,7935049,NCT02090907,OTHER,lead,Isfahan University of Medical Sciences,University
2157,7913583,NCT01856920,INDUSTRY,lead,"NantCell, Inc.",Industry
2158,7913584,NCT01856920,NIH,collaborator,National Cancer Institute (NCI),Government Agency
2159,7913319,NCT01853579,OTHER,lead,"University Hospital Inselspital, Berne",Health care Institution
2160,7913320,NCT01853579,OTHER,collaborator,Leiden University Medical Center,Health care Institution
2161,7913321,NCT01853579,OTHER,collaborator,University of Bern,University
2162,7837203,NCT01129492,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
2163,7914064,NCT01862510,OTHER,lead,University of Vermont,University
2164,7837204,NCT01129492,OTHER_GOV,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo,Other
2165,7837205,NCT01129492,OTHER_GOV,collaborator,Conselho Nacional de Desenvolvimento Científico e Tecnológico,Other
2166,7837206,NCT01129492,OTHER_GOV,collaborator,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior.,Other
2167,7915015,NCT01872429,OTHER,lead,Far Eastern Memorial Hospital,Health care Institution
2168,7914653,NCT01868750,OTHER,lead,"David Shonka, MD",Other
2169,7914381,NCT01865838,OTHER,lead,"National Cancer Centre, Singapore",Other
2170,7914382,NCT01865838,OTHER,collaborator,Singapore General Hospital,Health care Institution
2171,7915767,NCT01880203,OTHER,lead,Centre Francois Baclesse,Health care Institution
2172,7915768,NCT01880203,UNKNOWN,collaborator,Fondation avenir,Other
2173,7915769,NCT01880203,UNKNOWN,collaborator,laboratoire Genzyme,Other
2174,7916302,NCT01885533,OTHER,lead,Newcastle-upon-Tyne Hospitals NHS Trust,Health care Institution
2175,7916217,NCT01884649,OTHER,lead,Istanbul Medeniyet University,University
2176,7916303,NCT01885533,OTHER_GOV,collaborator,Cardiff and Vale University Health Board,University
2177,7916304,NCT01885533,OTHER,collaborator,Royal Devon and Exeter NHS Foundation Trust,Other
2178,7917049,NCT01893450,OTHER,lead,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Other
2179,7916623,NCT01889134,OTHER,lead,Wroclaw Medical University,University
2180,7916624,NCT01889134,OTHER_GOV,collaborator,"Ministry of Science and Higher Education, Poland",Other
2181,7919122,NCT01915485,OTHER_GOV,lead,"Instituto Nacional de Cancer, Brazil",Other
2182,7707040,NCT01821781,OTHER,lead,Washington University School of Medicine,University
2183,7918423,NCT01907997,OTHER,lead,Yonsei University,University
2184,7706687,NCT02773667,OTHER,lead,Jena University Hospital,Health care Institution
2185,7919169,NCT01916018,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
2186,7921001,NCT01935856,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
2187,7920257,NCT01927406,OTHER,lead,Stanford University,University
2188,7936656,NCT02107794,OTHER,lead,Mayo Clinic,Health care Institution
2189,7921909,NCT01945229,OTHER,lead,Karolinska Institutet,Other
2190,7921959,NCT01945762,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
2191,7921960,NCT01945762,OTHER,collaborator,Worldwide Clinical Trials,Other
2192,7936762,NCT02109250,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
2193,7923966,NCT01969019,OTHER,lead,Ruijin Hospital,Health care Institution
2194,7922774,NCT01954134,OTHER,lead,Cumhuriyet University,University
2195,7923571,NCT01964144,OTHER,lead,Yonsei University,University
2196,7925335,NCT01985204,OTHER,lead,Swiss Federal Institute of Technology,Other
2197,7937105,NCT02112643,OTHER,lead,Columbia University,University
2198,7937106,NCT02112643,UNKNOWN,collaborator,International Thyroid Eye Disease Society,Other
2199,7937282,NCT02114619,OTHER,lead,Mashhad University of Medical Sciences,University
2200,7937285,NCT02114658,INDUSTRY,lead,Bayer,Other
2201,7926365,NCT01997554,OTHER,lead,Hospices Civils de Lyon,Health care Institution
2202,7926106,NCT01994200,OTHER,lead,Jewish General Hospital,Health care Institution
2203,7926107,NCT01994200,INDUSTRY,collaborator,"Genzyme, a Sanofi Company",Other
2204,7926260,NCT01996072,OTHER,lead,University of Pennsylvania,University
2205,7926540,NCT01999790,OTHER,lead,University of Sao Paulo,University
2206,7940006,NCT02143271,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
2207,7927638,NCT02012231,INDUSTRY,lead,Fore Biotherapeutics,Other
2208,7928070,NCT02017080,OTHER,lead,University of Belgrade,University
2209,7939046,NCT02133404,INDUSTRY,lead,Astellas Pharma Inc,Other
2210,7930404,NCT02041260,OTHER,lead,Thomas Jefferson University,University
2211,7565692,NCT05228184,INDUSTRY,lead,IBSA Institut Biochimique SA,Other
2212,7565693,NCT05228184,INDUSTRY,collaborator,Cromsource,Other
2213,7939738,NCT02140476,OTHER,lead,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Other
2214,7939739,NCT02140476,OTHER,collaborator,University of Sao Paulo,University
2215,7939740,NCT02140476,INDUSTRY,collaborator,Ethicon Endo-Surgery,Other
2216,7566623,NCT04647500,OTHER,lead,"University of Geneva, Switzerland",University
2217,7927771,NCT02013479,OTHER,lead,Steen Bonnema,Other
2218,7927772,NCT02013479,OTHER,collaborator,"Rigshospitalet, Denmark",Health care Institution
2219,7927773,NCT02013479,OTHER,collaborator,Bispebjerg Hospital,Health care Institution
2220,7927774,NCT02013479,OTHER,collaborator,Hospital of South West Denmark,Health care Institution
2221,7927775,NCT02013479,INDUSTRY,collaborator,Pharma Nord,Other
2222,7927776,NCT02013479,OTHER,collaborator,The Danish Medical Research Council,Other
2223,7927777,NCT02013479,OTHER,collaborator,Region of Southern Denmark,Other
2224,7927778,NCT02013479,OTHER,collaborator,University of Southern Denmark,University
2225,7939017,NCT02133040,OTHER,lead,Aarhus University Hospital,Health care Institution
2226,7939018,NCT02133040,INDUSTRY,collaborator,Novo Nordisk A/S,Other
2227,7928198,NCT02018276,OTHER,lead,Yonsei University,University
2228,7928824,NCT02024906,OTHER,lead,"Jill Hamilton-Reeves, PhD RD LD",Other
2229,7928825,NCT02024906,UNKNOWN,collaborator,Soy Nutrition Institute,Other
2230,7565793,NCT05182931,OTHER,lead,Olivia Newton-John Cancer Research Institute,Other
2231,7565794,NCT05182931,OTHER,collaborator,Royal North Shore Hospital,Health care Institution
2232,7565795,NCT05182931,OTHER_GOV,collaborator,Austin Health,Other
2233,7565796,NCT05182931,OTHER,collaborator,Sir Charles Gairdner Hospital,Health care Institution
2234,7565797,NCT05182931,OTHER,collaborator,Monash Health,Other
2235,7565798,NCT05182931,OTHER,collaborator,"Peter MacCallum Cancer Centre, Australia",Other
2236,7565799,NCT05182931,OTHER_GOV,collaborator,Royal Brisbane and Women's Hospital,Health care Institution
2237,7565800,NCT05182931,OTHER,collaborator,Eastern Health,Other
2238,7565801,NCT05182931,OTHER,collaborator,The Alfred,Other
2239,7840553,NCT01167309,INDUSTRY,lead,LEO Pharma,Other
2240,7976184,NCT04459273,OTHER,lead,Jonsson Comprehensive Cancer Center,Health care Institution
2241,7841065,NCT01173289,OTHER_GOV,lead,"National Cancer Center, Korea",Health care Institution
2242,7940414,NCT02147782,OTHER,lead,Shanghai University of Traditional Chinese Medicine,University
2243,7567487,NCT03880578,OTHER,lead,Klinikum Lüdenscheid,Other
2244,7940415,NCT02147782,OTHER_GOV,collaborator,Anhui Provincial Hospital,Health care Institution
2245,7940416,NCT02147782,OTHER,collaborator,Huadong Hospital,Health care Institution
2246,7940417,NCT02147782,OTHER,collaborator,Longhua Hospital,Health care Institution
2247,7841869,NCT01182584,OTHER,lead,National Taiwan University Hospital,Health care Institution
