,PMID,Chemical
13589,25011453,euthyroid goiter
13590,26426965,iodine radioisotopes)
13590,26426965,methimazole)
13592,25301490,glucocorticoids)
13593,25185644,antithyroid agents)
13593,25185644,methimazole)
13593,25185644,propylthiouracil)
13595,24573324,glucocorticoids)
13595,24573324,prednisone)
13596,26267643,thyrotropin-releasing hormone)
13596,26267643,thyroxine)
13597,25988881,anti-inflammatory agents)
13597,25988881,antithyroid agents)
13597,25988881,iodine radioisotopes)
13597,25988881,radiopharmaceuticals)
13597,25988881,prednisone)
13599,26730171,antithyroid agents)
13600,24968734,antithyroid agents)
13600,24968734,"immunoglobulins, thyroid-stimulating)"
13600,24968734,mutant chimeric proteins)
13600,24968734,"receptors, thyrotropin)"
13601,25744236,contrast media)
13601,25744236,phospholipids)
13601,25744236,contrast agent br1)
13601,25744236,sulfur hexafluoride)
13602,25856861,glucocorticoids)
13603,25012831,adrenal cortex hormones)
13604,26588720,amines)
13604,26588720,cyclohexanecarboxylic acids)
13604,26588720,excitatory amino acid antagonists)
13604,26588720,gamma-aminobutyric acid)
13604,26588720,gabapentin)
13605,25144958,methimazole)
13605,25144958,thyroxine)
13606,24661105,hla-drb1 chains)
13608,25827711,autoantibodies)
13608,25827711,triiodothyronine)
13608,25827711,thyrotropin)
13608,25827711,thyroxine)
13609,26463604,glucocorticoids)
13610,25255349,vitamin d)
13610,25255349,calcium)
13612,26105719,antithyroid agents)
13614,24256421,antithyroid agents)
13614,24256421,immunoglobulin g)
13614,24256421,"immunoglobulins, thyroid-stimulating)"
13614,24256421,thyroxine)
13615,26361259,autoantibodies)
13615,26361259,"receptors, thyrotropin)"
13616,25926109,iodine)
13618,24841498,glucocorticoids)
13618,24841498,methylprednisolone)
13620,26436888,angiogenesis inhibitors)
13620,26436888,antioxidants)
13620,26436888,reactive oxygen species)
13620,26436888,stilbenes)
13620,26436888,resveratrol)
13626,25740065,iodine radioisotopes)
13627,25523204,glucocorticoids)
13627,25523204,immunosuppressive agents)
13628,24510380,fluorescent dyes)
13628,24510380,ppar gamma)
13628,24510380,"rna, messenger)"
13628,24510380,proto-oncogene proteins c-ret)
13628,24510380,"ret protein, human)"
13630,25929211,thyroid hormones)
13630,25929211,moyamoya disease 1
13631,25806918,antipsychotic agents)
13631,25806918,antithyroid agents)
13631,25806918,benzodiazepines)
13631,25806918,methimazole)
13631,25806918,olanzapine)
13632,25736544,iodine radioisotopes)
13632,25736544,vitamin d)
13632,25736544,25-hydroxyvitamin d)
13633,25378983,anticoagulants)
13633,25378983,antithyroid agents)
13634,25100151,interleukin-17)
13634,25100151,"mirn146 microrna, human)"
13634,25100151,micrornas)
13635,24830583,"tlr4 protein, human)"
13635,24830583,"tlr5 protein, human)"
13635,24830583,toll-like receptor 4)
13635,24830583,toll-like receptor 5)
13636,25829418,biomarkers)
13638,25530575,antithyroid agents)
13638,25530575,methimazole)
13641,23114202,antithyroid agents)
13641,23114202,iodine radioisotopes)
13641,23114202,methimazole)
13641,23114202,thyroxine)
13644,25305147,"biomarkers, tumor)"
13644,25305147,estrogens)
13644,25305147,"follicle stimulating hormone, human)"
13644,25305147,gonadal steroid hormones)
13644,25305147,"receptors, estrogen)"
13644,25305147,"receptors, fsh)"
13644,25305147,"receptors, lh)"
13644,25305147,"receptors, progesterone)"
13644,25305147,progesterone)
13644,25305147,luteinizing hormone)
13645,24892990,autoantibodies)
13645,24892990,thyroid hormones)
13647,24144966,antithyroid agents)
13647,24144966,"immunoglobulins, thyroid-stimulating)"
13647,24144966,iodine radioisotopes)
13647,24144966,radiopharmaceuticals)
13647,24144966,"receptors, thyrotropin)"
13647,24144966,thyrotropin-binding inhibitory immunoglobulin)
13648,24833206,antithyroid agents)
13648,24833206,triiodothyronine)
13648,24833206,methimazole)
13648,24833206,thyroxine)
13649,25321339,parathyroid hormone)
13652,25430040,"tlr7 protein, human)"
13652,25430040,"tlr8 protein, human)"
13652,25430040,toll-like receptor 7)
13652,25430040,toll-like receptor 8)
13653,24953644,"cxcl10 protein, human)"
13653,24953644,"cxcr3 protein, human)"
13653,24953644,chemokine cxcl10)
13653,24953644,"receptors, cxcr3)"
13658,25343233,"antibodies, monoclonal, murine-derived)"
13658,25343233,immunologic factors)
13658,25343233,rituximab)
13659,25154228,moyamoya disease 1
13660,25098810,antithyroid agents)
13661,24805788,iodine radioisotopes)
13662,25480411,parathyroid hormone)
13662,25480411,vitamin d)
13662,25480411,25-hydroxyvitamin d)
13662,25480411,calcium)
13663,25239229,membrane transport proteins)
13663,25239229,"slc26a4 protein, human)"
13663,25239229,sulfate transporters)
13663,25239229,pendred syndrome
13668,26007334,vitamin d)
13670,25338305,autoantibodies)
13673,25510287,antithyroid agents)
13674,26469187,immunosuppressive agents)
13675,26361262,"receptors, thyrotropin)"
13675,26361262,"receptor, igf type 1)"
13676,25810278,antithyroid agents)
13677,25940130,interleukin-16)
13677,25940130,"txlna protein, human)"
13677,25940130,vesicular transport proteins)
13677,25940130,thyrotropin)
13680,24947036,"receptors, thyrotropin)"
13680,24947036,"hyperthyroidism, nonautoimmune"
13681,25111942,antithyroid agents)
13681,25111942,"receptors, thyrotropin)"
13681,25111942,methimazole)
13682,24815998,"dna, circular)"
13683,24517461,"receptors, thyrotropin)"
13683,24517461,"tlr7 protein, human)"
13683,24517461,toll-like receptor 7)
13684,26444724,defensins)
13684,26444724,delta-5 fatty acid desaturase)
13684,26444724,rna)
13684,26444724,"fads1 protein, human)"
13686,24833450,gels)
13686,24833450,viscosupplements)
13686,24833450,hyaluronic acid)
13686,24833450,restylane)
13687,24833445,glucocorticoids)
13688,24582992,glucocorticoids)
13689,24409943,antithyroid agents)
13689,24409943,iodine radioisotopes)
13689,24409943,carbimazole)
13689,24409943,thyroxine)
13691,25286078,"il4 protein, human)"
13691,25286078,interleukin-4)
13692,24941434,autoantibodies)
13692,24941434,"receptors, thyrotropin)"
13692,24941434,thyroid hormones)
13693,23531855,biomarkers)
13693,23531855,"snx2 protein, human)"
13693,23531855,sorting nexins)
13694,24904927,autoantibodies)
13695,24823620,antithyroid agents)
13695,24823620,thyroid hormones)
13695,24823620,fluorodeoxyglucose f18)
13695,24823620,methimazole)
13695,24823620,glucose)
13697,24867187,autoantibodies)
13697,24867187,proto-oncogene proteins c-bcl-2)
13697,24867187,thyroid hormones)
13697,24867187,anti-thyroglobulin)
13697,24867187,bcl-2-associated x protein)
13697,24867187,thyroid microsomal antibodies)
13697,24867187,euthyroid goiter
13698,25854833,vitamin d)
13699,25053689,anti-inflammatory agents)
13699,25053689,triamcinolone acetonide)
13702,26087421,antithyroid agents)
13702,26087421,iodine radioisotopes)
13702,26087421,thyrotropin)
13705,25879041,iodine radioisotopes)
13705,25879041,sodium pertechnetate tc 99m)
13706,25153311,gold)
13707,24946565,cytokines)
13707,24946565,glycosides)
13712,25178731,"receptors, thyrotropin)"
13713,24994866,biomarkers)
13713,24994866,cytokines)
13716,24970896,iodine radioisotopes)
13716,24970896,radiopharmaceuticals)
13717,24398501,biomarkers)
13717,24398501,glucocorticoids)
13717,24398501,platelet endothelial cell adhesion molecule-1)
13717,24398501,vimentin)
13717,24398501,leukocyte common antigens)
13717,24398501,methylprednisolone)
13718,25969482,antithyroid agents)
13718,25969482,methimazole)
13718,25969482,calcium)
13719,25673253,glucocorticoids)
13719,25673253,glycated hemoglobin a)
13719,25673253,"hemoglobin a1c protein, human)"
13719,25673253,triamcinolone acetonide)
13720,25670394,"il23a protein, human)"
13720,25670394,interleukin-23 subunit p19)
13721,26137719,orbital lymphoma
13727,25687157,"atg5 protein, human)"
13727,25687157,autophagy-related protein 5)
13727,25687157,interleukin-1beta)
13727,25687157,macrolides)
13727,25687157,microtubule-associated proteins)
13727,25687157,bafilomycin a1)
13728,25485727,immunoglobulins)
13728,25485727,"receptors, thyrotropin)"
13728,25485727,insulin-like growth factor i)
13728,25485727,thyrotropin)
13728,25485727,hyaluronic acid)
13728,25485727,"receptor, igf type 1)"
13729,25361748,glucocorticoids)
13729,25361748,epiblepharon of upper lid
13730,24582590,"adaptor proteins, signal transducing)"
13730,24582590,"bank1 protein, human)"
13730,24582590,"irf5 protein, human)"
13730,24582590,interferon regulatory factors)
13730,24582590,membrane proteins)
13731,24533739,"mirn16 microrna, human)"
13731,24533739,"mirn22 microrna, human)"
13731,24533739,"mirn375 microrna, human)"
13731,24533739,"mirn451 microrna, human)"
13731,24533739,micrornas)
13731,24533739,"rna, untranslated)"
13733,26284551,proto-oncogene proteins c-sis)
13733,26284551,"rna, messenger)"
13733,26284551,becaplermin)
13734,24476075,autoantibodies)
13734,24476075,caveolin 1)
13734,24476075,ec 1.11.1.
13734,24476075,iodide peroxidase)
13734,24476075,ec 1.6.3.
13734,24476075,"duox1 protein, human)"
13737,24971664,cytokines)
13737,24971664,"rna, messenger)"
13738,24610514,carbazoles)
13738,24610514,propanolamines)
13738,24610514,carvedilol)
13738,24610514,methimazole)
13738,24610514,lisinopril)
13742,24566408,antithyroid agents)
13742,24566408,"immunoglobulins, thyroid-stimulating)"
13742,24566408,iodine radioisotopes)
13742,24566408,thyrotropin-binding inhibitory immunoglobulin)
13745,25871842,micrornas)
13745,25871842,"rna, messenger)"
13747,25494967,"antibodies, monoclonal, murine-derived)"
13747,25494967,glucocorticoids)
13747,25494967,immunologic factors)
13747,25494967,rituximab)
13747,25494967,methylprednisolone)
13749,26414885,antithyroid agents)
13749,26414885,iodine radioisotopes)
13749,26414885,methimazole)
13749,26414885,thyroxine)
13755,24461196,antithyroid agents)
13756,24908991,"thyroiditis, chronic"
13757,25400133,immunoglobulin g)
13762,24728164,autoantibodies)
13762,24728164,autoantigens)
13762,24728164,anti-thyroglobulin)
13762,24728164,prolactin)
13762,24728164,thyrotropin)
13762,24728164,iodide peroxidase)
13762,24728164,thyroxine)
13763,25880730,cytokines)
13763,25880730,galectin 1)
13763,25880730,galectins)
13763,25880730,"lgals1 protein, human)"
13763,25880730,"lgals9 protein, human)"
13764,25245864,aberrant subclavian artery
13765,24490999,parathyroid hormone)
13765,24490999,calcium)
13766,26505217,glucocorticoids)
13766,26505217,prednisolone)
13767,25135760,genetic markers)
13767,25135760,"il1b protein, human)"
13767,25135760,"il6 protein, human)"
13767,25135760,interleukin-1beta)
13767,25135760,interleukin-6)
13768,24776622,glucocorticoids)
13768,24776622,methylprednisolone)
13769,24706350,glucocorticoids)
13769,24706350,immunosuppressive agents)
13769,24706350,azathioprine)
13770,26034958,thyrotropin)
13771,25342186,iodine radioisotopes)
13771,25342186,thyroxine)
13773,24941818,"immunoglobulins, thyroid-stimulating)"
13773,24941818,radiopharmaceuticals)
13773,24941818,thyroid hormones)
13773,24941818,thyrotropin-binding inhibitory immunoglobulin)
13773,24941818,triiodothyronine)
13773,24941818,thyrotropin)
13773,24941818,thyroxine)
13775,25052965,parathyroid hormone)
13775,25052965,calcium)
13776,26558364,antithyroid agents)
13776,26558364,methimazole)
13777,25535130,"receptors, thyrotropin)"
13777,25535130,thyroglobulin)
13778,24646814,"clec16a protein, human)"
13778,24646814,"lectins, c-type)"
13778,24646814,monosaccharide transport proteins)
13779,26530865,antithyroid agents)
13779,26530865,methimazole)
13780,26451909,steroids)
13781,24697361,ctla-4 antigen)
13781,24697361,"ctla4 protein, human)"
13784,26057319,antipsychotic agents)
13784,26057319,clozapine)
13785,25918012,antipsychotic agents)
13785,25918012,antithyroid agents)
13785,25918012,benzodiazepines)
13785,25918012,methimazole)
13785,25918012,olanzapine)
13785,25918012,periventricular laminar heterotopia
13786,25543543,"receptors, thyrotropin)"
13789,25431871,triiodothyronine)
13790,24867136,autoantibodies)
13790,24867136,anti-thyroglobulin)
13790,24867136,triiodothyronine)
13790,24867136,thyrotropin)
13790,24867136,iodine)
13791,24705115,iodine radioisotopes)
13792,26499253,cystatin c)
13792,26499253,creatinine)
13795,26289589,orexin receptors)
13795,26289589,methamphetamine)
13797,26299889,"antibodies, monoclonal)"
13797,26299889,"immunoglobulins, thyroid-stimulating)"
13797,26299889,indicators and reagents)
13797,26299889,ki-70 monoclonal antibody)
13797,26299889,m33 monoclonal antibody)
13797,26299889,thyroid stimulation-blocking antibody)
13797,26299889,cyclic amp)
13798,25894310,autoantibodies)
13798,25894310,interleukins)
13798,25894310,"rna, messenger)"
13798,25894310,cyclic amp)
13798,25894310,interleukin-21)
13799,24420389,antithyroid agents)
13799,24420389,blood glucose)
13799,24420389,glycated hemoglobin a)
13799,24420389,hypoglycemic agents)
13799,24420389,insulin)
13799,24420389,"insulin, long-acting)"
13799,24420389,potassium iodide)
13799,24420389,insulin glargine)
13799,24420389,propylthiouracil)
13799,24420389,insulin aspart)
13802,26574688,antithyroid agents)
13802,26574688,iodine radioisotopes)
13802,26574688,radiopharmaceuticals)
13802,26574688,lithium carbonate)
13804,26421665,iodine radioisotopes)
13804,26421665,trace elements)
13804,26421665,iodine)
13805,26312698,adrenal cortex hormones)
13805,26312698,triamcinolone)
13807,25560705,"antigens, cd34)"
13807,25560705,"receptors, thyrotropin)"
13807,25560705,insulin-like growth factor i)
13808,25546977,antithyroid agents)
13808,25546977,"immunoglobulins, thyroid-stimulating)"
13811,25140996,immunosuppressive agents)
13811,25140996,platelet-derived growth factor)
13811,25140996,vascular endothelial growth factor a)
13811,25140996,platelet-derived growth factor a)
13811,25140996,methylprednisolone)
13812,26978871,glucocorticoids)
13812,26978871,somatostatin)
13812,26978871,prednisone)
13813,25475038,anticoagulants)
13814,25500789,autoantibodies)
13814,25500789,"receptor, muscarinic m2)"
13814,25500789,"receptors, adrenergic, beta-1)"
13814,25500789,"receptors, adrenergic, beta-2)"
13815,26080846,"ltf protein, human)"
13815,26080846,muramidase)
13815,26080846,"lysozyme c, human)"
13815,26080846,ec 3.4.21.
13817,26154098,"esr1 protein, human)"
13817,26154098,estrogen receptor alpha)
13817,26154098,glucocorticoids)
13817,26154098,dexamethasone)
13818,25825442,autoantibodies)
13818,25825442,"receptors, thyrotropin)"
13818,25825442,iodine)
13819,25295614,toll-like receptor 10)
13820,24372054,selenium)
13822,25775381,antithyroid agents)
13822,25775381,"hif1a protein, human)"
13822,25775381,"hypoxia-inducible factor 1, alpha subunit)"
13822,25775381,erythropoietin)
13822,25775381,methimazole)
13823,25226272,cytokines)
13823,25226272,"il37 protein, human)"
13823,25226272,inflammation mediators)
13823,25226272,interleukin-1)
13823,25226272,"rna, messenger)"
13824,25058606,cytokines)
13824,25058606,"rna, messenger)"
13826,26240504,autoantibodies)
13826,26240504,"receptors, thyrotropin)"
13827,26457540,biomarkers)
13828,25382005,antithyroid agents)
13828,25382005,iodine radioisotopes)
13828,25382005,methimazole)
13828,25382005,propylthiouracil)
13828,25382005,carbimazole)
13829,24670080,"antibodies, monoclonal, murine-derived)"
13829,24670080,rituximab)
13829,24670080,"receptor, igf type 1)"
13831,25963493,antithyroid agents)
13831,25963493,iodine radioisotopes)
13832,25766047,antithyroid agents)
13832,25766047,"immunoglobulins, thyroid-stimulating)"
13832,25766047,thyrotropin-binding inhibitory immunoglobulin)
13832,25766047,triiodothyronine)
13832,25766047,thyrotropin)
13832,25766047,thyroxine)
13833,25342622,hyaluronan receptors)
13833,25342622,"rna, messenger)"
13833,25342622,hyaluronic acid)
13833,25342622,cyclooxygenase 2)
13834,25028161,"tlr10 protein, human)"
13834,25028161,"tlr6 protein, human)"
13834,25028161,toll-like receptor 1)
13834,25028161,toll-like receptor 10)
13834,25028161,toll-like receptor 6)
13835,24627146,"anti-inflammatory agents, non-steroidal)"
13835,24627146,interleukin-1beta)
13835,24627146,pyridones)
13835,24627146,tumor necrosis factor-alpha)
13835,24627146,rna)
13835,24627146,hyaluronic acid)
13835,24627146,pirfenidone)
13835,24627146,glucuronosyltransferase)
13835,24627146,hyaluronan synthases)
13836,26313899,"ano1 protein, human)"
13836,26313899,anoctamin-1)
13836,26313899,chloride channels)
13836,26313899,iodides)
13836,26313899,membrane transport proteins)
13836,26313899,neoplasm proteins)
13836,26313899,"slc26a4 protein, human)"
13836,26313899,sulfate transporters)
13836,26313899,thyroid hormones)
13836,26313899,pendred syndrome
13837,26568003,autoantibodies)
13837,26568003,"receptors, thyrotropin)"
13838,26061160,glucocorticoids)
13838,26061160,tobacco smoke pollution)
13838,26061160,methylprednisolone)
13840,25068172,glucocorticoids)
13840,25068172,iodine radioisotopes)
13840,25068172,radiopharmaceuticals)
13842,24472020,thyrotropin)
13842,24472020,thyroxine)
13844,25557443,antithyroid agents)
13846,24663219,"immunoglobulins, thyroid-stimulating)"
13847,24586183,autoantibodies)
13847,24586183,thyroid microsomal antibodies)
13847,24586183,thyrotropin)
13847,24586183,iodide peroxidase)
13847,24586183,"hypothyroidism, autoimmune"
13848,26321629,glucocorticoids)
13848,26321629,methylprednisolone)
13849,24742542,autoantibodies)
13849,24742542,transforming growth factor beta1)
13850,25576458,methylprednisolone)
13852,24444387,thyroid hormones)
13852,24444387,thyrotropin)
13854,25612339,antithyroid agents)
13854,25612339,iodine radioisotopes)
13855,24801484,antithyroid agents)
13858,25770161,"rna, messenger)"
13858,25770161,"socs3 protein, human)"
13858,25770161,suppressor of cytokine signaling 3 protein)
13858,25770161,suppressor of cytokine signaling proteins)
13859,25061884,"receptors, thyrotropin)"
13860,25633511,iodine radioisotopes)
13862,26117640,thyrotropin)
13863,25223473,connexins)
13863,25223473,"dna, mitochondrial)"
13863,25223473,"gjb2 protein, human)"
13863,25223473,connexin 26)
13863,25223473,"deafness, autosomal recessive 4"
13863,25223473,pendred syndrome
13864,25404437,triiodothyronine)
13864,25404437,thyroxine)
13864,25404437,euthyroid goiter
13865,25759125,autoantibodies)
13865,25759125,"receptors, thyrotropin)"
13866,26089587,cytokines)
13866,26089587,"immunoglobulins, thyroid-stimulating)"
13867,25971674,antithyroid agents)
13867,25971674,methimazole)
13868,24417307,anti-inflammatory agents)
13868,24417307,glucocorticoids)
13868,24417307,methylprednisolone)
13870,24721350,autoantibodies)
13870,24721350,immunoglobulin g)
13870,24721350,peroxidase)
13872,25937486,"antibodies, antineutrophil cytoplasmic)"
13872,25937486,propylthiouracil)
13873,25647292,immunoglobulin g)
13874,25585304,autoantibodies)
13874,25585304,"immunoglobulins, thyroid-stimulating)"
13875,25212835,parathyroid hormone)
13875,25212835,calcium)
13877,24492732,immunosuppressive agents)
13877,24492732,methylprednisolone)
13881,25089374,glucocorticoids)
13881,25089374,iodine radioisotopes)
13881,25089374,radiopharmaceuticals)
13882,25290043,connexins)
13882,25290043,membrane transport proteins)
13882,25290043,"slc26a4 protein, human)"
13882,25290043,sulfate transporters)
13882,25290043,connexin 26)
13882,25290043,"deafness, autosomal recessive"
13882,25290043,"deafness, autosomal recessive 4"
13882,25290043,pendred syndrome
13883,26121457,hla-dq antigens)
13883,26121457,hla-dq2 antigen)
13883,26121457,hla-drb1 chains)
13884,25768836,antibodies)
13884,25768836,autoantigens)
13884,25768836,ligands)
13884,25768836,"receptors, thyrotropin)"
13885,24802963,antithyroid agents)
13885,24802963,cd3 complex)
13885,24802963,methimazole)
13886,24562464,biomarkers)
13886,24562464,hla-dr antigens)
13886,24562464,intercellular adhesion molecule-1)
13887,24503568,"antibodies, monoclonal, humanized)"
13887,24503568,glucocorticoids)
13887,24503568,"il6 protein, human)"
13887,24503568,immunosuppressive agents)
13887,24503568,interleukin-6)
13887,24503568,tocilizumab)
13888,24398505,"antibodies, monoclonal)"
13888,24398505,antineoplastic agents)
13888,24398505,ctla-4 antigen)
13888,24398505,"ctla4 protein, human)"
13888,24398505,ipilimumab)
13891,25448468,glucocorticoids)
13891,25448468,prednisolone)
13891,25448468,methylprednisolone)
13892,25345847,autoantibodies)
13892,25345847,autoantigens)
13892,25345847,iron-binding proteins)
13892,25345847,"tpo protein, human)"
13892,25345847,iodide peroxidase)
13893,25345284,antihypertensive agents)
13893,25345284,ophthalmic solutions)
13893,25345284,"prostaglandins f, synthetic)"
13893,25345284,latanoprost)
13895,24867311,glucocorticoids)
13895,24867311,"vegfa protein, human)"
13895,24867311,vascular endothelial growth factor a)
13895,24867311,fibroblast growth factor 2)
13895,24867311,methylprednisolone)
13896,24528193,"antibodies, monoclonal, humanized)"
13896,24528193,alemtuzumab)
13897,24517152,"immunoglobulins, thyroid-stimulating)"
13897,24517152,thyroid hormones)
13899,25257150,iodine radioisotopes)
13900,24605857,antithyroid agents)
13900,24605857,methimazole)
13901,24770822,iodine radioisotopes)
13902,24694201,interleukin-16)
13903,26670895,anti-arrhythmia agents)
13903,26670895,adenosine)
13904,26028555,iodine)
13906,25633548,antithyroid agents)
13906,25633548,triiodothyronine)
13906,25633548,interleukin-4)
13906,25633548,propylthiouracil)
13906,25633548,thyroxine)
13907,26204202,iodine radioisotopes)
13907,26204202,radiopharmaceuticals)
13908,25832948,parathyroid hormone)
13908,25832948,thyroid hormones)
13909,25468954,antithyroid agents)
13911,24760660,reactive oxygen species)
13911,24760660,nitric oxide)
13911,24760660,malondialdehyde)
13911,24760660,thyrotropin)
13911,24760660,catalase)
13911,24760660,thyroxine)
13911,24760660,calcium)
13913,26218874,immunoglobulin g)
13914,25603854,"antibodies, antinuclear)"
13914,25603854,"immunoglobulins, thyroid-stimulating)"
13914,25603854,steroids)
13914,25603854,thyrotropin)
13914,25603854,prednisolone)
13914,25603854,aspartate aminotransferases)
13914,25603854,alanine transaminase)
13914,25603854,bilirubin)
13915,25207976,"antibodies, monoclonal)"
13915,25207976,glucocorticoids)
13915,25207976,ipilimumab)
13915,25207976,thyrotropin)
13915,25207976,thyroxine)
13915,25207976,methylprednisolone)
13918,25091455,parathyroid hormone)
13918,25091455,calcium)
13919,25819223,chorionic gonadotropin)
13919,25819223,triiodothyronine)
13919,25819223,thyroxine)
13919,25819223,"thyroiditis, chronic"
13920,26046966,iodine radioisotopes)
13921,24517144,autoantigens)
13921,24517144,"ica1 protein, human)"
13921,24517144,"ptprn protein, human)"
13921,24517144,"receptor-like protein tyrosine phosphatases, class 8)"
13924,24493028,antithyroid agents)
13924,24493028,potassium iodide)
13924,24493028,methimazole)
13927,24559275,"receptors, cytoplasmic and nuclear)"
13927,24559275,proto-oncogene proteins b-raf)
13927,24559275,"thyroid cancer, hurthle cell"
13928,26079838,autoantibodies)
13928,26079838,"receptors, thyrotropin)"
13928,26079838,thyroxine)
13929,25627052,"antibodies, monoclonal)"
13929,25627052,lithium compounds)
13929,25627052,"receptors, thyrotropin)"
13929,25627052,granulocyte colony-stimulating factor)
13929,25627052,tositumomab i-131)
13930,25134846,autoantibodies)
13930,25134846,epitopes)
13930,25134846,immunoglobulin g)
13930,25134846,iodine radioisotopes)
13930,25134846,thyroglobulin)
13931,25120780,interleukins)
13931,25120780,interleukin-22)
13933,24830877,iodine radioisotopes)
13933,24830877,radiopharmaceuticals)
13935,25605285,parathyroid hormone)
13936,26221854,anti-inflammatory agents)
13936,26221854,glucocorticoids)
13936,26221854,dexamethasone)
13936,26221854,prednisone)
13936,26221854,methylprednisolone)
13938,24032645,myxovirus resistance proteins)
13939,25046415,"receptors, calcitriol)"
13939,25046415,vitamin d-binding protein)
13939,25046415,cytochrome p450 family 2)
13939,25046415,"cyp2r1 protein, human)"
13939,25046415,cholestanetriol 26-monooxygenase)
13940,24554510,micrornas)
13941,23531951,"antibodies, monoclonal, murine-derived)"
13941,23531951,"antigens, cd20)"
13941,23531951,immunologic factors)
13941,23531951,rituximab)
13942,24519110,contrast media)
13942,24519110,organometallic compounds)
13942,24519110,gadobenic acid)
13942,24519110,meglumine)
13943,26888268,immunoglobulin g)
13945,26397888,glucocorticoids)
13947,25109914,"antibodies, monoclonal)"
13947,25109914,"antibodies, monoclonal, murine-derived)"
13947,25109914,"antigens, cd20)"
13947,25109914,immunoglobulin g)
13947,25109914,immunologic factors)
13947,25109914,"receptors, tumor necrosis factor)"
13947,25109914,tumor necrosis factor-alpha)
13947,25109914,rituximab)
13947,25109914,infliximab)
13947,25109914,selenium)
13947,25109914,etanercept)
13948,24938636,"antibodies, monoclonal, humanized)"
13948,24938636,alemtuzumab)
13949,24838983,autoantibodies)
13949,24838983,"receptors, thyrotropin)"
13950,24780075,cysteine-rich protein 61)
13950,24780075,immediate-early proteins)
13950,24780075,tristetraprolin)
13950,24780075,tumor suppressor proteins)
13950,24780075,"zfp36 protein, human)"
13950,24780075,"btg2 protein, human)"
13950,24780075,"scd1 protein, human)"
13950,24780075,stearoyl-coa desaturase)
13955,24443787,"antigens, surface)"
13955,24443787,antithyroid agents)
13955,24443787,methimazole)
13956,25627049,papillary thyroid microcarcinoma
13957,25039242,"antibodies, monoclonal, murine-derived)"
13957,25039242,"immunoglobulins, thyroid-stimulating)"
13957,25039242,immunosuppressive agents)
13957,25039242,thyrotropin-binding inhibitory immunoglobulin)
13957,25039242,triiodothyronine)
13957,25039242,rituximab)
13957,25039242,thyrotropin)
13957,25039242,thyroxine)
13958,25602127,biomarkers)
13958,25602127,glucocorticoids)
13958,25602127,hydrocortisone)
13958,25602127,methylprednisolone)
13959,24758182,"5-quinoxalin-6-ylmethylenethiazolidine-2,4-dione)"
13959,24758182,chromones)
13959,24758182,morpholines)
13959,24758182,phosphoinositide-3 kinase inhibitors)
13959,24758182,protein kinase inhibitors)
13959,24758182,quinoxalines)
13959,24758182,"receptors, thyrotropin)"
13959,24758182,thiazolidinediones)
13959,24758182,2-(4-morpholinyl)-8-phenyl-4h-1-benzopyran-4-one)
13959,24758182,hyaluronic acid)
13959,24758182,"receptor, igf type 1)"
13960,26222916,antithyroid agents)
13960,26222916,triiodothyronine)
13960,26222916,potassium iodide)
13960,26222916,methimazole)
13960,26222916,thyrotropin)
13960,26222916,thyroxine)
13962,25839128,autoantibodies)
13962,25839128,cd28 antigens)
13962,25839128,cd40 antigens)
13962,25839128,"receptors, thyrotropin)"
13962,25839128,triiodothyronine)
13962,25839128,thyrotropin)
13962,25839128,thyroxine)
13966,25025391,methylprednisolone)
13969,25984670,thyroid hormones)
13971,25576172,e-selectin)
13971,25576172,nf-kappa b)
13971,25576172,"rna, messenger)"
13971,25576172,"sele protein, human)"
13971,25576172,vascular cell adhesion molecule-1)
13971,25576172,cd40 ligand)
13971,25576172,ec 2.7.1.
13971,25576172,mitogen-activated protein kinases)
13972,24726178,antithyroid agents)
13972,24726178,"immunoglobulins, thyroid-stimulating)"
13972,24726178,thyrotropin-binding inhibitory immunoglobulin)
13972,24726178,thyrotropin)
13972,24726178,thyroxine)
13973,24708100,apeced protein)
13973,24708100,"antigens, cd34)"
13973,24708100,autoantigens)
13973,24708100,iron-binding proteins)
13973,24708100,"receptors, thyrotropin)"
13973,24708100,symporters)
13973,24708100,transcription factors)
13973,24708100,sodium-iodide symporter)
13973,24708100,thyroglobulin)
13973,24708100,"tpo protein, human)"
13973,24708100,iodide peroxidase)
13974,25592445,autoantibodies)
13974,25592445,thyroxine)
13975,25843331,antithyroid agents)
13975,25843331,biomarkers)
13975,25843331,blood glucose)
13975,25843331,serum albumin)
13975,25843331,triglycerides)
13975,25843331,ischemia-modified albumin)
13975,25843331,malondialdehyde)
13975,25843331,thyrotropin)
13975,25843331,cholesterol)
13975,25843331,"serum albumin, human)"
13976,25122677,histones)
13976,25122677,interferon-alpha)
13976,25122677,kruppel-like transcription factors)
13976,25122677,promyelocytic leukemia zinc finger protein)
13976,25122677,"rna, messenger)"
13976,25122677,"receptors, thyrotropin)"
13976,25122677,"zbtb16 protein, human)"
13977,25351654,iodine radioisotopes)
13977,25351654,radiopharmaceuticals)
13979,24668239,autoantibodies)
13979,24668239,triiodothyronine)
13979,24668239,iodide peroxidase)
13980,24412123,antioxidants)
13980,24412123,fluorescent dyes)
13980,24412123,ophthalmic solutions)
13980,24412123,quinolones)
13980,24412123,rose bengal)
13980,24412123,rebamipide)
13980,24412123,alanine)
13980,24412123,fluorescein)
