,PMID,Other_terms
4066,31176495,fístula
4067,31176495,hipertiroidismo
4068,31176495,hyperthyroidism
4069,31176495,orbit
4070,31176495,orbitopatía tiroidea
4071,31176495,strabismus
4072,31176495,thyroid orbitopathy
4073,31176495,órbita
4075,29866676,stroke
4076,29866676,thyroid disease cois
4077,29371709,"grave's disease, pcr-rflp, snps, cd 28, cd 40."
4078,31672295,cytology
4079,31672295,false-negative diagnoses
4080,31672295,false-positive diagnoses
4081,31672295,fine-needle aspiration
4082,31672295,thyroid cancer
4083,31672295,thyroid nodule cois this work did not receive any specific grant funding.
4084,31587179,adverse events
4085,31587179,graves’ disease
4086,31587179,graves’ orbitopathy
4087,31587179,oral prednisone
4088,31587179,radioiodine
4089,31587179,steroid prophylaxis
4090,31207925,graves’ disease
4091,31207925,oxidative stress
4092,31207925,thiol/disulphide homeostasis cois
4093,31091045,*graves’ disease
4094,31091045,*alpha-2-macroglobulin
4095,31091045,*cytokines
4096,31091045,*lactoferrin
4097,30618332,*graves' disease
4098,30618332,*autoimmunity
4099,30618332,*peptides
4100,30618332,*thyroid
4103,29383806,*hla
4104,29383806,*association study
4105,29383806,*autoimmunity
4106,29383806,*haplotype
4107,29383806,*type 1 diabetes
4109,30474825,acute pancreatitis
4110,30474825,drug-induced pancreatitis
4111,30474825,methimazole
4114,29566435,*graves’ disease
4115,29566435,*anaemia
4116,29566435,*haemoglobin
4117,29566435,*hyperthyroidism
4118,29566435,*thyroid function tests
4119,29566435,*thyroid hormones
4120,29566435,*thyrotoxicosis
4121,29412482,*3d reconstruction
4122,29412482,*orbital soft tissue volume
4123,29412482,*thyroid associated ophthalmopathy
4124,31301652,mutation
4125,31301652,polymorphism
4126,31301652,thyroid digenesis
4127,31301652,thyroid gland
4128,31301652,thyroid hormones
4129,31612654,decompression
4130,31612654,extraocular muscles
4131,31612654,graves ophthalmopathy
4132,31612654,optic nerve
4133,31612654,optical coherence tomogrphy cois
4134,31538314,cytokine
4135,31538314,graves’ orbitopathy
4136,31538314,human leukocyte antigen
4137,31538314,immunohistochemistry
4138,31538314,orbital tissue
4139,31538314,tsh receptor
4140,31202168,drug-induced liver injury
4141,31202168,human leukocyte antigens
4142,31202168,methimazole
4143,31202168,molecular docking
4147,30086864,*graves' disease
4148,30086864,*childhood
4149,30086864,*fetus
4150,30086864,*hyperthyroidism
4151,30086864,*neonates
4153,30414981,*biomarkers
4154,30414981,*fibrosis
4155,30414981,*graves' disease
4156,30414981,*inflammatory cytokines
4157,30414981,*orbitopathy
4158,30414981,*pai-1
4159,30414981,*plasmin cascade
4160,30414981,*serpins
4161,30414981,*tgf-β
4162,30414981,*tissue remodeling cois
4163,31446546,131i therapy
4164,31446546,hyperthyroidism
4165,31446546,hypothyroidism
4166,31446546,ku-70
4167,31446546,radiosensitivity
4168,29101123,*experimental laboratory cois
4169,31023005,*graves’ disease
4170,31023005,*methimazole
4171,31023005,*selenium
4172,31023005,*trab
4173,31023005,*tpoab
4174,31023005,*tgab cois
4176,29256262,*ago
4177,29256262,*autoimmune thyroid disease
4178,29256262,*intractability
4179,29256262,*polymorphism
4180,29256262,*severity
4182,29300515,b-cell lymphoma
4183,29300515,graves’ orbitopathy
4184,29300515,r-chop
4185,29300515,rituximab
4186,29300515,immunochemotherapy
4187,29300515,thyroid orbitopathy
4191,29308951,alexis retractor
4192,29308951,retractor
4193,29308951,lateral orbit
4194,29308951,thyroid eye disease
4196,31162982,eyelid retraction
4197,31162982,hering’s phenomenon
4198,31162982,mueller’s muscle-conjunctiva resection
4199,31162982,marginal reflex distance
4200,31162982,phenylephrine test
4201,31162982,thyroid eye disease
4202,30012381,anemarrhena bunge
4203,30012381,case report
4204,30012381,graves’ disease
4205,30012381,herbal decoction
4206,30012381,tsh binding inhibitory immunoglobulins
4207,30012381,thyroid stimulating hormone
4215,31740989,*grave’s disease
4216,31740989,*hepatotoxicity
4217,31740989,*mao-a
4218,31740989,*metabolomics
4219,31740989,*methimazole
4220,31740989,*ugt1a1*6
4223,30913888,adjustable sutures
4224,30913888,congenital fibrosis of the extraocular muscles
4225,30913888,double elevator palsy
4226,30913888,thyroid eye disease
4227,30913888,transposition procedure sec. knapp
4228,30913888,vertical strabismus
4229,30103255,*graves’ orbitopathy
4230,30103255,*methotrexate
4231,30103255,*methylprednisolone
4232,30103255,*steroid-sparing agents
4233,30103255,*thyroid eye disease
4234,29652204,corticoresistant
4235,29652204,graves’ orbitopathy
4236,29652204,low-dose
4237,29652204,rituximab
4238,29652204,treatment
4239,29491282,graves' disease
4240,29491282,central diabetes insipidus
4241,29491282,hyperthyroidism
4242,29491282,lymphocytic infundibulo-neurohypophysitis and thyroid crisis
4243,31194638,*graves' disease
4244,31194638,*autoimmune thyroid disease
4245,31194638,*desensitization
4246,31194638,*immunomodulation
4247,31194638,*peptide immunotherapy
4248,31194638,"*thyroid stimulating hormone receptor cois attending study meetings and for ad hoc advice. s.h.s.p. has received speaker fees from sanofi, quidel, and berlin-chemie. c.d. has consulted for apitope, has received speaker fees, and has consulted for sanofi-genzyme. d.c.w. serves as chief scientific officer for apitope technology (bristol) ltd. and apitope international nv on a consultative basis; is on the scientific advisory board for apitope international nv and has sat on scientific advisory boards for actelion pharma and zealand pharma; received travel funding from apitope international nv; is a senior editor for immunotherapy; holds patents for peptides, tolerization-inducing composition, fviii peptides, and their use in tolerizing hemophiliacs, composition, disease markers, tolerogenic peptides from mbp, peptide selection method, and improvements relating to influenza vaccine; has consulted for peptide therapeutics ltd., teva, gsk bio, hoffmann-la roche, novartis, dti, and the food standards agency; received research support within the past three years from apitope international nv, ucb celltech, mrc, the immune tolerance network, and the wellcome trust; holds stock and stock options with apitope international nv; and was an expert witness for geron. k.b. is employed by apitope technology (bristol) ltd. n.o. was a contractor to apitope technology (bristol) ltd., a subsidiary of apitope international nv. l.j. is an employee of apitope international nv. t.w.-s. was an employee of apitope technology (bristol) ltd., a subsidiary of apitope international nv. c.c. serves as chief medical officer for apitope technology (bristol) ltd. and apitope international nv on a consultative basis. k.f.m. was an executive director of apitope international nv and its subsidiary, apitope technology (bristol) ltd. he was an employee of apitope technology (bristol) ltd. he is currently a non-executive director of and shareholder in apitope international nv. p.p. consults for ibsa. b.v. has received speaker fees from berlin-chemie. s.r. has received speaker fees from merck plc and abbott india ltd. g.j.k. consults for apitope and quidel and has received speaker fees from merck and berlin-chemie. k.b., j.g., c.e.h., i.m., r.d.m., and f.w. report no disclosures."
4250,30562606,ampk/mtor signaling pathway
4251,30562606,orbital preadipocyte
4252,30562606,sf1
4253,30562606,thyroid-associated ophthalmopathy
4255,29037117,*graves'
4256,29037117,"*disease, relapse, predictive biomarker, siglec1, ifn signature"
4259,29397435,aldehyde dehydrogenase 2
4260,29397435,autoantigen
4261,29397435,graves’ orbitopathy
4262,29397435,orbital fat
4263,29397435,proteomic analysis
4265,31271712,*graves’ disease
4266,31271712,*acromegaly
4267,31271712,*case report
4268,31271712,*panhypopituitarism
4269,31271712,*radiosurgical treatment
4270,31271712,*secondary hypothyroidism
4271,31271712,*thyrotoxicosis
4273,30674011,16s rrna gene
4274,30674011,graves’ orbitopathy (go)
4275,30674011,gut microbiota
4276,30674011,thyrotropin receptor antibody (trab)
4278,30269213,graves’ disease
4279,30269213,hyperthyroidism
4280,30269213,robotic-assisted surgery
4281,30269213,surgical outcomes
4282,29848886,th2
4283,29848886,autoimmune thyroid disease
4284,29848886,intractability
4285,29848886,polymorphism
4286,29848886,severity
4288,30938833,cd4+p35+ebi3+t cell
4289,30938833,graves’ disease
4290,30938833,immunology
4291,30938833,interleukin 35
4297,29058517,thyroid eye disease
4298,29058517,abducens nerve
4299,29058517,orbital decompression
4300,30777066,corneal dynamic scheimpflug analyser
4301,30777066,corvis st
4302,30777066,graves ophthalmopathy
4303,30777066,orbital soft tissue
4304,30777066,whole eye movement cois the tenets of the declaration of helsinki and received institutional review board (irb) approval from seoul st. mary’s hospital for the analysis of their medical records. the need for consent was waived by irb (name of irb: cmc irb). consent for publication: not applicable. competing interests: hhs is a member of the editorial board (associate editor) of bmc ophthalmology. the other authors declare that they have no competing interests. the authors declare that they have no financial competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
4305,30297028,*dry eye disease
4306,30297028,*graves' ophthalmopathy
4307,30297028,*tear break up time
4308,30297028,*tear osmolarity
4309,30297028,*thyroid eye disease
4310,30232923,*graves' disease
4311,30232923,*x chromosome
4312,30232923,*association analysis
4313,30232923,*dosage compensation
4314,30232923,*genetic model
4315,29875930,graves´ disease
4316,29875930,hyperthyroidism
4317,29875930,nuclear medicine
4318,29875930,thyroid neoplasms
4319,29377729,*ct
4320,29377729,*thyroid eye disease
4321,29377729,*exophthalmometer
4322,29377729,*exophthalmos
4323,30470210,intraoperative relaxed muscle positioning
4324,30470210,restrictive strabismus
4325,30470210,thyroid orbitopathy cois approval from the local ethical committee (cerrahpasa ethics committee) was received. informed consent was obtained from the patients for the participation in the study. consent for publication: additional consent was obtained from the patients whose preoperative and postoperative photos were used in the manuscript. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
4326,31705696,graves disease
4327,31705696,hashimoto thyroiditis
4328,31705696,superb microvascular imaging
4329,31705696,chronic autoimmune thyroiditis
4330,31705696,color doppler
4331,31705696,vascularity index
4332,31310160,*graves' disease
4333,31310160,*long-term
4334,31310160,*methimazole
4335,31310160,*remission rates
4337,30384566,*shear wave elastography
4338,30384566,*virtual touch tissue imaging quantification
4339,30384566,*thyroid
4340,30384566,*hashimoto’s thyroiditis
4341,30384566,*graves’ disease
4342,30281845,*b-lymphocytes
4343,30281845,*b-cell activating factor
4344,30281845,*graves
4345,30281845,*autoimmune
4346,30281845,*disease
4347,30281845,*genotyping
4348,30281845,*polymorphism
4349,30281845,*thyroid
4350,29478847,breast cancer
4351,29478847,cancer du sein
4352,29478847,graves’ disease
4353,29478847,hyperthyroidism
4354,29478847,hyperthyroïdie
4355,29478847,maladie de basedow
4356,29478847,thyroxine
4357,29478847,triiodothyronine
4358,31690110,graves’ orbitopathy
4359,31690110,endoscopic orbital decompression
4360,31690110,feasibility
4361,31690110,robotic endoscope guiding system
4362,31690110,robotic surgery
4363,31209622,ablation techniques
4364,31209622,graves’ disease
4365,31209622,high-intensity focused ultrasound ablation
4366,31209622,interventional ultrasonography
4367,31209622,thyrotoxicosis
4368,31203506,cosmesis
4369,31203506,endoscopic surgery
4370,31203506,graves’ ophthalmopathy
4371,31203506,optic nerve
4372,31203506,orbital decompression
4375,28181061,amsterdam declaration
4376,28181061,graves’ disease
4377,28181061,joint thyroid eye clinic
4378,28181061,ophthalmopathy
4379,28181061,thyroid
4380,31552761,*il-6
4381,31552761,*autoimmune thyroid disease
4382,31552761,*intractability
4383,31552761,*methylation
4384,31552761,*severity
4385,31308303,abo
4386,31308303,blood groups
4387,31308303,hashimoto
4388,31308303,thyroid
4389,31184281,*graves' disease
4390,31184281,*thyroglobulin antibody
4391,31184281,*thyroid peroxidase antibody
4392,31184281,*thyroiditis
4393,31184281,*thyrotropin receptor
4394,31184281,*transgenics cois
4395,31111437,pd-1 inhibitor
4396,31111437,pdl-1 inhibitor
4397,31111437,pembrolizumab
4398,31111437,small cell carcinoma of ovary
4399,31111437,thyroid
4400,31111437,thyroiditis
4401,31111437,thyrotoxicosis
4403,29319128,graves’ disease
4404,29319128,hif-1α
4405,29319128,pdgf-bb
4406,29319128,immunology
4407,29319128,macrophages
4410,28548552,biomarker
4411,28548552,ccn1
4412,28548552,cyr61
4413,28548552,inflammation
4414,28548552,thyroid ophthalmopathy
4415,31473202,biotin
4416,31473202,biotin interference
4417,31473202,biotin supplements
4418,31473202,immunoassay
4420,31554206,b lymphocytes
4421,31554206,graves’ disease
4422,31554206,t lymphocytes
4423,31554206,toll-like receptor 2
4424,31554206,toll-like receptor 4
4425,31554206,cytokines cois
4426,31134819,*graves’ disease
