,PMID,Other_term
5322,29566435,*graves’ disease---*anaemia---*haemoglobin---*hyperthyroidism---*thyroid function tests---*thyroid hormones---*thyrotoxicosis
5323,29412482,*3d reconstruction---*orbital soft tissue volume---*thyroid associated ophthalmopathy
5324,31301652,mutation---polymorphism---thyroid digenesis---thyroid gland---thyroid hormones
5325,31612654,decompression---extraocular muscles---graves ophthalmopathy---optic nerve---optical coherence tomogrphy cois
5326,31538314,cytokine---graves’ orbitopathy---human leukocyte antigen---immunohistochemistry---orbital tissue---tsh receptor
5327,31202168,drug-induced liver injury---human leukocyte antigens---methimazole---molecular docking
5331,30086864,*graves' disease---*childhood---*fetus---*hyperthyroidism---*neonates
5333,30414981,*biomarkers---*fibrosis---*graves' disease---*inflammatory cytokines---*orbitopathy---*pai-1---*plasmin cascade---*serpins---*tgf-β---*tissue remodeling cois
5334,31446546,131i therapy---hyperthyroidism---hypothyroidism---ku-70---radiosensitivity
5335,29101123,*experimental laboratory cois
5336,31023005,*graves’ disease---*methimazole---*selenium---*trab---*tpoab---*tgab cois
5338,29256262,*ago---*autoimmune thyroid disease---*intractability---*polymorphism---*severity
5340,29300515,b-cell lymphoma---graves’ orbitopathy---r-chop---rituximab---immunochemotherapy---thyroid orbitopathy
5341,31243250,igg4---hypertrophic pachymeningitis---non-caseating granuloma---sarcoidosis
5342,31752761,bilateral cataract---hypocalcemia---hypoparathyroidism---serum calcium and ethiopia---tetany---total thyroidectomy cois authors have any proprietary interests or conflicts of interest related to this submission.
5343,31820353,iodine---kombu---risk assessment---seaweeds---toxic risk---wakame
5348,29308951,alexis retractor---retractor---lateral orbit---thyroid eye disease
5349,31162982,eyelid retraction---hering’s phenomenon---mueller’s muscle-conjunctiva resection---marginal reflex distance---phenylephrine test---thyroid eye disease
5350,30012381,anemarrhena bunge---case report---graves’ disease---herbal decoction---tsh binding inhibitory immunoglobulins---thyroid stimulating hormone
5359,31740989,*grave’s disease---*hepatotoxicity---*mao-a---*metabolomics---*methimazole---*ugt1a1*6
5362,30913888,adjustable sutures---congenital fibrosis of the extraocular muscles---double elevator palsy---thyroid eye disease---transposition procedure sec. knapp---vertical strabismus
5363,30103255,*graves’ orbitopathy---*methotrexate---*methylprednisolone---*steroid-sparing agents---*thyroid eye disease
5364,29652204,corticoresistant---graves’ orbitopathy---low-dose---rituximab---treatment
5365,29491282,graves' disease---central diabetes insipidus---hyperthyroidism---lymphocytic infundibulo-neurohypophysitis and thyroid crisis
5366,31194638,"*graves' disease---*autoimmune thyroid disease---*desensitization---*immunomodulation---*peptide immunotherapy---*thyroid stimulating hormone receptor cois attending study meetings and for ad hoc advice. s.h.s.p. has received speaker fees from sanofi, quidel, and berlin-chemie. c.d. has consulted for apitope, has received speaker fees, and has consulted for sanofi-genzyme. d.c.w. serves as chief scientific officer for apitope technology (bristol) ltd. and apitope international nv on a consultative basis; is on the scientific advisory board for apitope international nv and has sat on scientific advisory boards for actelion pharma and zealand pharma; received travel funding from apitope international nv; is a senior editor for immunotherapy; holds patents for peptides, tolerization-inducing composition, fviii peptides, and their use in tolerizing hemophiliacs, composition, disease markers, tolerogenic peptides from mbp, peptide selection method, and improvements relating to influenza vaccine; has consulted for peptide therapeutics ltd., teva, gsk bio, hoffmann-la roche, novartis, dti, and the food standards agency; received research support within the past three years from apitope international nv, ucb celltech, mrc, the immune tolerance network, and the wellcome trust; holds stock and stock options with apitope international nv; and was an expert witness for geron. k.b. is employed by apitope technology (bristol) ltd. n.o. was a contractor to apitope technology (bristol) ltd., a subsidiary of apitope international nv. l.j. is an employee of apitope international nv. t.w.-s. was an employee of apitope technology (bristol) ltd., a subsidiary of apitope international nv. c.c. serves as chief medical officer for apitope technology (bristol) ltd. and apitope international nv on a consultative basis. k.f.m. was an executive director of apitope international nv and its subsidiary, apitope technology (bristol) ltd. he was an employee of apitope technology (bristol) ltd. he is currently a non-executive director of and shareholder in apitope international nv. p.p. consults for ibsa. b.v. has received speaker fees from berlin-chemie. s.r. has received speaker fees from merck plc and abbott india ltd. g.j.k. consults for apitope and quidel and has received speaker fees from merck and berlin-chemie. k.b., j.g., c.e.h., i.m., r.d.m., and f.w. report no disclosures."
5368,30562606,ampk/mtor signaling pathway---orbital preadipocyte---sf1---thyroid-associated ophthalmopathy
5370,29037117,"*graves'---*disease, relapse, predictive biomarker, siglec1, ifn signature"
5373,29397435,aldehyde dehydrogenase 2---autoantigen---graves’ orbitopathy---orbital fat---proteomic analysis
5375,31271712,*graves’ disease---*acromegaly---*case report---*panhypopituitarism---*radiosurgical treatment---*secondary hypothyroidism---*thyrotoxicosis
5377,30674011,16s rrna gene---graves’ orbitopathy (go)---gut microbiota---thyrotropin receptor antibody (trab)
5379,30269213,graves’ disease---hyperthyroidism---robotic-assisted surgery---surgical outcomes
5380,29848886,th2---autoimmune thyroid disease---intractability---polymorphism---severity
5382,30938833,cd4+p35+ebi3+t cell---graves’ disease---immunology---interleukin 35
5386,30707410,early diagnosis of rth β---rth β management---resistance to thyroid hormones---spanish cohort---thrb gene
5387,29333819,autoimmune thyroiditis---child---hashimoto's disease---hypothyroidism
5388,30595314,autopsy---hypothyroidism---ischemic heart disease---thyroid
5389,29319359,hyperthyroidism---hypothyroidism---pregnancy and thyroid---prevention---screening---thyroid cancer---thyroid disease
5390,31671395,choriocarcinoma---germ cell tumors---human chorionic gonadotropin---hyperthyroidism
5391,31238185,carotid body tumor---ectopic thyroid---in-111 pentetreotide---paraganglioma
5392,30521675,*goiter---*health insurance---*socioeconomic disparities---*thyroid disease---*thyroid volume
5395,29058517,thyroid eye disease---abducens nerve---orbital decompression
5396,30777066,corneal dynamic scheimpflug analyser---corvis st---graves ophthalmopathy---orbital soft tissue---whole eye movement cois the tenets of the declaration of helsinki and received institutional review board (irb) approval from seoul st. mary’s hospital for the analysis of their medical records. the need for consent was waived by irb (name of irb: cmc irb). consent for publication: not applicable. competing interests: hhs is a member of the editorial board (associate editor) of bmc ophthalmology. the other authors declare that they have no competing interests. the authors declare that they have no financial competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
5397,30470210,intraoperative relaxed muscle positioning---restrictive strabismus---thyroid orbitopathy cois approval from the local ethical committee (cerrahpasa ethics committee) was received. informed consent was obtained from the patients for the participation in the study. consent for publication: additional consent was obtained from the patients whose preoperative and postoperative photos were used in the manuscript. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
5398,30297028,*dry eye disease---*graves' ophthalmopathy---*tear break up time---*tear osmolarity---*thyroid eye disease
5399,30232923,*graves' disease---*x chromosome---*association analysis---*dosage compensation---*genetic model
5400,29875930,graves´ disease---hyperthyroidism---nuclear medicine---thyroid neoplasms
5401,29377729,*ct---*thyroid eye disease---*exophthalmometer---*exophthalmos
5402,31705696,graves disease---hashimoto thyroiditis---superb microvascular imaging---chronic autoimmune thyroiditis---color doppler---vascularity index
5403,31310160,*graves' disease---*long-term---*methimazole---*remission rates
5405,30384566,*shear wave elastography---*virtual touch tissue imaging quantification---*thyroid---*hashimoto’s thyroiditis---*graves’ disease
5406,30281845,*b-lymphocytes---*b-cell activating factor---*graves---*autoimmune---*disease---*genotyping---*polymorphism---*thyroid
5407,29478847,breast cancer---cancer du sein---graves’ disease---hyperthyroidism---hyperthyroïdie---maladie de basedow---thyroxine---triiodothyronine
5408,31690110,graves’ orbitopathy---endoscopic orbital decompression---feasibility---robotic endoscope guiding system---robotic surgery
5409,31209622,ablation techniques---graves’ disease---high-intensity focused ultrasound ablation---interventional ultrasonography---thyrotoxicosis
5410,31203506,cosmesis---endoscopic surgery---graves’ ophthalmopathy---optic nerve---orbital decompression
5413,28181061,amsterdam declaration---graves’ disease---joint thyroid eye clinic---ophthalmopathy---thyroid
5414,31552761,*il-6---*autoimmune thyroid disease---*intractability---*methylation---*severity
