,PMID,Publication_type
25308,25340407,journal article
25309,25340407,"research support, n.i.h., extramural"
25310,25432218,journal article
25311,25432218,review
25312,25231452,journal article
25313,25231452,review
25314,25146390,journal article
25315,25146390,review
25316,26436933,english abstract
25317,26436933,journal article
25318,26436933,review
25319,26443487,journal article
25320,26443487,"research support, n.i.h., extramural"
25321,26443487,"research support, non-u.s. gov't"
25322,26443487,"research support, u.s. gov't, non-p.h.s."
25323,26443487,review
25324,26367410,case reports
25325,26367410,english abstract
25326,26367410,journal article
25327,25153684,journal article
25328,25153684,"research support, non-u.s. gov't"
25329,24728536,journal article
25330,25090772,english abstract
25331,25090772,journal article
25332,24595482,journal article
25333,26680495,journal article
25334,26680495,"research support, non-u.s. gov't"
25335,26680495,review
25336,26012440,news
25337,24502377,journal article
25338,24502377,"research support, u.s. gov't, non-p.h.s."
25339,24253155,comment
25340,24253155,letter
25341,25499094,english abstract
25342,25499094,journal article
25343,25499094,review
25344,25002182,journal article
25345,25002182,"research support, non-u.s. gov't"
25346,25242682,journal article
25347,24424182,journal article
25348,24424182,review
25349,24295043,journal article
25350,24295043,practice guideline
25351,24629914,case reports
25352,24629914,letter
25353,24880605,evaluation study
25354,24880605,journal article
25355,24880605,multicenter study
25356,26194562,historical article
25357,26194562,journal article
25358,24444288,journal article
25359,24444288,review
25360,26137616,journal article
25361,26137616,randomized controlled trial
25362,25161096,journal article
25363,24975975,case reports
25364,24975975,journal article
25365,24975975,review
25366,26389933,journal article
25367,26389933,"research support, non-u.s. gov't"
25368,26389933,retracted publication
25369,25487591,case reports
25370,25487591,journal article
25371,25194429,journal article
25372,25194429,"research support, non-u.s. gov't"
25373,25194429,review
25374,25789588,journal article
25375,25432523,comparative study
25376,25432523,journal article
25377,24519672,journal article
25378,26319784,journal article
25379,26319784,"research support, non-u.s. gov't"
25380,25594634,comparative study
25381,25594634,evaluation study
25382,25594634,journal article
25383,26218498,journal article
25384,26218498,review
25385,26181432,journal article
25386,26181432,review
25387,25981745,journal article
25388,25981745,"research support, non-u.s. gov't"
25389,25310511,case reports
25390,25310511,letter
25391,23991912,comment
25392,23991912,letter
25393,25325212,case reports
25394,25325212,journal article
25395,26299079,comparative study
25396,26299079,journal article
25397,26299079,"research support, non-u.s. gov't"
25398,24906675,journal article
25399,24906675,review
25400,25089233,case reports
25401,25089233,journal article
25402,26351787,journal article
25403,25614405,journal article
25404,26652525,case reports
25405,26652525,journal article
25406,26081546,journal article
25407,26293122,journal article
25408,26293122,review
25409,25629792,comparative study
25410,25629792,journal article
25411,25629792,"research support, non-u.s. gov't"
25412,25667715,case reports
25413,25667715,journal article
25414,25528207,case reports
25415,25528207,journal article
25416,25047199,journal article
25417,25047199,"research support, non-u.s. gov't"
25418,25047199,review
25419,24913238,journal article
25420,24913238,"research support, non-u.s. gov't"
25421,24913238,review
25422,25613936,journal article
25423,25613936,review
25424,26591215,english abstract
25425,26591215,journal article
25426,25602312,journal article
25427,25602312,"research support, non-u.s. gov't"
25428,25777757,journal article
25429,25777757,review
25430,25100369,journal article
25431,25100369,review
25432,25291863,journal article
25433,25592327,journal article
25434,25047207,journal article
25435,25047207,review
25436,25867812,journal article
25437,25867812,randomized controlled trial
25438,26252111,journal article
25439,24651704,journal article
25440,24651704,"research support, n.i.h., extramural"
25441,24651704,"research support, non-u.s. gov't"
25442,24651704,review
25443,26118094,clinical trial
25444,26118094,journal article
25445,25765090,journal article
25446,25765090,"research support, non-u.s. gov't"
25447,25845937,case reports
25448,25845937,journal article
25449,25047210,journal article
25450,25047210,review
25451,25047201,journal article
25452,25047201,review
25453,25689359,case reports
25454,25689359,journal article
25455,26322426,journal article
25456,26322426,review
25457,24900955,journal article
25458,24900955,"research support, non-u.s. gov't"
25459,25047205,journal article
25460,25047205,"research support, non-u.s. gov't"
25461,25047205,review
25462,24595624,journal article
25463,25675764,english abstract
25464,25675764,journal article
25465,24462913,journal article
25466,24462913,review
25467,25149085,case reports
25468,25149085,journal article
25469,25149085,review
25470,24967886,journal article
25471,24967886,"research support, non-u.s. gov't"
25472,24967886,review
25473,24967886,systematic review
25474,25047206,journal article
25475,25047206,"research support, non-u.s. gov't"
25476,25047206,review
25477,26337337,journal article
25478,26337337,review
25479,24898902,case reports
25480,24898902,journal article
25481,25047202,journal article
25482,25047202,review
25483,25047204,journal article
25484,25047204,review
25485,26707670,case reports
25486,26707670,journal article
25487,24684455,clinical trial
25488,24684455,journal article
25489,24645147,comment
25490,24645147,letter
25491,25047198,editorial
25492,25047198,historical article
25493,25047198,introductory journal article
25494,25633667,journal article
25495,25633667,"research support, non-u.s. gov't"
25496,26219934,comment
25497,26219934,editorial
25498,25621464,journal article
25499,25621464,"research support, non-u.s. gov't"
25500,24279482,journal article
25501,25758571,journal article
25502,25758571,"research support, non-u.s. gov't"
25503,25675383,case reports
25504,25675383,journal article
25505,25675383,"research support, non-u.s. gov't"
25506,24628230,case reports
25507,24628230,journal article
25508,24589354,journal article
25509,25204089,english abstract
25510,25204089,journal article
25511,25204089,review
25512,25128909,journal article
25513,24341527,"clinical trial, phase 2"
25514,24341527,journal article
25515,24341527,multicenter study
25516,24341527,randomized controlled trial
25517,24341527,"research support, non-u.s. gov't"
25518,26978015,english abstract
25519,26978015,journal article
25520,24706172,journal article
25521,24706172,review
25522,24703798,comment
25523,24703798,letter
25524,25365200,english abstract
25525,25365200,journal article
25526,25896315,journal article
25527,24770830,english abstract
25528,24770830,journal article
25529,24770830,review
25530,24600776,case reports
25531,24600776,journal article
25532,25465459,case reports
25533,25465459,journal article
25534,25465459,review
25535,26261619,case reports
25536,26261619,journal article
25537,26261619,review
25538,25047200,journal article
25539,25047200,review
25540,25047200,systematic review
25541,27057257,case reports
25542,27057257,journal article
25543,27057257,review
25544,24759378,journal article
25545,24759378,"research support, non-u.s. gov't"
25546,25257282,case reports
25547,25257282,journal article
25548,25395482,case reports
25549,25395482,journal article
25550,23899670,case reports
25551,23899670,journal article
25552,25552006,case reports
25553,25552006,news
25554,26115956,case reports
25555,26115956,journal article
25556,25008310,comment
25557,25008310,letter
25558,26315874,journal article
25559,26315874,review
25560,25451712,case reports
25561,25451712,journal article
25562,25528853,journal article
25563,25827666,case reports
25564,25827666,journal article
25565,24424139,comment
25566,24424139,letter
25567,25790698,english abstract
25568,25790698,journal article
25569,25790698,randomized controlled trial
25570,23571468,journal article
25571,25772969,case reports
25572,25772969,letter
25573,25412943,journal article
25574,24897989,case reports
25575,24897989,journal article
25576,25306607,english abstract
25577,25306607,journal article
25578,25780251,comment
25579,25780251,letter
25580,26069028,case reports
25581,26069028,journal article
25582,25551354,case reports
25583,25551354,journal article
25584,25554432,case reports
25585,25554432,journal article
25586,25448170,case reports
25587,25448170,journal article
25588,27089722,english abstract
25589,27089722,journal article
25590,24524468,journal article
25591,26163018,journal article
25592,25900848,journal article
25593,26887146,case reports
25594,26887146,journal article
25595,26132181,journal article
25596,26132181,"research support, non-u.s. gov't"
25597,24945422,journal article
25598,24718523,evaluation study
25599,24718523,journal article
25600,24718523,"research support, non-u.s. gov't"
25601,26039459,case reports
25602,26039459,english abstract
25603,26039459,journal article
25604,25754167,case reports
25605,25754167,journal article
25606,24089994,journal article
25607,24089994,"research support, non-u.s. gov't"
25608,25927843,case reports
25609,25927843,journal article
25610,25927843,review
25611,26351786,journal article
25612,25971175,case reports
25613,25971175,journal article
25614,26545695,journal article
25615,26826478,journal article
25616,26826478,multicenter study
25617,25666355,journal article
25618,25666355,"research support, non-u.s. gov't"
25619,25950909,journal article
25620,25950909,"research support, non-u.s. gov't"
25621,26827451,journal article
25622,24774362,comment
25623,24774362,letter
25624,25227667,historical article
25625,25227667,journal article
25626,24720252,letter
25627,26188228,journal article
25628,26188228,"research support, non-u.s. gov't"
25629,25167783,comparative study
25630,25167783,journal article
25631,25167783,"research support, non-u.s. gov't"
25632,25349184,case reports
25633,25349184,journal article
25634,24057592,case reports
25635,24057592,journal article
25636,25244283,case reports
25637,25244283,journal article
25638,25804915,journal article
25639,25667686,case reports
25640,25667686,journal article
25641,26305196,journal article
25642,25033560,english abstract
25643,25033560,journal article
25644,24881131,journal article
25645,25350184,journal article
25646,26763840,journal article
25647,25719296,comparative study
25648,25719296,journal article
25649,26252202,journal article
25650,26252202,meta-analysis
25651,26252202,review
25652,26252202,systematic review
25653,25031137,journal article
25654,25031137,"research support, non-u.s. gov't"
25655,25326373,historical article
25656,25326373,journal article
25657,24530085,case reports
25658,24530085,english abstract
25659,24530085,journal article
25660,26504073,journal article
25661,25589325,case reports
25662,25589325,journal article
25663,25758568,comment
25664,25758568,journal article
25665,25113865,comparative study
25666,25113865,journal article
25667,25326904,historical article
25668,25326904,journal article
25669,26111842,biography
25670,26111842,historical article
25671,26111842,journal article
25672,26111842,portrait
25673,25389240,journal article
25674,25389240,"research support, non-u.s. gov't"
25675,26824209,journal article
25676,25408170,journal article
25677,25408170,video-audio media
25678,24646105,case reports
25679,24646105,journal article
25680,24646105,"research support, non-u.s. gov't"
25681,24824803,journal article
25682,24824803,observational study
25683,26194563,biography
25684,26194563,historical article
25685,26194563,journal article
25686,26030782,journal article
25687,24605862,case reports
25688,24605862,journal article
25689,25790694,english abstract
25690,25790694,journal article
25691,25100252,journal article
25692,25100252,"research support, non-u.s. gov't"
25693,26351788,comparative study
25694,26351788,journal article
25695,25102228,clinical trial
25696,25102228,journal article
25697,25832947,case reports
25698,25832947,journal article
25699,24629685,case reports
25700,24629685,journal article
25701,24645146,comment
25702,24645146,letter
25703,26834286,journal article
25704,25797241,case reports
25705,25797241,journal article
25706,26200816,case reports
25707,26200816,journal article
25708,26405494,journal article
25709,24853882,journal article
25710,26047938,case reports
25711,26047938,journal article
25712,25627046,evaluation study
25713,25627046,journal article
25714,26514949,journal article
25715,25245130,journal article
25716,25731814,journal article
25717,25731814,"research support, non-u.s. gov't"
25718,25502604,journal article
25719,25502604,"research support, n.i.h., extramural"
25720,24915656,editorial
25721,24915656,introductory journal article
25722,25833356,comment
25723,25833356,letter
25724,25381042,biography
25725,25381042,historical article
25726,25381042,journal article
25727,25446486,journal article
25728,25661375,journal article
25729,25661375,"research support, non-u.s. gov't"
25730,24814456,case reports
25731,24814456,letter
25732,25710616,journal article
25733,24906977,historical article
25734,24906977,journal article
25735,24906977,portrait
25736,25847147,comparative study
25737,25847147,journal article
25738,26080722,case reports
25739,26080722,journal article
25740,25316492,journal article
25741,24663247,case reports
25742,24663247,journal article
25743,26496713,journal article
25744,26496713,"research support, non-u.s. gov't"
25745,25511310,case reports
25746,25511310,journal article
25747,25511310,"research support, non-u.s. gov't"
25748,26077808,case reports
25749,26077808,journal article
25750,26222302,case reports
25751,26222302,journal article
25752,25920711,journal article
25753,25920711,"research support, non-u.s. gov't"
25754,26322488,journal article
25755,26322488,"research support, non-u.s. gov't"
25756,25598380,case reports
25757,25598380,journal article
25758,24598389,comparative study
25759,24598389,journal article
25760,24598389,multicenter study
25761,24598389,"research support, non-u.s. gov't"
25762,25714667,journal article
25763,24197765,case reports
25764,24197765,journal article
25765,26094528,journal article
25766,26094528,"research support, non-u.s. gov't"
25767,25931042,journal article
25768,25824071,journal article
25769,26250369,case reports
25770,26250369,journal article
25771,24642829,journal article
25772,25627054,case reports
25773,25627054,journal article
25774,24513604,journal article
25775,26214745,journal article
25776,26214745,"research support, non-u.s. gov't"
25777,25301427,case reports
25778,25301427,journal article
25779,24456910,case reports
25780,24456910,english abstract
25781,24456910,journal article
25782,25081665,journal article
25783,24974154,journal article
25784,24974154,"research support, non-u.s. gov't"
25785,24522995,journal article
25786,24522995,"research support, n.i.h., extramural"
25787,25814656,comparative study
25788,25814656,journal article
25789,24682279,journal article
25790,24535631,journal article
25791,24535631,"research support, non-u.s. gov't"
25792,25965082,journal article
25793,25965082,randomized controlled trial
25794,26662651,journal article
25795,25394566,evaluation study
25796,25394566,journal article
25797,25394566,"research support, non-u.s. gov't"
25798,24901098,journal article
25799,24901098,"research support, non-u.s. gov't"
25800,26136132,journal article
25801,25627053,case reports
25802,25627053,journal article
25803,26610563,journal article
25804,26610563,"research support, non-u.s. gov't"
25805,25557494,journal article
25806,24518168,evaluation study
25807,24518168,journal article
25808,25688363,journal article
25809,25688363,"research support, non-u.s. gov't"
25810,26414819,journal article
25811,25552154,journal article
25812,25446471,journal article
25813,26074258,journal article
25814,24801193,journal article
25815,24366943,journal article
25816,24366943,observational study
25817,24366943,"research support, non-u.s. gov't"
25818,24713328,case reports
25819,24713328,journal article
25820,23467286,case reports
25821,23467286,journal article
25822,24791840,journal article
25823,24791840,"research support, non-u.s. gov't"
25824,25627050,journal article
25825,25738717,case reports
25826,25738717,journal article
25827,25154083,journal article
25828,25043767,case reports
25829,25043767,journal article
25830,26254997,journal article
25831,26254997,"research support, non-u.s. gov't"
25832,25008308,comment
25833,25008308,letter
25834,26621294,case reports
25835,26621294,journal article
25836,25722226,journal article
25837,25722226,"research support, non-u.s. gov't"
25838,25757198,journal article
25839,25726089,journal article
25840,25366513,journal article
25841,25366513,"research support, non-u.s. gov't"
25842,25421129,case reports
25843,25421129,journal article
25844,25745526,case reports
25845,25745526,journal article
25846,24726024,english abstract
25847,24726024,journal article
25848,24552221,journal article
25849,25008307,comment
25850,25008307,letter
25851,26219937,journal article
25852,26219937,multicenter study
25853,26219937,randomized controlled trial
25854,25541900,case reports
25855,25541900,journal article
25856,25342401,journal article
25857,25342401,multicenter study
25858,26881564,case reports
25859,26881564,letter
25860,25194170,case reports
25861,25194170,journal article
25862,24577178,case reports
25863,24577178,journal article
25864,24433000,journal article
25865,24433000,"research support, non-u.s. gov't"
25866,26499010,journal article
25867,24735383,journal article
25868,24735383,"research support, non-u.s. gov't"
25869,27509681,english abstract
25870,27509681,journal article
25871,24878049,journal article
25872,24795511,journal article
25873,24795511,"research support, non-u.s. gov't"
25874,26126625,journal article
25875,26158250,journal article
25876,25612964,case reports
25877,25370124,journal article
25878,25370124,meta-analysis
25879,25370124,"research support, non-u.s. gov't"
25880,24717978,case reports
25881,24717978,clinical trial
25882,24717978,journal article
25883,24717978,"research support, non-u.s. gov't"
25884,26314152,journal article
25885,25914194,journal article
25886,26303154,comment
25887,26303154,letter
25888,24224479,journal article
25889,24224479,"research support, non-u.s. gov't"
25890,25079466,case reports
25891,25079466,journal article
25892,24595510,case reports
25893,24595510,letter
25894,25197416,case reports
25895,25197416,journal article
25896,24849634,case reports
25897,24849634,journal article
25898,25004246,journal article
25899,25004246,"research support, non-u.s. gov't"
25900,25004246,validation study
25901,26939429,english abstract
25902,26939429,journal article
25903,24178184,evaluation study
25904,24178184,journal article
25905,24777624,case reports
25906,24777624,letter
25907,25502991,case reports
25908,25502991,journal article
25909,24667663,clinical trial
25910,24667663,journal article
25911,24667663,"research support, non-u.s. gov't"
25912,24745015,case reports
25913,24745015,journal article
25914,24745015,"research support, non-u.s. gov't"
25915,26387607,case reports
25916,26387607,journal article
25917,25563504,journal article
25918,25563504,"research support, non-u.s. gov't"
25919,25066642,journal article
25920,24500398,journal article
25921,24500398,"research support, non-u.s. gov't"
25922,24670538,journal article
25923,24670538,"research support, non-u.s. gov't"
25924,25564141,journal article
25925,25564141,"research support, non-u.s. gov't"
25926,24695660,case reports
25927,24695660,journal article
25928,26712072,case reports
25929,26712072,journal article
25930,24862876,journal article
25931,24604044,journal article
25932,25057879,journal article
25933,25057879,"research support, non-u.s. gov't"
25934,25422339,case reports
25935,25422339,journal article
25936,24937367,journal article
25937,24937367,"research support, non-u.s. gov't"
25938,26403123,journal article
25939,26403123,"research support, non-u.s. gov't"
25940,25016778,english abstract
25941,25016778,journal article
25942,25308831,comparative study
25943,25308831,journal article
25944,25308831,"research support, non-u.s. gov't"
25945,26185318,case reports
25946,26185318,journal article
25947,26185318,"research support, non-u.s. gov't"
25948,26457492,journal article
25949,26457492,"research support, non-u.s. gov't"
25950,26278126,journal article
25951,26278126,randomized controlled trial
25952,26278126,"research support, non-u.s. gov't"
25953,26841556,english abstract
25954,26841556,journal article
25955,26072545,english abstract
25956,26072545,journal article
25957,24501337,case reports
25958,24501337,journal article
25959,24554511,clinical trial
25960,24554511,journal article
25961,24554511,"research support, non-u.s. gov't"
25962,24802734,clinical study
25963,24802734,journal article
25964,24802734,"research support, non-u.s. gov't"
25965,24432992,journal article
25966,24432992,randomized controlled trial
25967,24432992,"research support, non-u.s. gov't"
25968,25456955,comparative study
25969,25456955,journal article
25970,25456955,"research support, non-u.s. gov't"
25971,24305924,clinical trial
25972,24305924,journal article
25973,24926901,journal article
25974,25501760,case reports
25975,25501760,english abstract
25976,25501760,journal article
25977,26512849,controlled clinical trial
25978,26512849,english abstract
25979,26512849,journal article
25980,25079457,comparative study
25981,25079457,journal article
25982,24722129,journal article
25983,25975400,journal article
25984,24780814,comment
25985,24780814,letter
25986,24065418,journal article
25987,24525284,case reports
25988,24525284,english abstract
25989,24525284,journal article
25990,26117483,case reports
25991,26117483,journal article
25992,24962366,case reports
25993,24962366,journal article
25994,25752126,journal article
25995,25217334,case reports
25996,25217334,journal article
25997,26035222,case reports
25998,26035222,journal article
25999,24989056,journal article
26000,25421194,journal article
26001,25326671,case reports
26002,25326671,journal article
26003,26241532,journal article
26004,24722708,case reports
26005,24722708,journal article
26006,25008309,comment
26007,25008309,letter
26008,24876155,case reports
26009,24876155,journal article
26010,25116065,journal article
26011,24716216,comment
26012,24716216,letter
26013,24851423,case reports
26014,24851423,journal article
26015,26905146,journal article
26016,26031044,english abstract
26017,26031044,journal article
26018,25600051,case reports
26019,25600051,journal article
26020,25600051,"research support, non-u.s. gov't"
26021,25180395,comment
26022,25180395,letter
26023,25180397,comment
26024,25180397,letter
26025,24737213,historical article
26026,24737213,journal article
26027,24737213,portrait
26028,24561473,comment
26029,24561473,letter
26030,25286612,english abstract
26031,25286612,journal article
26032,25465613,case reports
26033,25465613,letter
26034,26591865,journal article
26035,25551994,case reports
26036,25551994,journal article
26037,24851428,journal article
26038,25267812,case reports
26039,25267812,journal article
26040,26528528,case reports
26041,26528528,journal article
26042,25306642,case reports
26043,25306642,journal article
26044,26834925,case reports
26045,26834925,journal article
26046,24549604,case reports
26047,24549604,journal article
26048,24549604,"research support, non-u.s. gov't"
26049,24756042,comparative study
26050,24756042,journal article
26051,24756042,multicenter study
26052,24999581,journal article
26053,24999581,review
26054,25584927,journal article
26055,25584927,"research support, non-u.s. gov't"
26056,24850545,case reports
26057,24850545,journal article
26058,24402815,journal article
26059,24402815,meta-analysis
26060,24402815,review
26061,24402815,systematic review
26062,25648057,journal article
26063,25929644,case reports
26064,25929644,letter
26065,24399250,journal article
26066,24399250,"research support, non-u.s. gov't"
26067,24880878,case reports
26068,24880878,journal article
26069,24603423,comment
26070,24603423,letter
26071,24389785,journal article
26072,24389785,"research support, non-u.s. gov't"
26073,24389785,review
26074,24500936,journal article
26075,24500936,"research support, non-u.s. gov't"
26076,24877485,case reports
26077,24877485,journal article
26078,24631225,journal article
26079,24631225,review
26080,24648476,case reports
26081,24648476,journal article
26082,24603427,comment
26083,24603427,letter
26084,25421156,journal article
26085,25421156,review
26086,25864995,journal article
26087,25864995,review
26088,25864995,systematic review
26089,25931043,journal article
26090,25931043,"research support, non-u.s. gov't"
26091,26404426,case reports
26092,26404426,journal article
26093,24743332,journal article
26094,24743332,"research support, non-u.s. gov't"
26095,24664351,journal article
26096,24664351,"research support, non-u.s. gov't"
26097,26188756,journal article
26098,25596664,journal article
26099,25596664,"research support, non-u.s. gov't"
26100,24858628,journal article
26101,25402383,case reports
26102,25402383,journal article
26103,25402383,"research support, non-u.s. gov't"
26104,25637365,journal article
26105,25637365,review
26106,24769665,case reports
26107,24769665,journal article
26108,25716639,case reports
26109,25716639,journal article
26110,24504143,journal article
26111,25313112,case reports
26112,25313112,journal article
26113,25313112,review
26114,26008921,comparative study
26115,26008921,letter
26116,25443638,comment
26117,25443638,letter
26118,25151403,journal article
26119,25151403,"research support, non-u.s. gov't"
26120,26606533,journal article
26121,26606533,meta-analysis
26122,26606533,review
26123,26606533,systematic review
26124,26231090,case reports
26125,26231090,journal article
26126,25772803,case reports
26127,25772803,letter
26128,24835350,journal article
26129,25011453,journal article
26130,26426965,clinical trial
26131,26426965,journal article
26132,26426965,"research support, non-u.s. gov't"
26133,26182791,case reports
26134,26182791,journal article
26135,25301490,journal article
26136,25301490,review
26137,25185644,journal article
26138,25185644,review
26139,24684463,journal article
26140,24684463,"research support, n.i.h., extramural"
26141,24684463,"research support, u.s. gov't, non-p.h.s."
26142,24573324,journal article
26143,24573324,observational study
26144,26267643,case reports
26145,26267643,journal article
26146,25988881,comparative study
26147,25988881,journal article
26148,25988881,meta-analysis
26149,25501075,case reports
26150,25501075,journal article
26151,26730171,case reports
26152,26730171,journal article
26153,24968734,journal article
26154,25744236,journal article
26155,25856861,english abstract
26156,25856861,journal article
26157,25012831,journal article
26158,26588720,case reports
26159,26588720,journal article
26160,24661105,journal article
26161,25144958,journal article
26162,25449934,journal article
26163,25449934,review
26164,26463604,journal article
26165,25827711,journal article
26166,25255349,comparative study
26167,25255349,journal article
26168,24824006,comment
26169,24824006,journal article
26170,26105719,journal article
26171,25332114,journal article
26172,24256421,journal article
26173,24256421,"research support, non-u.s. gov't"
26174,26361259,journal article
26175,26361259,"research support, n.i.h., extramural"
26176,26361259,"research support, u.s. gov't, non-p.h.s."
26177,26361259,review
26178,25926109,journal article
26179,25926109,meta-analysis
26180,25926109,"research support, non-u.s. gov't"
26181,25926109,review
26182,25926109,systematic review
26183,25501495,journal article
26184,24841498,case reports
26185,24841498,journal article
26186,25951694,english abstract
26187,25951694,journal article
26188,26436888,journal article
26189,26436888,"research support, non-u.s. gov't"
26190,26352432,clinical study
26191,26352432,comparative study
26192,26352432,journal article
26193,25903201,case reports
26194,25903201,journal article
26195,26142100,journal article
26196,25953846,journal article
26197,25953846,observational study
26198,25953846,"research support, non-u.s. gov't"
26199,25744925,case reports
26200,25744925,english abstract
26201,25744925,journal article
26202,25740065,journal article
26203,25740065,"research support, non-u.s. gov't"
26204,25740065,review
26205,25523204,journal article
26206,25523204,review
26207,24510380,journal article
26208,24510380,"research support, non-u.s. gov't"
26209,24891174,journal article
26210,24891174,review
26211,25929211,case reports
26212,25929211,journal article
26213,25806918,case reports
26214,25806918,clinical conference
26215,25806918,journal article
26216,25736544,journal article
26217,25378983,case reports
26218,25378983,letter
26219,25100151,journal article
26220,24830583,journal article
26221,24830583,"research support, non-u.s. gov't"
26222,25829418,journal article
26223,25654307,comparative study
26224,25654307,journal article
26225,25530575,case reports
26226,25530575,letter
26227,25195401,case reports
26228,25195401,news
26229,24608325,journal article
26230,24608325,"research support, non-u.s. gov't"
26231,23114202,journal article
26232,25305147,journal article
26233,25069457,comment
26234,25069457,journal article
26235,24749146,case reports
26236,24749146,letter
26237,24892990,journal article
26238,24892990,"research support, non-u.s. gov't"
26239,26695804,comparative study
26240,26695804,journal article
26241,24144966,journal article
26242,24144966,"research support, non-u.s. gov't"
26243,24833206,journal article
26244,25321339,journal article
26245,25321339,"research support, n.i.h., extramural"
26246,27132959,biography
26247,27132959,historical article
26248,27132959,journal article
26249,27132959,portrait
26250,26462485,english abstract
26251,26462485,journal article
26252,26462485,review
26253,25430040,journal article
26254,25430040,"research support, non-u.s. gov't"
26255,24953644,journal article
26256,24953644,review
26257,26323474,journal article
26258,26323474,"research support, non-u.s. gov't"
26259,25553768,biography
26260,25553768,historical article
26261,25553768,letter
26262,25746910,comparative study
26263,25746910,journal article
26264,25677283,journal article
26265,25343233,journal article
26266,25343233,randomized controlled trial
26267,25343233,"research support, n.i.h., extramural"
26268,25343233,"research support, non-u.s. gov't"
26269,25154228,case reports
26270,25154228,english abstract
26271,25154228,journal article
26272,25098810,journal article
26273,24805788,journal article
26274,25480411,journal article
26275,25239229,journal article
26276,25888210,journal article
26277,24777264,journal article
26278,24777264,"research support, non-u.s. gov't"
26279,26669337,journal article
26280,26421706,journal article
26281,26421706,"research support, non-u.s. gov't"
26282,26007334,journal article
26283,26007334,meta-analysis
26284,26007334,"research support, non-u.s. gov't"
26285,26007334,review
26286,25748941,case reports
26287,25748941,journal article
26288,25338305,journal article
26289,25153560,case reports
26290,25153560,journal article
26291,25892104,case reports
26292,25892104,letter
26293,25892104,"research support, non-u.s. gov't"
26294,25510287,comment
26295,25510287,letter
26296,26469187,journal article
26297,26469187,meta-analysis
26298,26469187,"research support, non-u.s. gov't"
26299,26361262,journal article
26300,26361262,review
26301,25810278,comment
26302,25810278,letter
26303,25940130,journal article
26304,25940130,"research support, non-u.s. gov't"
26305,26222232,journal article
26306,25584718,case reports
26307,25584718,journal article
26308,25584718,review
26309,24947036,case reports
26310,24947036,journal article
26311,24947036,"research support, non-u.s. gov't"
26312,25111942,journal article
26313,25111942,review
26314,24815998,journal article
26315,24815998,"research support, non-u.s. gov't"
26316,24517461,journal article
26317,24517461,"research support, non-u.s. gov't"
26318,26444724,journal article
26319,26444724,"research support, non-u.s. gov't"
26320,25766333,case reports
26321,25766333,journal article
26322,24833450,journal article
26323,24833450,"research support, non-u.s. gov't"
26324,24833445,case reports
26325,24833445,journal article
26326,24833445,"research support, non-u.s. gov't"
26327,24582992,comparative study
26328,24582992,journal article
26329,24409943,case reports
26330,24409943,journal article
26331,24409943,review
26332,26244413,journal article
26333,26244413,observational study
26334,26244413,"research support, non-u.s. gov't"
26335,25286078,journal article
26336,25286078,meta-analysis
26337,25286078,"research support, non-u.s. gov't"
26338,24941434,journal article
26339,24941434,"research support, non-u.s. gov't"
26340,23531855,journal article
26341,24904927,case reports
26342,24904927,journal article
26343,24823620,journal article
26344,24823620,"research support, non-u.s. gov't"
26345,26359308,editorial
26346,26359308,"research support, non-u.s. gov't"
26347,24867187,journal article
26348,24867187,"research support, non-u.s. gov't"
26349,25854833,journal article
26350,25854833,meta-analysis
26351,25854833,review
26352,25854833,systematic review
26353,25053689,case reports
26354,25053689,journal article
26355,24505195,journal article
26356,24699707,comparative study
26357,24699707,journal article
26358,26087421,journal article
26359,26087421,review
26360,25253825,comparative study
26361,25253825,journal article
26362,25253825,"research support, non-u.s. gov't"
26363,25238202,journal article
26364,25238202,"research support, non-u.s. gov't"
26365,25879041,clinical study
26366,25879041,journal article
26367,25153311,journal article
26368,24946565,english abstract
26369,24946565,journal article
26370,24946565,randomized controlled trial
26371,24398487,journal article
26372,26667639,journal article
26373,25727474,case reports
26374,25727474,english abstract
26375,25727474,journal article
26376,26545461,journal article
26377,25178731,comment
26378,25178731,journal article
26379,24994866,journal article
26380,24994866,"research support, non-u.s. gov't"
26381,24398502,case reports
26382,24398502,letter
26383,25011242,case reports
26384,25011242,english abstract
26385,25011242,journal article
26386,24970896,comparative study
26387,24970896,journal article
26388,24398501,case reports
26389,24398501,letter
26390,25969482,case reports
26391,25969482,journal article
26392,25969482,review
26393,25673253,journal article
26394,25670394,journal article
26395,25670394,"research support, non-u.s. gov't"
26396,26137719,case reports
26397,26137719,journal article
26398,26404427,case reports
26399,26404427,journal article
26400,25205447,case reports
26401,25205447,journal article
26402,24936890,evaluation study
26403,24936890,journal article
26404,24936890,"research support, non-u.s. gov't"
26405,26464056,case reports
26406,26464056,letter
26407,25987053,journal article
26408,25687157,journal article
26409,25687157,"research support, non-u.s. gov't"
26410,25485727,journal article
26411,25485727,"research support, n.i.h., extramural"
26412,25361748,journal article
26413,24582590,comparative study
26414,24582590,journal article
26415,24582590,"research support, non-u.s. gov't"
26416,24533739,journal article
26417,24533739,"research support, non-u.s. gov't"
26418,24178400,journal article
26419,26284551,journal article
26420,24476075,journal article
26421,26458632,case reports
26422,26458632,letter
26423,25469505,comparative study
26424,25469505,journal article
26425,24971664,journal article
26426,24971664,"research support, n.i.h., extramural"
26427,24971664,"research support, non-u.s. gov't"
