nct_id,downcase_mesh_term,official_title,brief_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
NCT01227499,goiter,Differential Diagnosis Value of Peak Systolic Velocity of Thyroid Superior Artery Using Color Flow Doppler Sonography in Transient Thyrotoxicosis Caused by Thyroiditis and Graves Disease,Differential Diagnosis of STA-PSV in Thyrotoxicosis,Graves Disease|Peak Systolic Velocity of Superior Thyroid Artery|Thyroiditis|Thyrotoxicosis,2010-10-22,2011-11-30,2011-11-30,Observational,Completed,,Huashan Hospital,Fudan University|xiaolong zhao|Zhongda Hospital,Xiaolong Zhao,,China,15.0,85.0,[0-17]|[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01227499
NCT01228786,hyperparathyroidism,Transcriptional and Translational Regulation of Vitamin D Receptor (VDR) and Calcium Sensing Receptor (CaSR) in Patients With Sporadic Primary Hyperparathyroidism,"Regulation of Vitamin D Receptor (VDR),Calcium Sensing Receptor (CaSR), Cyclin D1,Ki67 and Proliferating Cell Nuclear Antigen (PCNA) in Primary Hyperparathyroidism",Primary Hyperparathyroidism (PHPT),2010-10-26,2012-12-31,2013-06-30,Observational,Unknown status,,Postgraduate Institute of Medical Education and Research,Postgraduate Institute of Medical Education and Research,PGIMER,,India,0.0,120.0,[0-17]|[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01228786
NCT01229865,thyroid neoplasms,,Safety and Efficacy of VB-111 in Subjects With Advanced Differentiated Thyroid Cancer,Differential Thyroid Cancer,2010-10-26,2014-10-31,2016-06-30,Interventional,Completed,Phase 2,Vascular Biogenics Ltd. operating as VBL Therapeutics,Vascular Biogenics Ltd. operating as VBL Therapeutics,Mayo Clinic|Massachusetts General Hospital|Mayo Clinic,Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01229865
NCT01254565,hyperparathyroidism,"A Double-Blind, Randomized, Placebo-Controlled Multiple Ascending Dose Study to Assess the Safety, Tolerability and Efficacy of KAI-4169 in Hemodialysis Subjects With Secondary Hyperparathyroidism","Safety, Tolerability and Efficacy of Etelcalcetide in Hemodialysis Patients With Secondary Hyperparathyroidism",Secondary Hyperparathyroidism,2010-12-03,2011-07-31,2011-08-24,Interventional,Completed,Phase 2,KAI Pharmaceuticals,KAI Pharmaceuticals,,Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01254565
NCT01265992,hyperparathyroidism,Post Marketing Observational Study to Assess Patient Management Practices and Quality of Life With the Capsules Form of Paricalcitol in the Treatment of SHPT in Stage 3 - 5 Chronic Kidney Disease Patients Not Yet on Dialysis Under Conditions of Usual Clinical Care (CAPITOL),Study to Assess Patient Management Practices and Quality of Life With Paricalcitol Capsules in the Treatment of Secondary Hyperparathyroidism in Stage 3-5 Chronic Kidney Disease Patients Not Yet on Dialysis,Chronic Kidney Disease|Secondary Hyperparathyroidism,2010-11-29,2012-11-30,2012-11-30,Observational,Completed,,AbbVie,"AbbVie (prior sponsor, Abbott)|Pharma Consulting Group AB",Site Reference ID/Investigator# 47723|Site Reference ID/Investigator# 41084|Site Reference ID/Investigator# 45190|Site Reference ID/Investigator# 41085|Site Reference ID/Investigator# 41087|Site Reference ID/Investigator# 45188|Site Reference ID/Investigator# 41088|Site Reference ID/Investigator# 57782|Site Reference ID/Investigator# 41089|Site Reference ID/Investigator# 45191,,Sweden,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01265992
NCT01269749,hyperthyroidism,Radioactive Iodide Therapy for Pediatric Graves' Disease,Radioactive Iodide Therapy for Pediatric Graves' Disease,Graves' Disease,2010-10-29,2016-06-30,2016-06-30,Interventional,Completed,Phase 2,University of Florida,Baylor College of Medicine|University of Florida,University of Florida|Texas Childrens Hospital,Radiation|Drug,United States,0.0,18.0,[0-17]|[18-65],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01269749
NCT01269749,goiter,Radioactive Iodide Therapy for Pediatric Graves' Disease,Radioactive Iodide Therapy for Pediatric Graves' Disease,Graves' Disease,2010-10-29,2016-06-30,2016-06-30,Interventional,Completed,Phase 2,University of Florida,Baylor College of Medicine|University of Florida,University of Florida|Texas Childrens Hospital,Radiation|Drug,United States,0.0,18.0,[0-17]|[18-65],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01269749
NCT01269749,graves disease,Radioactive Iodide Therapy for Pediatric Graves' Disease,Radioactive Iodide Therapy for Pediatric Graves' Disease,Graves' Disease,2010-10-29,2016-06-30,2016-06-30,Interventional,Completed,Phase 2,University of Florida,Baylor College of Medicine|University of Florida,University of Florida|Texas Childrens Hospital,Radiation|Drug,United States,0.0,18.0,[0-17]|[18-65],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01269749
NCT01270425,thyroid neoplasms,Sonographic Characterization of the Thyroid Gland in Patients With Systemic Sclerosis With and Without Hashimoto Thyroiditis,Sonographic and Laboratory Evaluation of the Thyroid Gland in Patients With Systemic Sclerosis,Hashimoto Thyroiditis|Systemic Sclerosis|Thyroid Nodules,2011-01-04,2011-12-31,2012-11-30,Observational,Completed,,Meir Medical Center,Meir Medical Center,Meir Medical Center,,Israel,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01270425
NCT01270425,thyroiditis,Sonographic Characterization of the Thyroid Gland in Patients With Systemic Sclerosis With and Without Hashimoto Thyroiditis,Sonographic and Laboratory Evaluation of the Thyroid Gland in Patients With Systemic Sclerosis,Hashimoto Thyroiditis|Systemic Sclerosis|Thyroid Nodules,2011-01-04,2011-12-31,2012-11-30,Observational,Completed,,Meir Medical Center,Meir Medical Center,Meir Medical Center,,Israel,18.0,120.0,[18-65]|[65 and more],Thyroiditis,Hashimoto,https://clinicaltrials.gov/ct2/show/NCT01270425
NCT01270425,thyroid nodule,Sonographic Characterization of the Thyroid Gland in Patients With Systemic Sclerosis With and Without Hashimoto Thyroiditis,Sonographic and Laboratory Evaluation of the Thyroid Gland in Patients With Systemic Sclerosis,Hashimoto Thyroiditis|Systemic Sclerosis|Thyroid Nodules,2011-01-04,2011-12-31,2012-11-30,Observational,Completed,,Meir Medical Center,Meir Medical Center,Meir Medical Center,,Israel,18.0,120.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT01270425
NCT01272414,goiter,,Use of Botox in the Management of Thyroid Related Upper Eyelid Retraction,Graves Ophthalmopathy,2011-01-06,2012-01-31,2012-02-29,Interventional,Withdrawn,Phase 4,University of Toronto,Allergan|University of Toronto,Mount Sinai Hospital,Drug|Drug,Canada,18.0,65.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01272414
NCT01272414,graves disease,,Use of Botox in the Management of Thyroid Related Upper Eyelid Retraction,Graves Ophthalmopathy,2011-01-06,2012-01-31,2012-02-29,Interventional,Withdrawn,Phase 4,University of Toronto,Allergan|University of Toronto,Mount Sinai Hospital,Drug|Drug,Canada,18.0,65.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01272414
NCT01272414,hyperthyroidism,,Use of Botox in the Management of Thyroid Related Upper Eyelid Retraction,Graves Ophthalmopathy,2011-01-06,2012-01-31,2012-02-29,Interventional,Withdrawn,Phase 4,University of Toronto,Allergan|University of Toronto,Mount Sinai Hospital,Drug|Drug,Canada,18.0,65.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01272414
NCT01273597,hyperparathyroidism,Post-marketing Observational Study to Evaluate the Time to Achieving the Maintenance Dose of Paricalcitol i.v. in the Treatment of Chronic Kidney Disease (CKD) 5 Stage Patients With (Severe) Secondary Hyperparathyroidism in Hungary,Observational Study to Evaluate the Time to Achieving the Maintenance Dose of Zemplar® (Paricalcitol Injection) in the Treatment of Patients Suffering From End-stage Renal Disease and Severe Over-reactivity of the Parathyroid Glands,"Kidney Failure, Chronic",2010-11-22,2011-11-30,2011-11-30,Observational,Completed,,AbbVie,"AbbVie (prior sponsor, Abbott)|Planimeter Ltd",Site Reference ID/Investigator# 46593|Site Reference ID/Investigator# 46585|Site Reference ID/Investigator# 46594|Site Reference ID/Investigator# 47722|Site Reference ID/Investigator# 46592|Site Reference ID/Investigator# 58644|Site Reference ID/Investigator# 46595|Site Reference ID/Investigator# 46588|Site Reference ID/Investigator# 46597|Site Reference ID/Investigator# 46590|Site Reference ID/Investigator# 46591,,Hungary,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01273597
NCT01280214,graves ophthalmopathy,Peribulbar and Subconjunctival Kenalog Injection for Thyroid Orbitopathy,Local Triamcinolone Injection in Active Thyroid Orbitopathy,Thyroid Disease,2011-01-15,2013-02-28,2013-02-28,Interventional,Unknown status,Not Applicable,"HaEmek Medical Center, Israel","HaEmek Medical Center, Israel",,Drug,,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Orbitopathy,https://clinicaltrials.gov/ct2/show/NCT01280214
NCT01280214,hyperthyroidism,Peribulbar and Subconjunctival Kenalog Injection for Thyroid Orbitopathy,Local Triamcinolone Injection in Active Thyroid Orbitopathy,Thyroid Disease,2011-01-15,2013-02-28,2013-02-28,Interventional,Unknown status,Not Applicable,"HaEmek Medical Center, Israel","HaEmek Medical Center, Israel",,Drug,,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01280214
NCT01280214,graves disease,Peribulbar and Subconjunctival Kenalog Injection for Thyroid Orbitopathy,Local Triamcinolone Injection in Active Thyroid Orbitopathy,Thyroid Disease,2011-01-15,2013-02-28,2013-02-28,Interventional,Unknown status,Not Applicable,"HaEmek Medical Center, Israel","HaEmek Medical Center, Israel",,Drug,,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01280214
NCT01280214,goiter,Peribulbar and Subconjunctival Kenalog Injection for Thyroid Orbitopathy,Local Triamcinolone Injection in Active Thyroid Orbitopathy,Thyroid Disease,2011-01-15,2013-02-28,2013-02-28,Interventional,Unknown status,Not Applicable,"HaEmek Medical Center, Israel","HaEmek Medical Center, Israel",,Drug,,18.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01280214
NCT01286753,"thyroid cancer, papillary","An Open-Label, Multi-Center Phase II Study of the BRAF Inhibitor Vemurafenib in Patients With Metastatic or Unresectable Papillary Thyroid Cancer (PTC) Positive for the BRAF V600 Mutation and Resistant to Radioactive Iodine",A Study of Vemurafenib (RO5185426) in Participants With Metastatic or Unresectable Papillary Thyroid Cancer Positive for the BRAF V600 Mutation,Neoplasms,2011-01-28,2014-11-30,2015-05-31,Interventional,Completed,Phase 2,Hoffmann-La Roche,Hoffmann-La Roche,,Drug,France|Italy|Netherlands|United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, papillary",https://clinicaltrials.gov/ct2/show/NCT01286753
NCT01290029,hyperparathyroidism,"An Open-label, Single-dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Cinacalcet HCl in Pediatric Subjects Aged 28 Days to Less Than 6 Years With Chronic Kidney Disease Receiving Dialysis",Study to Evaluate Cinacalcet in Children With Chronic Kidney Disease,"Chronic Kidney Disease|Hyperparathyroidism, Secondary|Secondary Hyperparathyroidism",2011-01-20,2015-09-23,2015-09-23,Interventional,Completed,Phase 1,Amgen,Amgen,Research Site|Research Site|Research Site|Research Site|Research Site|Research Site|Research Site|Research Site|Research Site|Research Site,Drug,Germany|United Kingdom|United States,0.0,2190.0,[0-17],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01290029
NCT01291498,parathyroid neoplasms,High Intensity Focused Ultrasound (HIFU) for Parathyroid Adenoma,High Intensity Focused Ultrasound (HIFU) for Parathyroid Adenoma,Parathyroid Adenomas,2011-02-07,2013-06-30,2013-06-30,Interventional,Terminated,Not Applicable,Oxford University Hospitals NHS Trust,Oxford University Hospitals NHS Trust|Theraclion,John Radcliffe Hospital,Device,United Kingdom,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01291498
NCT01295333,hyperthyroidism,"Assessing the Impact of the Early and Systematic Hormonal Replacement After Radio-isotopic Ablation of Graves'hyperthyroïdism on Quality of Life, Efficiency and Tolerance","Assessing the Impact of the Early and Systematic Hormonal Replacement After Radio-isotopic Ablation of Graves'hyperthyroïdism on Quality of Life, Efficiency and Tolerance",Graves Disease (Basedow's Disease),2011-01-27,2014-11-30,2014-12-31,Interventional,Completed,Phase 3,Assistance Publique Hopitaux De Marseille,Assistance Publique Hopitaux De Marseille,Assistance Publique Hopitaux de Marseille,Drug|Drug,France,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01295333
NCT01295333,goiter,"Assessing the Impact of the Early and Systematic Hormonal Replacement After Radio-isotopic Ablation of Graves'hyperthyroïdism on Quality of Life, Efficiency and Tolerance","Assessing the Impact of the Early and Systematic Hormonal Replacement After Radio-isotopic Ablation of Graves'hyperthyroïdism on Quality of Life, Efficiency and Tolerance",Graves Disease (Basedow's Disease),2011-01-27,2014-11-30,2014-12-31,Interventional,Completed,Phase 3,Assistance Publique Hopitaux De Marseille,Assistance Publique Hopitaux De Marseille,Assistance Publique Hopitaux de Marseille,Drug|Drug,France,18.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01295333
NCT01295333,graves disease,"Assessing the Impact of the Early and Systematic Hormonal Replacement After Radio-isotopic Ablation of Graves'hyperthyroïdism on Quality of Life, Efficiency and Tolerance","Assessing the Impact of the Early and Systematic Hormonal Replacement After Radio-isotopic Ablation of Graves'hyperthyroïdism on Quality of Life, Efficiency and Tolerance",Graves Disease (Basedow's Disease),2011-01-27,2014-11-30,2014-12-31,Interventional,Completed,Phase 3,Assistance Publique Hopitaux De Marseille,Assistance Publique Hopitaux De Marseille,Assistance Publique Hopitaux de Marseille,Drug|Drug,France,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01295333
NCT01297699,graves disease,"Clinical Trial Phase III, Parallel Group, Randomized, Placebo-controlled, Double-blind, Multicenter Study to Evaluate the Efficacy and Safety of Tocilizumab Administration in Patients With Moderate-to-severe or Sight-threatening Graves' Ophthalmopathy (GO), That Had Not Responded Adequately to Treatment With Intravenous Corticoid Pulses.",Tocilizumab Treatment in Graves´ Ophthalmopathy (Graves´ Orbitopathy or Thyroid Eye Disease),Graves´ Ophthalmopathy|Thyroid Associated Ophthalmopathies|Thyroid Eye Disease,2011-02-16,2015-10-31,2015-12-31,Interventional,Completed,Phase 3,Hospital Clinico Universitario de Santiago,Fundación Ramón Domínguez|Hospital Clinico Universitario de Santiago,Hospital Clínico de Santiago|Hospital Santa Creu i Sant Pau|Hospital Clínico San Carlos|Hospital Universitario Ramón y Cajal|Centro Oftalmológico Moreiras|Hospital Universitario Virgen del Rocío|Hospital Universitario Virgen Macarena|Hospital Universitario La Fe|Hospital Clínico Universitario Lozano Blesa,Drug|Drug,Spain,18.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01297699
NCT01297699,hyperthyroidism,"Clinical Trial Phase III, Parallel Group, Randomized, Placebo-controlled, Double-blind, Multicenter Study to Evaluate the Efficacy and Safety of Tocilizumab Administration in Patients With Moderate-to-severe or Sight-threatening Graves' Ophthalmopathy (GO), That Had Not Responded Adequately to Treatment With Intravenous Corticoid Pulses.",Tocilizumab Treatment in Graves´ Ophthalmopathy (Graves´ Orbitopathy or Thyroid Eye Disease),Graves´ Ophthalmopathy|Thyroid Associated Ophthalmopathies|Thyroid Eye Disease,2011-02-16,2015-10-31,2015-12-31,Interventional,Completed,Phase 3,Hospital Clinico Universitario de Santiago,Fundación Ramón Domínguez|Hospital Clinico Universitario de Santiago,Hospital Clínico de Santiago|Hospital Santa Creu i Sant Pau|Hospital Clínico San Carlos|Hospital Universitario Ramón y Cajal|Centro Oftalmológico Moreiras|Hospital Universitario Virgen del Rocío|Hospital Universitario Virgen Macarena|Hospital Universitario La Fe|Hospital Clínico Universitario Lozano Blesa,Drug|Drug,Spain,18.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01297699
