nct_id,downcase_mesh_term,official_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
NCT02393690,"thyroid cancer, papillary",Randomized Double-Blind Phase II Study of Radioactive Iodine (RAI) in Combination With Placebo or Selumetinib for the Treatment of RAI-Avid Recurrent/Metastatic Thyroid Cancers,Metastatic Thyroid Gland Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Recurrent Thyroid Gland Carcinoma|Stage IVA Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVA Thyroid Gland Papillary Carcinoma AJCC v7|Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVB Thyroid Gland Papillary Carcinoma AJCC v7|Stage IVC Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVC Thyroid Gland Papillary Carcinoma AJCC v7|Stage IV Thyroid Gland Follicular Carcinoma AJCC v7|Stage IV Thyroid Gland Papillary Carcinoma AJCC v7,2015-03-16,2020-07-17,2022-12-31,Interventional,"Active, not recruiting",Phase 2,Academic and Community Cancer Research United,Academic and Community Cancer Research United|National Cancer Institute (NCI),UC San Diego Moores Cancer Center|Hoag Memorial Hospital|University of Colorado Hospital|MedStar Georgetown University Hospital|Dana-Farber Cancer Institute|Mayo Clinic in Rochester|Memorial Sloan Kettering Cancer Center|Duke University Medical Center|Ohio State University Comprehensive Cancer Center|Vanderbilt University/Ingram Cancer Center|M D Anderson Cancer Center,Radiation|Other|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, papillary",https://clinicaltrials.gov/ct2/show/NCT02393690
NCT02393690,"adenocarcinoma, follicular",Randomized Double-Blind Phase II Study of Radioactive Iodine (RAI) in Combination With Placebo or Selumetinib for the Treatment of RAI-Avid Recurrent/Metastatic Thyroid Cancers,Metastatic Thyroid Gland Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Recurrent Thyroid Gland Carcinoma|Stage IVA Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVA Thyroid Gland Papillary Carcinoma AJCC v7|Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVB Thyroid Gland Papillary Carcinoma AJCC v7|Stage IVC Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVC Thyroid Gland Papillary Carcinoma AJCC v7|Stage IV Thyroid Gland Follicular Carcinoma AJCC v7|Stage IV Thyroid Gland Papillary Carcinoma AJCC v7,2015-03-16,2020-07-17,2022-12-31,Interventional,"Active, not recruiting",Phase 2,Academic and Community Cancer Research United,Academic and Community Cancer Research United|National Cancer Institute (NCI),UC San Diego Moores Cancer Center|Hoag Memorial Hospital|University of Colorado Hospital|MedStar Georgetown University Hospital|Dana-Farber Cancer Institute|Mayo Clinic in Rochester|Memorial Sloan Kettering Cancer Center|Duke University Medical Center|Ohio State University Comprehensive Cancer Center|Vanderbilt University/Ingram Cancer Center|M D Anderson Cancer Center,Radiation|Other|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, follicular",https://clinicaltrials.gov/ct2/show/NCT02393690
NCT02430584,parathyroid diseases,Whole Blood Specimen Collection From Pregnant Subjects,DiGeorge Syndrome|Down Syndrome|Edwards Syndrome|Klinefelter Syndrome|Patau Syndrome|Perinatal Infections|Turner Syndrome,2015-04-27,2021-03-31,2021-05-31,Observational,"Active, not recruiting",,"Progenity, Inc.","Progenity, Inc.",Regional Obstetrical Consultants,Other,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT02430584
NCT02432274,thyroid neoplasms,Phase 1/2 Study of Lenvatinib in Children and Adolescents With Refractory or Relapsed Solid Malignancies and Young Adults With Osteosarcoma,Differentiated Thyroid Cancer (DTC)|Osteosarcoma|Solid Malignant Tumors|Tumors,2015-04-22,2019-07-18,2022-03-31,Interventional,"Active, not recruiting",Phase 1/Phase 2,Eisai Inc.,Eisai Limited|Merck Sharp & Dohme Corp.,Texas Children's Hospital|CHU Strasbourg - Hopital Hautepierre|Centre Oscar Lambret Lille|Centre Leon Berard|CHU Nantes - Hopital Mere-Enfant|Institut Curie - Centre de Lutte Contre le Cancer (CLCC) de Paris|Institut Gustave Roussy|CHU de Toulouse - Hopital des Enfants|Universitaetsklinikum Muenster|Kinderklinik des Olga hospitals|Istituto Ortopedico Rizzoli|Fondazione IRCCS Istituto Nazionale dei Tumori|Ospedale Pediatrico Bambino Gesu|Hospital Universitari Vall d'Hebron|Hospital Infantil Universitario Nino Jesus|Hospital Universitario y Politecnico La Fe Hospital La Fe Valencia|Birmingham Children's Hospital|University College London Hospital|Royal Victoria Infirmary,Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug,France|Germany|Italy|Spain|United Kingdom|United States,2.0,25.0,[0-17]|[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT02432274
NCT02440581,parathyroid diseases,Renal Osteodystrophy: A Fresh Approach,"Kidney Failure, Chronic",2015-05-07,2023-06-30,2023-06-30,Interventional,"Active, not recruiting",Not Applicable,University of Kentucky,"Hartmut Malluche, MD|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|Wright State University",University of Kentucky,Drug|Drug|Drug,United States,21.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT02440581
NCT02609685,thyroid neoplasms,Active Surveillance of Papillary Thyroid Microcarcinoma,Papillary Thyroid Microcarcinoma,2015-11-18,2030-12-31,2030-12-31,Interventional,Recruiting,Not Applicable,Cedars-Sinai Medical Center,Cedars-Sinai Medical Center,Cedars-Sinai Medical Center,Other,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT02609685
NCT02681328,thyroid nodule,Randomized Trial Comparing Performance of Molecular Markers for Indeterminate Thyroid Nodules,Thyroid,2016-02-10,2022-08-01,2023-12-01,Observational,Recruiting,,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center at UCLA,Other|Other|Other|Other,United States,18.0,100.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT02681328
NCT02681328,thyroid neoplasms,Randomized Trial Comparing Performance of Molecular Markers for Indeterminate Thyroid Nodules,Thyroid,2016-02-10,2022-08-01,2023-12-01,Observational,Recruiting,,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center at UCLA,Other|Other|Other|Other,United States,18.0,100.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT02681328
NCT02725879,"thyroiditis, autoimmune","Association of Serum Fibroblast Growth Factor 21 (FGF-21) Levels With Resting Metabolic Rate (RMR), in Children and Adolescents With Hashimoto's Thyroiditis.",Thyroiditis Hashimoto,2016-01-09,2020-09-30,2020-12-31,Observational,Recruiting,,Aristotle University Of Thessaloniki,Aristotle University Of Thessaloniki,"2nd Department of Paediatrics, School of Medicine Faculty of Health Sciences, Aristotle University of Thessaloniki, AHEPA Hospital Thessaloniki, Greece",Other,Greece,5.0,18.0,[0-17]|[18-65],Thyroiditis,Hashimoto,https://clinicaltrials.gov/ct2/show/NCT02725879
NCT02839655,thyroid neoplasms,Prospective Study Assessing Thyroidectomy Using Robot,Patients With Thyroid Cancer,2016-07-12,2018-05-15,2022-08-31,Interventional,"Active, not recruiting",Phase 2,"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris",Gustave Roussy,Device,France,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT02839655
NCT02859896,parathyroid diseases,"An Open-Label, Randomized, Parallel Group Study to Assess the Safety and Efficacy of Hectorol® (Doxercalciferol Capsules) in Pediatric Patients With Chronic Kidney Disease Stages 3 and 4 With Secondary Hyperparathyroidism Not Yet on Dialysis",Secondary Hyperparathyroidism-Chronic Kidney Disease,2016-08-04,2025-11-12,2025-11-12,Interventional,Recruiting,Phase 3,Sanofi,Sanofi,Investigational Site Number :8400022|Investigational Site Number :8400023|Investigational Site Number :8400033|Investigational Site Number :8400005|Investigational Site Number :8400029|Investigational Site Number :8400006|Investigational Site Number :8400008|Investigational Site Number :8400020|Investigational Site Number :8400036|Investigational Site Number :8400014|Investigational Site Number :8400015|Investigational Site Number :8400010|Investigational Site Number :8400016|Investigational Site Number :8400017|Investigational Site Number :8400007|Investigational Site Number :8400021|Investigational Site Number :8400034|Investigational Site Number :8400025|Investigational Site Number :8400004|Investigational Site Number :8400035|Investigational Site Number :8400028|Investigational Site Number :8400027|Investigational Site Number :8400024|Investigational Site Number :8400013|Investigational Site Number :8400019|Investigational Site Number :8400026|Investigational Site Number :8400009|Investigational Site Number :8400001|Investigational Site Number :1520004|Investigational Site Number :1520003,Drug|Drug,Chile|United States,5.0,18.0,[0-17]|[18-65],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT02859896
NCT02973997,"adenocarcinoma, follicular","Combination Targeted Therapy With Pembrolizumab and Lenvatinib in Progressive, Radioiodine-Refractory Differentiated Thyroid Cancers: A Phase II Study",Columnar Cell Variant Thyroid Gland Papillary Carcinoma|Follicular Variant Thyroid Gland Papillary Carcinoma|Metastatic Thyroid Gland Follicular Carcinoma|Metastatic Thyroid Gland Papillary Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Recurrent Differentiated Thyroid Gland Carcinoma|Recurrent Thyroid Gland Follicular Carcinoma|Recurrent Thyroid Gland Papillary Carcinoma|Stage III Differentiated Thyroid Gland Carcinoma AJCC v7|Stage III Thyroid Gland Follicular Carcinoma AJCC v7|Stage III Thyroid Gland Papillary Carcinoma AJCC v7|Stage IVA Differentiated Thyroid Gland Carcinoma AJCC v7|Stage IVA Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVA Thyroid Gland Papillary Carcinoma AJCC v7|Stage IVB Differentiated Thyroid Gland Carcinoma AJCC v7|Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVB Thyroid Gland Papillary Carcinoma AJCC v7|Stage IVC Differentiated Thyroid Gland Carcinoma AJCC v7|Stage IVC Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVC Thyroid Gland Papillary Carcinoma AJCC v7|Stage IV Thyroid Gland Follicular Carcinoma AJCC v7|Stage IV Thyroid Gland Papillary Carcinoma AJCC v7|Tall Cell Variant Thyroid Gland Papillary Carcinoma|Thyroid Gland Hurthle Cell Carcinoma|Unresectable Differentiated Thyroid Gland Carcinoma|Unresectable Thyroid Gland Carcinoma,2016-11-23,2022-10-08,2024-09-30,Interventional,"Active, not recruiting",Phase 2,Academic and Community Cancer Research United,Academic and Community Cancer Research United|National Cancer Institute (NCI),Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center|University of Colorado Hospital|Massachusetts General Hospital Cancer Center|University of Michigan Comprehensive Cancer Center|Memorial Sloan Kettering Cancer Center|Ohio State University Comprehensive Cancer Center|M D Anderson Cancer Center,Other|Drug|Drug|Biological,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, follicular",https://clinicaltrials.gov/ct2/show/NCT02973997
NCT03012620,thyroid neoplasms,Secured Access to Pembrolizumab for Patients With Selected Rare Cancer Types,"Carcinoma, Neuroendocrine|Central Nervous System Neoplasm|Neoplasms, Germ Cell and Embryonal|NK/T-cell Lymphoma|Ovarian Neoplasm|Sarcoma|Thyroid Neoplasm",2017-01-02,2023-01-31,2023-12-31,Interventional,"Active, not recruiting",Phase 2,UNICANCER,"Ligue contre le cancer, France|Merck Sharp & Dohme Corp.|National Cancer Institute, France|UNICANCER",Gustave Roussy Cancer Campus,Drug,France,15.0,120.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03012620
NCT03013257,goiter,"A Randomized, Open-label, Parallel-group Study to Explore the Efficacy of High-intensity Focused Ultrasound (HIFU) Versus Fixed-dose Radioiodine-131 in the Treatment of Relapsed Graves' Disease",Graves Disease,2017-01-04,2022-04-30,2022-12-31,Interventional,Recruiting,Not Applicable,The University of Hong Kong,The University of Hong Kong,Queen Mary Hospital,Device,Hong Kong,18.0,70.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT03013257
NCT03013257,hyperthyroidism,"A Randomized, Open-label, Parallel-group Study to Explore the Efficacy of High-intensity Focused Ultrasound (HIFU) Versus Fixed-dose Radioiodine-131 in the Treatment of Relapsed Graves' Disease",Graves Disease,2017-01-04,2022-04-30,2022-12-31,Interventional,Recruiting,Not Applicable,The University of Hong Kong,The University of Hong Kong,Queen Mary Hospital,Device,Hong Kong,18.0,70.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT03013257
NCT03051126,parathyroid diseases,Establishment of a Parathyroid Tissue Bank,Parathyroid Disease,2017-02-02,2025-07-01,2025-07-01,Observational,Recruiting,,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,University of Texas MD Anderson Cancer Center,Other,United States,0.0,120.0,[0-17]|[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT03051126
NCT03093909,thyroid neoplasms,Phase I Study of Aerosol Gemcitabine in Patients With Solid Tumors and Pulmonary Metastases,Malignant Neoplasm of Bone and Articular Cartilage|Malignant Neoplasm of Male Genital Organs|Malignant Neoplasm of Respiratory and Intrathoracic Organ Carcinoma|Malignant Neoplasms of Female Genital Organs|Malignant Neoplasms of Independent (Primary) Multiple Sites|Malignant Neoplasms of Lip Oral Cavity and Pharynx|Malignant Neoplasms of Mesothelial and Soft Tissue|Malignant Neoplasms of Thyroid and Other Endocrine Glands|Malignant Neoplasms of Urinary Tract|Melanoma and Other Malignant Neoplasms of Skin,2017-03-21,2021-11-30,2022-11-30,Interventional,Recruiting,Phase 1,M.D. Anderson Cancer Center,Gateway for Cancer Research|James B. and Lois R. Archer Charitable Foundation|M.D. Anderson Cancer Center,The University of Texas MD Anderson Cancer Center,Drug,United States,12.0,50.0,[0-17]|[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03093909
NCT03098225,graves ophthalmopathy,"A Phase IV, Randomized, Multi-center Clinical Trial to Compare the Efficacy of Orbital Radiotherapy in Association With Intravenous Glucocorticoids vs Intravenous Glucocorticoids Alone for Moderately Severe and Active Graves' Orbitopathy",Thyroid Associated Ophthalmopathy,2017-03-21,2024-03-31,2024-03-31,Interventional,Not yet recruiting,Phase 4,University of Pisa,University of Pisa,,Radiation|Drug,,35.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Orbitopathy,https://clinicaltrials.gov/ct2/show/NCT03098225
NCT03098225,graves disease,"A Phase IV, Randomized, Multi-center Clinical Trial to Compare the Efficacy of Orbital Radiotherapy in Association With Intravenous Glucocorticoids vs Intravenous Glucocorticoids Alone for Moderately Severe and Active Graves' Orbitopathy",Thyroid Associated Ophthalmopathy,2017-03-21,2024-03-31,2024-03-31,Interventional,Not yet recruiting,Phase 4,University of Pisa,University of Pisa,,Radiation|Drug,,35.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT03098225
NCT03098225,goiter,"A Phase IV, Randomized, Multi-center Clinical Trial to Compare the Efficacy of Orbital Radiotherapy in Association With Intravenous Glucocorticoids vs Intravenous Glucocorticoids Alone for Moderately Severe and Active Graves' Orbitopathy",Thyroid Associated Ophthalmopathy,2017-03-21,2024-03-31,2024-03-31,Interventional,Not yet recruiting,Phase 4,University of Pisa,University of Pisa,,Radiation|Drug,,35.0,75.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT03098225
NCT03098225,hyperthyroidism,"A Phase IV, Randomized, Multi-center Clinical Trial to Compare the Efficacy of Orbital Radiotherapy in Association With Intravenous Glucocorticoids vs Intravenous Glucocorticoids Alone for Moderately Severe and Active Graves' Orbitopathy",Thyroid Associated Ophthalmopathy,2017-03-21,2024-03-31,2024-03-31,Interventional,Not yet recruiting,Phase 4,University of Pisa,University of Pisa,,Radiation|Drug,,35.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT03098225
NCT03105648,thyroid neoplasms,Diagnostic and Prognostic Significance of Computerized Cytologic Morphometry of the Thyroid Neoplasm,Computerized Cytomorphometry,2017-04-04,2026-04-20,2026-04-20,Observational,Recruiting,,National Taiwan University Hospital,National Taiwan University Hospital,National Taiwan University Hospital,Other,Taiwan,20.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03105648
NCT03109847,thyroid neoplasms,Pilot Study of Metformin to Mitigate Sequelae of Radioactive Iodine Treatment for Well-Differentiated Thyroid Cancers,Thyroid,2017-03-06,2022-01-31,2022-01-31,Interventional,"Active, not recruiting",Phase 2,Thomas Jefferson University,Sidney Kimmel Cancer Center at Thomas Jefferson University,Sidney Kimmel Cancer Center at Thomas Jefferson University,Drug|Other|Other,United States,18.0,90.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03109847
